timesteps,env_index,episode_return,episode_length,condition,v_lv_pu,vdc_pu,envelope_violation_pu,fault_lv_band_violation_pu,recovery_violation_pu,grid_current_violation_pu,final_action_max_abs,final_raw_action_max_abs,final_projection_delta_norm,final_support_violation,final_safety_gap,cost_tracking_sum,cost_unbalance_sum,cost_vdc_soft_sum,cost_vdc_bounds_sum,cost_envelope_sum,cost_fault_band_sum,cost_recovery_sum,cost_topology2_dynamic_sum,cost_calibrated_survival_sum,cost_support_sum,cost_support_for_reward_sum,cost_reactive_shortfall_sum,cost_reactive_wrong_sign_sum,cost_grid_current_sum,cost_reg_action_sum,cost_energy_action_sum,cost_slew_sum,cost_safety_sum,cost_teacher_gap_sum,cost_action_limit_sum,action_max_abs_max,raw_action_max_abs_max,projection_delta_norm_max,support_violation_max,safety_gap_max,envelope_violation_max_seen_pu,fault_band_violation_max_seen_pu,recovery_violation_max_seen_pu,source_trace,source_run,chunk,episode_index_in_source
12437,3,-489105.3615722656,223,nominal,1.0074221192298696,0.9215566508603962,0.0,nan,0.0,nan,0.8094980120658875,0.8094980120658875,0.0,53.87773013249148,0.0,1.5598722313508115,2.163047306272105,4.713337859364412,25.57171690667563,0.8436731178208285,0.2748236544863248,0.5688494633345028,2824.392710489409,26.046078781022118,317405.7685287345,891.5112329068049,52.43423549617673,110.0,0.0,59.95653099474992,162.31428398379188,372.2685384450394,0.0,0.0,0.0,0.94651597738266,0.94651597738266,0.0,62.60425056895559,0.0,0.0,0.0934955930316452,0.108540517682949,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,10
12517,2,-452926.6933746338,223,nominal,0.9682289169900627,0.7450145775605662,0.0,nan,0.057405546098764,nan,0.6800085306167603,0.6800085306167603,0.0,22.55597560722375,0.0,1.684604778053492,2.425914891273948,4.346046129839916,23.01909015435714,0.9170972403992002,0.323595943995482,0.593501296403717,2704.589672381861,23.56820155975871,297711.928133188,886.4983529118599,56.94969275934682,116.0,0.0,57.01463659463012,156.80618465458514,355.9783684265531,0.0,0.0,0.0,0.947443187236786,0.947443187236786,0.0,61.94487190536916,0.0,0.0,0.0934955930316452,0.108540517682949,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,11
13249,1,-374812.8343811035,203,nominal,0.913101670790116,0.6789862544398925,0.0,nan,0.0899168983080803,nan,0.8073496222496033,0.8073496222496033,0.0,536.2118651448213,0.0,0.901221419724996,1.7888348495079105,2.384988891116655,18.43892636456537,0.2832659964186848,0.0674854429143372,0.2157805535043475,2573.9768654816908,18.593140784570085,31236497.822621312,812.0,42.149491418128434,90.0,0.0,47.029402410069984,156.89318597322995,351.920160407362,0.0,0.0,0.0,0.9465647339820862,0.9465647339820862,0.0,627.0873187483207,0.0,0.0,0.0934955930316452,0.112543353011077,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,12
13329,0,-470213.0156707764,223,nominal,0.8488711302762754,1.0662571766488314,0.0,nan,0.0955727391915466,nan,0.7401688694953918,0.7401688694953918,0.0,48.93923509080056,0.0,2.109604601213237,3.70637163406072,4.745484373941264,24.06194598064703,1.3176437615791643,0.5091511664615496,0.808492595117616,3053.145024012547,24.91304329781384,328773.8299143315,886.5444360472032,67.53896539804133,137.0,0.0,56.60912292472457,166.47596941587545,396.2712678398729,0.0,0.0,0.0,0.9471234679222108,0.9471234679222108,0.0,62.081293493417945,0.0,0.0,0.0934955930316452,0.108540517682949,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,13
13329,2,-491884.23306274414,203,nominal,0.9831211715678068,1.0138794711555688,0.0,nan,0.0,nan,0.5792814493179321,0.5792814493179321,0.0,384.3397368872205,0.0,1.7260467202106942,3.125963862834261,3.8300366545943407,26.51963267062145,1.046073423113271,0.3715127688913204,0.6745606542219511,2191.204966842144,27.17656968029435,25943937.81187703,812.0,60.992250642322006,123.0,0.0,51.667249347118855,143.78434328341177,309.208548101485,0.0,0.0,0.0,0.94821435213089,0.94821435213089,0.0,625.1454785624875,0.0,0.0,0.0934955930316452,0.112543353011077,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,14
13329,3,-419134.85525512695,223,nominal,0.9055979548395314,0.6660353523314925,0.0,nan,0.077001379543417,nan,0.8574437499046326,0.8574437499046326,0.0,55.354400543252936,0.0,1.6645459775493638,2.4151652818042297,3.912293648156601,20.75353731407024,0.9055983210822316,0.3265788386204887,0.5790194824617418,2604.465452291357,21.297576906501103,297024.97465561563,889.3182863273832,51.40941557034202,108.0,0.0,53.37209902374014,156.75223076776388,337.66563867932246,0.0,0.0,0.0,0.9464704394340516,0.9464704394340516,0.0,61.830336325157816,0.0,0.0,0.0934955930316452,0.108540517682949,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,15
14061,0,-256797.7470397949,183,nominal,0.9988293801414782,0.8842169229494513,0.0,nan,0.0,nan,0.5546761751174927,0.5546761751174927,0.0,3.018081680236515,0.0,0.9371545944978262,1.4750471185669136,1.4086388339853233,11.134120248400334,0.2908368029384496,0.0902966557851186,0.200540147153331,1934.037804194481,11.324598898770686,269927.50720450014,727.3206321276338,30.917118610251936,63.0,0.0,45.56341678619639,140.95936848883244,283.48009555498334,0.0,0.0,0.0,0.9449216723442078,0.9449216723442078,0.0,62.16137113839712,0.0,0.0,0.0934955930316452,0.100958083864723,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,16
14061,2,-254265.9898071289,183,nominal,0.9988293801414782,0.8842169229494513,0.0,nan,0.0,nan,0.9102036356925964,0.9102036356925964,0.0,15.914214457963435,0.0,0.9031501407555892,1.455099162147044,1.6183135359221923,10.917333319657844,0.2288625893310987,0.0676599747513823,0.1612026145797165,1957.377107156434,11.07191472282013,243107.0144631933,728.228747751454,25.81622878211596,54.0,0.0,43.34363632448737,144.25164043561884,278.29294655457744,0.0,0.0,0.0,0.94742089509964,0.94742089509964,0.0,62.129161547528845,0.0,0.0,0.0934955930316452,0.100958083864723,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,17
14061,3,-306395.27728271484,183,nominal,1.006685658235995,1.0037437778808425,0.0,nan,0.0,nan,0.5598477125167847,0.5598477125167847,0.0,17.600622842575966,0.0,0.959488494029225,1.465002065676758,1.93186527659378,14.293003044886056,0.294464740202546,0.0904889003136824,0.2039758398888634,2157.470510400048,14.496414681673542,263161.48199376446,728.8271421386922,25.269935202758703,52.0,0.0,44.17214781982346,139.35884973025728,311.3719907533406,0.0,0.0,0.0,0.9471397995948792,0.9471397995948792,0.0,62.6694067756218,0.0,0.0,0.0934955930316452,0.100958083864723,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,18
14141,1,-422835.8298034668,223,nominal,1.0074221192298696,0.9215566508603962,0.0,nan,0.0,nan,0.7945788502693176,0.7945788502693176,0.0,32.81239582237125,0.0,1.6329063704675746,2.1379933756972878,3.9584370673706335,20.820846612586383,0.8985618094355349,0.3244228946356656,0.5741389147998686,2598.4962737650544,21.36269383880233,318489.9900217963,889.9088221745565,52.33494102729264,111.0,0.0,54.99538436996386,164.87120852963326,356.56959954432966,0.0,0.0,0.0,0.9451869130134584,0.9451869130134584,0.0,62.31578752724962,0.0,0.0,0.0934955930316452,0.108540517682949,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,19
14793,0,-294644.03439331055,183,nominal,1.006685658235995,1.0037437778808425,0.0,nan,0.0,nan,0.5390900373458862,0.5390900373458862,0.0,31.13909701414491,0.0,0.8719572300352318,1.4615567215462075,2.014505590909322,13.733840004524293,0.3129017663613662,0.0928432996320087,0.2200584667293572,2013.904095556932,13.93320661658466,248959.5757988965,732.0,32.44117830528565,66.0,0.0,44.10871785593791,132.04421758528122,284.2383019829374,0.0,0.0,0.0,0.9492855668067932,0.9492855668067932,0.0,62.47819232940788,0.0,0.0,0.0934955930316452,0.100958083864723,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,20
14873,2,-394041.1512451172,203,nominal,0.9831211715678068,1.0138794711555688,0.0,nan,0.0,nan,0.6379048824310303,0.6379048824310303,0.0,423.30396919711006,0.0,1.148123396342951,2.046077446053513,2.7048338031191688,19.778201214267472,0.5024029903095134,0.1609727473144849,0.3414302429950283,2305.591333466641,20.078987963820182,26288370.51626731,812.0,41.97084421929662,87.0,0.0,50.30563623637185,149.45501306083506,308.7493138914584,0.0,0.0,0.0,0.9493877291679382,0.9493877291679382,0.0,625.1423958392922,0.0,0.0,0.0934955930316452,0.0997739174918329,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,21
14873,3,-396641.7327270508,203,nominal,0.913101670790116,0.6789862544398925,0.0,nan,0.0899168983080803,nan,0.8867525458335876,0.8867525458335876,0.0,184.4179973040583,0.0,1.0402720256055151,2.044891460219316,2.507008844853134,19.8626747588652,0.3728663886346062,0.1121073153376673,0.2607590732969387,2230.813547357238,20.09191464804735,29401467.329563133,812.0,42.94210941780833,90.0,0.0,48.51849003824738,153.55550082873066,306.97558798667586,0.0,0.0,0.0,0.9450204968452454,0.9450204968452454,0.0,627.5012426391461,0.0,0.0,0.0934955930316452,0.0997739174918329,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,22
14953,1,-504978.4242248535,203,nominal,0.9986150491206474,0.8961192056811937,0.0,nan,0.0,nan,0.4925159215927124,0.4925159215927124,0.0,81.6568267173471,0.0,1.2604155459081543,2.053479808816164,3.818834224774489,27.607608522508297,0.5827300144596717,0.1607543624713551,0.4219756519883167,2419.6454414392792,27.920289430483244,27527841.25607444,812.0,40.31594749113224,83.0,0.0,51.16018829703752,155.11044555434438,330.2623054957659,0.0,0.0,0.0,0.9444150328636168,0.9444150328636168,0.0,617.7367279650126,0.0,0.0,0.0934955930316452,0.0997739174918329,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,23
15605,0,-453550.3421325684,203,nominal,0.913101670790116,0.6789862544398925,0.0,nan,0.0899168983080803,nan,0.9050716757774352,0.9050716757774352,0.0,534.2089683945233,0.0,1.4900680061454012,3.132274378047032,3.18411260193615,23.722226105230376,0.778535599268104,0.2773190960860608,0.5012165031820434,2185.78039602255,24.22416427024559,26707981.326569084,812.0,49.698002485360384,104.0,0.0,47.6592457255243,143.27444215125084,298.6831366695627,0.0,0.0,0.0,0.9455024600028992,0.9455024600028992,0.0,627.4127399944191,0.0,0.0,0.0934955930316452,0.112543353011077,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,24
15685,3,-481446.9820861816,203,nominal,0.9407622728731304,0.7196132250112988,0.0,nan,0.080920034799294,nan,0.7833828330039978,0.7833828330039978,0.0,520.2717908341364,0.0,1.725022532785392,3.1296466200544804,3.679991705875455,25.763575806054355,1.01514890701314,0.3662753767572771,0.6488735302558635,2275.454566814591,26.41007857043536,25533056.11415265,809.0101819949912,54.9094769008747,112.0,0.0,45.89751115049656,143.98536916389352,310.4753429886354,0.0,0.0,0.0,0.945106565952301,0.945106565952301,0.0,618.390666339279,0.0,0.0,0.0934955930316452,0.112543353011077,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,25
15765,1,-419770.24197387695,203,nominal,0.9721450140794058,0.7878660822899074,0.0,nan,0.0381656813845573,nan,0.8870862126350403,0.8870862126350403,0.0,55.93844829063759,0.0,1.2235460151575792,2.04845307604181,2.902214899555772,21.541729959009203,0.5353135640882425,0.1688638724200503,0.3664496916681919,2809.030008406747,21.860971151913617,29481537.78080815,812.0,44.3081194387019,95.0,0.0,49.39207541342631,158.34107830096212,375.9829298495295,0.0,0.0,0.0,0.9456223249435424,0.9456223249435424,0.0,627.8202448803866,0.0,0.0,0.0934955930316452,0.112543353011077,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,26
15765,2,-421911.491027832,223,nominal,0.8488711302762754,1.0662571766488314,0.0,nan,0.0955727391915466,nan,0.8608648180961609,0.8608648180961609,0.0,56.9447807561215,0.0,1.5425469479460332,2.154854486465777,3.9121493667992704,20.888976801105656,0.7228807022122081,0.2404738159452427,0.4824068862669647,2780.0450335518103,21.306000109300893,324738.5081243956,892.0,48.654218232996655,104.0,0.0,56.00556607775438,174.11009343555256,378.1176571133213,0.0,0.0,0.0,0.9476554989814758,0.9476554989814758,0.0,61.881673262576406,0.0,0.0,0.0934955930316452,0.108540517682949,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,27
16001,0,-177315.55435180664,99,partial_chunk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6838238705068194,0.9711143653493354,1.1557945399520475,8.624225220431097,0.2196406118986884,0.0719584818972801,0.1476821300014083,767.3611226813475,8.762895331561317,11684254.507044615,395.40799339323337,10.232849919385789,23.0,0.0,21.5861263217048,68.50427513447468,154.68224888229838,0.0,0.0,0.0,0.9394635558128356,0.9394635558128356,0.0,604.5400109774239,0.0,0.0,0.0934955930316452,0.112543353011077,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,28
16001,1,-112578.39315795898,59,partial_chunk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.5002409732350207,0.2029129384773053,0.8491879045843264,5.674026575150503,0.2483798965878309,0.090114938338194,0.1582649582496369,372.7439355833122,5.8196833789889775,84055.49332649696,236.0,0.0,0.0,0.0,16.979950180545536,43.21088676396178,105.38033776554764,0.0,0.0,0.0,0.9478699564933776,0.9478699564933776,0.0,62.013898538014,0.0,0.0,0.0934955930316452,0.108540517682949,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,29
16001,2,-108050.3715209961,59,partial_chunk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.6201451096875238,0.3460075561149994,1.044031156490694,5.25302982342462,0.3172402137997883,0.1310693457694348,0.1861708680303535,334.8432951965252,5.471066055724841,84276.42049387288,236.0,0.0,0.0,0.0,14.65983458316392,48.65544342289392,100.38805665049809,0.0,0.0,0.0,0.9479272365570068,0.9479272365570068,0.0,62.97364961671476,0.0,0.0,0.0934955930316452,0.0955727391915466,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,30
16001,3,-130230.62238311768,79,partial_chunk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.577060145479536,0.6101107652355279,0.88204466860887,6.067556730652497,0.1579162990121889,0.0576304804351051,0.1002858185770838,592.013725930726,6.181168023522412,111011.64086379686,312.17834045108606,2.4729134035822087,5.0,0.0,18.008014798130947,57.92038637387866,143.6506653528433,0.0,0.0,0.0,0.9448646306991576,0.9448646306991576,0.0,60.93525791833919,0.0,0.0,0.0934955930316452,0.100958083864723,E:\research_space\Hybrid-power-transformer\lab\results\hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803\sac_training_reward_trace.csv,hpt_t2_a_lvrt_joint_support_family_sac_r6_20260803,0,31
