timesteps,n_updates,actor_loss,actor_base_loss,critic_loss,ent_coef,ent_coef_loss,support_actor_loss,support_actor_weighted_loss,replay_support_actor_loss,replay_support_actor_weighted_loss,support_actor_weight,learning_rate,replay_buffer_pos,replay_buffer_full
10085,2496,160.97901916503906,3.114013195037842,8051957.5,0.9954338073730469,-0.029416140168905258,0.0034695265349000692,69.39053344726562,0.004423723556101322,88.47447204589844,20000.0,3e-06,20,False
10089,2497,168.30682373046875,3.126265048980713,8720487.0,0.9954307675361633,-0.029606886208057404,0.0034695197828114033,69.39039611816406,0.004789508413523436,95.79016876220703,20000.0,3e-06,21,False
10093,2498,158.21746826171875,3.1869144439697266,8675314.0,0.9954277873039246,-0.029057372361421585,0.0035249562934041023,70.4991226196289,0.004226571414619684,84.53142547607422,20000.0,3e-06,22,False
10097,2499,165.39862060546875,3.25801420211792,8980542.0,0.9954248070716858,-0.029037702828645706,0.0034461019095033407,68.92203521728516,0.004660929087549448,93.21858215332031,20000.0,3e-06,23,False
10101,2500,163.78045654296875,3.35581111907959,7797507.0,0.9954217672348022,-0.029115401208400726,0.0035005041863769293,70.01008605957031,0.004520728252828121,90.41456604003906,20000.0,3e-06,24,False
10105,2501,175.44549560546875,3.2558181285858154,6989464.0,0.9954188466072083,-0.02932935766875744,0.0037617324851453304,75.23464965820312,0.004847751464694738,96.95503234863281,20000.0,3e-06,25,False
10109,2502,158.6411590576172,3.2537198066711426,7822221.5,0.9954157471656799,-0.029022686183452606,0.003753778524696827,75.07556915283203,0.004015593323856592,80.3118667602539,20000.0,3e-06,26,False
10113,2503,168.17623901367188,3.134190559387207,7806541.0,0.9954128265380859,-0.029674289748072624,0.003607717342674732,72.15435028076172,0.004644385073333979,92.88770294189453,20000.0,3e-06,27,False
10117,2504,166.8227081298828,3.3350162506103516,7067882.0,0.9954098463058472,-0.02918865904211998,0.0035263560712337494,70.5271224975586,0.004648028407245874,92.9605712890625,20000.0,3e-06,28,False
10121,2505,163.76809692382812,3.093562364578247,7759999.0,0.9954068064689636,-0.030031513422727585,0.0033714058808982372,67.42811584472656,0.004662321414798498,93.24642944335938,20000.0,3e-06,29,False
10125,2506,169.54978942871094,3.333679437637329,8737254.0,0.9954038262367249,-0.029104964807629585,0.003716303501278162,74.3260726928711,0.004594502039253712,91.8900375366211,20000.0,3e-06,30,False
10129,2507,169.22488403320312,3.3129570484161377,8182536.5,0.9954007863998413,-0.0291646309196949,0.003656469052657485,73.12937927246094,0.004639127757400274,92.78255462646484,20000.0,3e-06,31,False
10133,2508,166.94334411621094,3.298842430114746,7298856.0,0.9953978657722473,-0.029312705621123314,0.0036205966025590897,72.41193389892578,0.0045616282150149345,91.2325668334961,20000.0,3e-06,32,False
10137,2509,188.6781005859375,3.287113666534424,5965454.0,0.9953948855400085,-0.02935001067817211,0.0036490531638264656,72.98106384277344,0.0056204963475465775,112.40992736816406,20000.0,3e-06,33,False
10141,2510,163.74005126953125,3.324653148651123,7445880.0,0.995391845703125,-0.029299844056367874,0.003519632387906313,70.39264678955078,0.004501137882471085,90.02275848388672,20000.0,3e-06,34,False
