sid,category,fault_type,scr,target_V_pu,iq,mse_d,mse_q,iq_post,mse_d_post,mse_q_post,post_delay,frt,connect,reactive,limit,recover,survive,recover_worst,Vdc_min,Vdc_max,V1_final_mean,V1_final_worst_signed
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.35,0.08,False,PASS,NOT_EVALUATED,PASS,FAIL,PASS,0.07110766,0.80228302,1.101093,0.92984957,-0.07110766
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.35,0.18,False,PASS,NOT_EVALUATED,PASS,FAIL,PASS,0.071039418,0.80454407,1.1023513,0.92997076,-0.071039418
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.35,0.25,False,PASS,NOT_EVALUATED,PASS,FAIL,PASS,0.071101297,0.81352948,1.1033669,0.93001655,-0.071101297
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.35,0.35,False,PASS,NOT_EVALUATED,PASS,FAIL,PASS,0.070962345,0.8087335,1.1014627,0.9299343,-0.070962345
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.35,0.45,False,PASS,NOT_EVALUATED,PASS,FAIL,PASS,0.070814123,0.80684279,1.1009342,0.9300461,-0.070814123
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.4,0.08,None,PASS,NOT_EVALUATED,PASS,PASS,PASS,0.069462582,0.81769734,1.1165992,0.93161103,-0.069462582
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.4,0.18,None,PASS,NOT_EVALUATED,PASS,PASS,PASS,0.069463349,0.81735334,1.1210662,0.9319559,-0.069463349
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.4,0.25,None,PASS,NOT_EVALUATED,PASS,PASS,PASS,0.069251525,0.82457177,1.1201916,0.93183485,-0.069251525
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.4,0.35,None,PASS,NOT_EVALUATED,PASS,PASS,PASS,0.069003554,0.81495904,1.1137089,0.93186114,-0.069003554
1441,HVRT,swell_3ph,2,1.1000,-0.1,0,0,0.3,0.4,0.4,0.45,None,PASS,NOT_EVALUATED,PASS,PASS,PASS,0.069037754,0.81343694,1.1138838,0.93193539,-0.069037754
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.25,0.08,False,PASS,FAIL,PASS,FAIL,PASS,0.072621149,0.76937269,1.0866491,0.92841918,-0.072621149
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.25,0.18,False,PASS,FAIL,PASS,FAIL,PASS,0.072395213,0.80342838,1.092055,0.92863709,-0.072395213
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.25,0.25,False,PASS,FAIL,PASS,FAIL,PASS,0.07248998,0.81744325,1.0857843,0.92814704,-0.07248998
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.25,0.35,False,PASS,FAIL,PASS,FAIL,PASS,0.072480121,0.81744325,1.0816074,0.92812257,-0.072480121
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.25,0.45,False,PASS,FAIL,PASS,FAIL,PASS,0.072451035,0.81744325,1.0862112,0.92832697,-0.072451035
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.3,0.08,False,PASS,FAIL,PASS,FAIL,PASS,0.070560756,0.78101365,1.1054035,0.9301264,-0.070560756
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.3,0.18,False,PASS,FAIL,PASS,FAIL,PASS,0.070251043,0.81006992,1.1072442,0.93033583,-0.070251043
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.3,0.25,False,PASS,FAIL,PASS,FAIL,PASS,0.070736581,0.81744325,1.105247,0.93013026,-0.070736581
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.3,0.35,False,PASS,FAIL,PASS,FAIL,PASS,0.070603143,0.81744325,1.1039345,0.93000606,-0.070603143
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.3,0.3,0.45,False,PASS,FAIL,PASS,FAIL,PASS,0.070701249,0.81744325,1.1013165,0.93006627,-0.070701249
1441,HVRT,swell_3ph,2,1.1000,0.1,0.1,0.2,0.3,0.35,0.3,0.08,False,PASS,FAIL,PASS,FAIL,PASS,0.072052429,0.77006374,1.0882019,0.92885608,-0.072052429
