baseline,scenario_id,bucket,sac_pass,baseline_pass,category,fault_type,scr,target_V_pu,duration_bin_s,xr_ratio,sac_failed_criteria,baseline_failed_criteria,sac_not_eval_criteria,baseline_not_eval_criteria,sac_vdc_min,baseline_vdc_min
fixed_law_iq027_no_series,987,sac_only,True,False,LVRT,2ph,5.0,0.7,0.5,1.5,,reactive,reactive+limit+survive,limit+survive,0.7985830575297851,0.9933784721891193
fixed_law_iq027_no_series,988,sac_only,True,False,LVRT,2ph,5.0,0.7,0.5,1.5,,reactive,reactive+limit+survive,limit+survive,0.7985830530126681,0.9933784721891193
fixed_law_iq027_no_series,989,sac_only,True,False,LVRT,2ph,5.0,0.7,0.16,3.0,,reactive,reactive+limit+survive,limit+survive,0.826828621396537,0.9945010656654633
fixed_law_iq027_no_series,990,sac_only,True,False,LVRT,2ph,5.0,0.7,0.16,3.0,,reactive,reactive+limit+survive,limit+survive,0.8268328431052958,0.99479639384103
fixed_law_iq027_no_series,991,sac_only,True,False,LVRT,2ph,5.0,0.7,0.5,3.0,,reactive,reactive+limit+survive,limit+survive,0.8072080113205035,0.9933787437452133
fixed_law_iq027_no_series,992,sac_only,True,False,LVRT,2ph,5.0,0.7,0.5,3.0,,reactive,reactive+limit+survive,limit+survive,0.8103605594162366,0.9933788875930408
fixed_law_iq027_no_series,993,sac_only,True,False,LVRT,2ph,5.0,0.7,0.16,6.0,,reactive,reactive+limit+survive,limit+survive,0.8268422889912573,0.99479639384103
fixed_law_iq027_no_series,994,sac_only,True,False,LVRT,2ph,5.0,0.7,0.16,6.0,,reactive,reactive+limit+survive,limit+survive,0.8268342980241888,0.99479639384103
fixed_law_iq027_no_series,995,sac_only,True,False,LVRT,2ph,5.0,0.7,0.5,6.0,,reactive,reactive+limit+survive,limit+survive,0.7985830428292686,0.9933784721891193
fixed_law_iq027_no_series,996,sac_only,True,False,LVRT,2ph,5.0,0.7,0.5,6.0,,reactive,reactive+limit+survive,limit+survive,0.8072080410323499,0.9933787437452133
fixed_law_iq027_no_series,997,sac_only,True,False,LVRT,2ph,10.0,0.7,0.16,1.5,,reactive,reactive+limit+survive,limit+survive,0.8222436954605153,0.9939444718176572
fixed_law_iq027_no_series,998,sac_only,True,False,LVRT,2ph,10.0,0.7,0.16,1.5,,reactive,reactive+limit+survive,limit+survive,0.8222477968753218,0.9943938875805152
fixed_law_iq027_no_series,999,sac_only,True,False,LVRT,2ph,10.0,0.7,0.5,1.5,,reactive,reactive+limit+survive,limit+survive,0.8021491482401537,0.9931672777252302
fixed_law_iq027_no_series,1000,sac_only,True,False,LVRT,2ph,10.0,0.7,0.5,1.5,,reactive,reactive+limit+survive,limit+survive,0.8113682338569878,0.9931678791067118
fixed_law_iq027_no_series,1001,sac_only,True,False,LVRT,2ph,10.0,0.7,0.16,3.0,,reactive,reactive+limit+survive,limit+survive,0.8222488228024951,0.9947045946902544
fixed_law_iq027_no_series,1002,sac_only,True,False,LVRT,2ph,10.0,0.7,0.16,3.0,,reactive,reactive+limit+survive,limit+survive,0.8222679744144609,0.9943938875805152
fixed_law_iq027_no_series,1003,sac_only,True,False,LVRT,2ph,10.0,0.7,0.5,3.0,,reactive,reactive+limit+survive,limit+survive,0.808185338043738,0.9931676307476738
fixed_law_iq027_no_series,1004,sac_only,True,False,LVRT,2ph,10.0,0.7,0.5,3.0,,reactive,reactive+limit+survive,limit+survive,0.7994674527476117,0.9931671540881291
fixed_law_iq027_no_series,1005,sac_only,True,False,LVRT,2ph,10.0,0.7,0.16,6.0,,reactive,reactive+limit+survive,limit+survive,0.8222436954605153,0.9939444718176572
fixed_law_iq027_no_series,1006,sac_only,True,False,LVRT,2ph,10.0,0.7,0.16,6.0,,reactive,reactive+limit+survive,limit+survive,0.8222488228024951,0.9943938875805152
fixed_law_iq027_no_series,1007,sac_only,True,False,LVRT,2ph,10.0,0.7,0.5,6.0,,reactive,reactive+limit+survive,limit+survive,0.7966931469764207,0.9931670553931546
fixed_law_iq027_no_series,1008,sac_only,True,False,LVRT,2ph,10.0,0.7,0.5,6.0,,reactive,reactive+limit+survive,limit+survive,0.7966931479720046,0.9931670553931546
fixed_law_iq027_no_series,1009,sac_only,True,False,LVRT,2ph,15.0,0.7,0.16,1.5,,reactive,reactive+limit+survive,limit+survive,0.8224648567156589,0.9941029757103305
fixed_law_iq027_no_series,1010,sac_only,True,False,LVRT,2ph,15.0,0.7,0.16,1.5,,reactive,reactive+limit+survive,limit+survive,0.8224691986926947,0.994357497334808
fixed_law_iq027_no_series,1011,sac_only,True,False,LVRT,2ph,15.0,0.7,0.5,1.5,,reactive,reactive+limit+survive,limit+survive,0.7988076099757659,0.9930936681870576
fixed_law_iq027_no_series,1012,sac_only,True,False,LVRT,2ph,15.0,0.7,0.5,1.5,,reactive,reactive+limit+survive,limit+survive,0.7960516132393444,0.9930935581726138
fixed_law_iq027_no_series,1013,sac_only,True,False,LVRT,2ph,15.0,0.7,0.16,3.0,,reactive,reactive+limit+survive,limit+survive,0.8224605396559339,0.993735288500083
fixed_law_iq027_no_series,1014,sac_only,True,False,LVRT,2ph,15.0,0.7,0.16,3.0,,reactive,reactive+limit+survive,limit+survive,0.8224747712539514,0.9941029757103305
fixed_law_iq027_no_series,1015,sac_only,True,False,LVRT,2ph,15.0,0.7,0.5,3.0,,reactive,reactive+limit+survive,limit+survive,0.7960515783339516,0.9930935581726138
fixed_law_iq027_no_series,1016,sac_only,True,False,LVRT,2ph,15.0,0.7,0.5,3.0,,reactive,reactive+limit+survive,limit+survive,0.8043236251533704,0.9930939782537133
fixed_law_iq027_no_series,1017,sac_only,True,False,LVRT,2ph,15.0,0.7,0.16,6.0,,reactive,reactive+limit+survive,limit+survive,0.8224618856259616,0.994357497334808
fixed_law_iq027_no_series,1018,sac_only,True,False,LVRT,2ph,15.0,0.7,0.16,6.0,,reactive,reactive+limit+survive,limit+survive,0.8224551480612347,0.994357497334808
fixed_law_iq027_no_series,1019,sac_only,True,False,LVRT,2ph,15.0,0.7,0.5,6.0,,reactive,reactive+limit+survive,limit+survive,0.7960515783339516,0.9930935581726138
fixed_law_iq027_no_series,1020,sac_only,True,False,LVRT,2ph,15.0,0.7,0.5,6.0,,reactive,reactive+limit+survive,limit+survive,0.8014829333386956,0.9930938054526375
fixed_law_iq027_no_series,1021,both_pass,True,True,LVRT,2ph,2.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8854551626624464,1.0
fixed_law_iq027_no_series,1022,both_pass,True,True,LVRT,2ph,2.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8854591304502365,1.0
fixed_law_iq027_no_series,1023,both_pass,True,True,LVRT,2ph,2.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8854579380392407,1.0
fixed_law_iq027_no_series,1024,both_pass,True,True,LVRT,2ph,2.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8854615255878744,1.0
fixed_law_iq027_no_series,1025,both_pass,True,True,LVRT,2ph,2.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8854433147525405,1.0
fixed_law_iq027_no_series,1026,both_pass,True,True,LVRT,2ph,2.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8854433147525405,1.0
fixed_law_iq027_no_series,1027,both_pass,True,True,LVRT,2ph,2.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8854485671567743,1.0
fixed_law_iq027_no_series,1028,both_pass,True,True,LVRT,2ph,2.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8854485671567743,1.0
fixed_law_iq027_no_series,1029,both_pass,True,True,LVRT,2ph,2.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8854433147525405,1.0
fixed_law_iq027_no_series,1030,both_pass,True,True,LVRT,2ph,2.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8854615255878744,1.0
fixed_law_iq027_no_series,1031,both_pass,True,True,LVRT,2ph,2.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8854322631265129,1.0
fixed_law_iq027_no_series,1032,both_pass,True,True,LVRT,2ph,2.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8854591304502365,1.0
fixed_law_iq027_no_series,1033,both_pass,True,True,LVRT,2ph,3.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.884981714984605,1.0
fixed_law_iq027_no_series,1034,both_pass,True,True,LVRT,2ph,3.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.884981714984605,1.0
fixed_law_iq027_no_series,1035,both_pass,True,True,LVRT,2ph,3.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8850015853382946,1.0
fixed_law_iq027_no_series,1036,both_pass,True,True,LVRT,2ph,3.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8849924312264958,1.0
fixed_law_iq027_no_series,1037,both_pass,True,True,LVRT,2ph,3.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.884981714984605,1.0
fixed_law_iq027_no_series,1038,both_pass,True,True,LVRT,2ph,3.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.884997062263374,1.0
fixed_law_iq027_no_series,1039,both_pass,True,True,LVRT,2ph,3.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.884981714984605,1.0
fixed_law_iq027_no_series,1040,both_pass,True,True,LVRT,2ph,3.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8850015853382946,1.0
fixed_law_iq027_no_series,1041,both_pass,True,True,LVRT,2ph,3.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8850009066525331,1.0
fixed_law_iq027_no_series,1042,both_pass,True,True,LVRT,2ph,3.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8850009066525331,1.0
fixed_law_iq027_no_series,1043,both_pass,True,True,LVRT,2ph,3.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.884981714984605,1.0
fixed_law_iq027_no_series,1044,both_pass,True,True,LVRT,2ph,3.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.884981714984605,1.0
fixed_law_iq027_no_series,1045,both_pass,True,True,LVRT,2ph,5.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8847235752639372,1.0
fixed_law_iq027_no_series,1046,both_pass,True,True,LVRT,2ph,5.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8847273076636343,1.0
fixed_law_iq027_no_series,1047,both_pass,True,True,LVRT,2ph,5.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8847273076636343,1.0
fixed_law_iq027_no_series,1048,both_pass,True,True,LVRT,2ph,5.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8847235752639372,1.0
fixed_law_iq027_no_series,1049,both_pass,True,True,LVRT,2ph,5.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8847280443053802,1.0
fixed_law_iq027_no_series,1050,both_pass,True,True,LVRT,2ph,5.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8847261272174082,1.0
fixed_law_iq027_no_series,1051,both_pass,True,True,LVRT,2ph,5.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.884725216211536,1.0
fixed_law_iq027_no_series,1052,both_pass,True,True,LVRT,2ph,5.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8847240517562426,1.0
fixed_law_iq027_no_series,1053,both_pass,True,True,LVRT,2ph,5.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8847273076636343,1.0
fixed_law_iq027_no_series,1054,both_pass,True,True,LVRT,2ph,5.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8847261272174082,1.0
fixed_law_iq027_no_series,1055,both_pass,True,True,LVRT,2ph,5.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8847235752639372,1.0
fixed_law_iq027_no_series,1056,both_pass,True,True,LVRT,2ph,5.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8847280443053802,1.0
fixed_law_iq027_no_series,1057,both_pass,True,True,LVRT,2ph,10.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8844949514609348,1.0
fixed_law_iq027_no_series,1058,both_pass,True,True,LVRT,2ph,10.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8844878536564813,1.0
fixed_law_iq027_no_series,1059,both_pass,True,True,LVRT,2ph,10.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8844963469081351,1.0
fixed_law_iq027_no_series,1060,both_pass,True,True,LVRT,2ph,10.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8844963469081351,1.0
fixed_law_iq027_no_series,1061,both_pass,True,True,LVRT,2ph,10.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8844965842813732,1.0
fixed_law_iq027_no_series,1062,both_pass,True,True,LVRT,2ph,10.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8844958692712924,1.0
fixed_law_iq027_no_series,1063,both_pass,True,True,LVRT,2ph,10.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.884493380424603,1.0
fixed_law_iq027_no_series,1064,both_pass,True,True,LVRT,2ph,10.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8844963469081351,1.0
fixed_law_iq027_no_series,1065,both_pass,True,True,LVRT,2ph,10.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.884493380424603,1.0
fixed_law_iq027_no_series,1066,both_pass,True,True,LVRT,2ph,10.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.884493380424603,1.0
fixed_law_iq027_no_series,1067,both_pass,True,True,LVRT,2ph,10.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8844949514609348,1.0
fixed_law_iq027_no_series,1068,both_pass,True,True,LVRT,2ph,10.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8844906330698094,1.0
fixed_law_iq027_no_series,1069,both_pass,True,True,LVRT,2ph,15.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8844227177512334,1.0
fixed_law_iq027_no_series,1070,both_pass,True,True,LVRT,2ph,15.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8844253596536222,1.0
fixed_law_iq027_no_series,1071,both_pass,True,True,LVRT,2ph,15.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8844246304916208,1.0
fixed_law_iq027_no_series,1072,both_pass,True,True,LVRT,2ph,15.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.8844202224193305,1.0
fixed_law_iq027_no_series,1073,both_pass,True,True,LVRT,2ph,15.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8844253596536222,1.0
fixed_law_iq027_no_series,1074,both_pass,True,True,LVRT,2ph,15.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8844227177512334,1.0
fixed_law_iq027_no_series,1075,both_pass,True,True,LVRT,2ph,15.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8844246304916208,1.0
fixed_law_iq027_no_series,1076,both_pass,True,True,LVRT,2ph,15.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.8844234241477361,1.0
fixed_law_iq027_no_series,1077,both_pass,True,True,LVRT,2ph,15.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8844253596536222,1.0
fixed_law_iq027_no_series,1078,both_pass,True,True,LVRT,2ph,15.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8844253596536222,1.0
fixed_law_iq027_no_series,1079,both_pass,True,True,LVRT,2ph,15.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8844177602559435,1.0
fixed_law_iq027_no_series,1080,both_pass,True,True,LVRT,2ph,15.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.8844217340509136,1.0
fixed_law_iq027_no_series,1081,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.8022359508327975,0.9460185285859543
fixed_law_iq027_no_series,1082,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.8008772977175791,0.9460057496171055
fixed_law_iq027_no_series,1083,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.766794475753343,0.9459999978544796
fixed_law_iq027_no_series,1084,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.7585749198851257,0.9459999978543093
fixed_law_iq027_no_series,1085,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.8026175815305823,0.9460057496171055
fixed_law_iq027_no_series,1086,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.8019719311924125,0.9460103218251122
fixed_law_iq027_no_series,1087,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.766794489425106,0.9459999978544796
fixed_law_iq027_no_series,1088,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.757497082452611,0.9459999978542755
fixed_law_iq027_no_series,1089,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.8017910856190096,0.9460103218251122
fixed_law_iq027_no_series,1090,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.8008037651309817,0.9460103218251122
fixed_law_iq027_no_series,1091,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.7760366561620317,0.9459999978550281
fixed_law_iq027_no_series,1092,both_pass,True,True,LVRT,2ph_g,2.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.7624886742092764,0.9459999978543704
fixed_law_iq027_no_series,1093,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.80112255349179,0.9460103137120754
fixed_law_iq027_no_series,1094,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.8035883334419882,0.9460332329507402
fixed_law_iq027_no_series,1095,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.7682968749959359,0.9459999978546755
fixed_law_iq027_no_series,1096,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.7529529183946306,0.9459999978542755
fixed_law_iq027_no_series,1097,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.8040963982738504,0.946018514023679
fixed_law_iq027_no_series,1098,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.8026219501644014,0.9460057450971137
fixed_law_iq027_no_series,1099,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.7529529159952388,0.9459999978542755
fixed_law_iq027_no_series,1100,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.7529529121834443,0.9459999978542755
fixed_law_iq027_no_series,1101,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.8040963982738504,0.9460332329507402
fixed_law_iq027_no_series,1102,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.8049084487338966,0.9460332329507402
fixed_law_iq027_no_series,1103,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.7529529183946306,0.9459999978542755
fixed_law_iq027_no_series,1104,both_pass,True,True,LVRT,2ph_g,3.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.7529529121834443,0.9459999978542755
fixed_law_iq027_no_series,1105,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.7960544276762508,0.9460103072234045
fixed_law_iq027_no_series,1106,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.8012513393507167,0.9460332120458759
fixed_law_iq027_no_series,1107,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.7518548852555721,0.9459999978542755
fixed_law_iq027_no_series,1108,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.7664727032032356,0.9459999978546753
fixed_law_iq027_no_series,1109,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.801267061512386,0.9460332120458759
fixed_law_iq027_no_series,1110,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.8033797741783124,0.9460057414820999
fixed_law_iq027_no_series,1111,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.7664726774672853,0.9459999978546753
fixed_law_iq027_no_series,1112,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.7664727073038287,0.9459999978546753
fixed_law_iq027_no_series,1113,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.8012513393507167,0.9460332120458759
fixed_law_iq027_no_series,1114,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.7951274973749229,0.9460185023770149
fixed_law_iq027_no_series,1115,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.7518548537528522,0.9459999978542755
fixed_law_iq027_no_series,1116,both_pass,True,True,LVRT,2ph_g,5.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.7593131897398653,0.9459999978543702
fixed_law_iq027_no_series,1117,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.7935502651470402,0.9460184936380712
fixed_law_iq027_no_series,1118,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.809417937056837,0.9460595866126498
fixed_law_iq027_no_series,1119,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.7521625348496269,0.9459999978542755
fixed_law_iq027_no_series,1120,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.7521625646594066,0.9459999978542755
fixed_law_iq027_no_series,1121,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.7969626813050489,0.9460331963601462
fixed_law_iq027_no_series,1122,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.809414845569562,0.9460595866126498
fixed_law_iq027_no_series,1123,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.7667999833753507,0.9459999978546753
fixed_law_iq027_no_series,1124,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.7521625646594066,0.9459999978542755
fixed_law_iq027_no_series,1125,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.7935514231279709,0.9460184936380712
fixed_law_iq027_no_series,1126,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.7955177647189137,0.9460103023547031
fixed_law_iq027_no_series,1127,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.7521625698141625,0.9459999978542755
fixed_law_iq027_no_series,1128,both_pass,True,True,LVRT,2ph_g,10.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.7667999857792311,0.9459999978546753
fixed_law_iq027_no_series,1129,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.7977362887530177,0.9460331911339301
fixed_law_iq027_no_series,1130,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.16,1.5,,,limit+survive,limit+survive,0.7938585253364145,0.9460184907264051
fixed_law_iq027_no_series,1131,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.7555063361880966,0.9459999978543093
fixed_law_iq027_no_series,1132,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.5,1.5,,,limit+survive,limit+survive,0.755506289377273,0.9459999978543093
fixed_law_iq027_no_series,1133,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.7968499951373658,0.9460103007325352
fixed_law_iq027_no_series,1134,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.16,3.0,,,limit+survive,limit+survive,0.8042189053600628,0.9460057378658615
fixed_law_iq027_no_series,1135,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.7521731029764962,0.9459999978542755
fixed_law_iq027_no_series,1136,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.5,3.0,,,limit+survive,limit+survive,0.7625660893609432,0.9459999978544792
fixed_law_iq027_no_series,1137,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.7977286179500978,0.9460331911339301
fixed_law_iq027_no_series,1138,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.16,6.0,,,limit+survive,limit+survive,0.7968499951373658,0.9460103007325352
fixed_law_iq027_no_series,1139,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.76663395986552,0.9459999978546749
fixed_law_iq027_no_series,1140,both_pass,True,True,LVRT,2ph_g,15.0,0.1,0.5,6.0,,,limit+survive,limit+survive,0.7588634740432557,0.9459999978543701
fixed_law_iq027_no_series,1141,both_pass,True,True,LVRT,2ph_g,2.0,0.2,0.16,1.5,,,limit+survive,limit+survive,0.8009539417646931,0.9537342614560985
fixed_law_iq027_no_series,1142,both_pass,True,True,LVRT,2ph_g,2.0,0.2,0.16,1.5,,,limit+survive,limit+survive,0.7997555112044118,0.9537204847261967
fixed_law_iq027_no_series,1143,both_pass,True,True,LVRT,2ph_g,2.0,0.2,0.5,1.5,,,limit+survive,limit+survive,0.759634779123505,0.9537142838751027
fixed_law_iq027_no_series,1144,both_pass,True,True,LVRT,2ph_g,2.0,0.2,0.5,1.5,,,limit+survive,limit+survive,0.75963478824636,0.9537142838751027
fixed_law_iq027_no_series,1145,both_pass,True,True,LVRT,2ph_g,2.0,0.2,0.16,3.0,,,limit+survive,limit+survive,0.7997445130680721,0.9537204847261967
fixed_law_iq027_no_series,1146,both_pass,True,True,LVRT,2ph_g,2.0,0.2,0.16,3.0,,,limit+survive,limit+survive,0.8122709697593591,0.9537786466109567
fixed_law_iq027_no_series,1147,both_pass,True,True,LVRT,2ph_g,2.0,0.2,0.5,3.0,,,limit+survive,limit+survive,0.7596347984778717,0.9537142838751027
