baseline,scenario_id,bucket,sac_pass,baseline_pass,category,fault_type,scr,target_V_pu,duration_bin_s,xr_ratio,sac_failed_criteria,baseline_failed_criteria,sac_not_eval_criteria,baseline_not_eval_criteria,sac_vdc_min,baseline_vdc_min
fixed_law_iq027_no_series,174,both_fail,False,False,LVRT,sym3ph,15.0,0.35,0.16,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.6476859177666112,0.6520212263823437
fixed_law_iq027_no_series,175,both_fail,False,False,LVRT,sym3ph,15.0,0.35,0.5,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.6345373859932129,0.6519772053049656
fixed_law_iq027_no_series,176,both_fail,False,False,LVRT,sym3ph,15.0,0.35,0.5,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.6341350327529587,0.6519772053048849
fixed_law_iq027_no_series,177,both_fail,False,False,LVRT,sym3ph,15.0,0.35,0.16,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.6317484957213124,0.6349188299044776
fixed_law_iq027_no_series,178,both_fail,False,False,LVRT,sym3ph,15.0,0.35,0.16,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.6304187808728909,0.6348177329692765
fixed_law_iq027_no_series,179,both_fail,False,False,LVRT,sym3ph,15.0,0.35,0.5,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.6179572919802148,0.6347722296423678
fixed_law_iq027_no_series,180,both_fail,False,False,LVRT,sym3ph,15.0,0.35,0.5,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.617957291234781,0.6347722296423678
fixed_law_iq027_no_series,181,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.9340394159667065,0.9568376174222296
fixed_law_iq027_no_series,182,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.9340394151848175,0.9568376174222296
fixed_law_iq027_no_series,183,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.9326144683794225,0.9567999982838875
fixed_law_iq027_no_series,184,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.9324136443896555,0.9567999982834346
fixed_law_iq027_no_series,185,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.16,3.0,,,limit+survive,limit+survive,0.9342200461382719,0.9568065036452063
fixed_law_iq027_no_series,186,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.16,3.0,,,limit+survive,limit+survive,0.9341928806723758,0.9568116749062714
fixed_law_iq027_no_series,187,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.5,3.0,,,limit+survive,limit+survive,0.9324583787816596,0.9567999982834728
fixed_law_iq027_no_series,188,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.5,3.0,,,limit+survive,limit+survive,0.9326625968244411,0.9567999982842859
fixed_law_iq027_no_series,189,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.16,6.0,,,limit+survive,limit+survive,0.9340395949143814,0.9568376174222296
fixed_law_iq027_no_series,190,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.16,6.0,,,limit+survive,limit+survive,0.9342200461382719,0.9568065036452063
fixed_law_iq027_no_series,191,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.5,6.0,,,limit+survive,limit+survive,0.9325097385944541,0.9567999982835418
fixed_law_iq027_no_series,192,both_pass,True,True,LVRT,sym3ph,2.0,0.5,0.5,6.0,,,limit+survive,limit+survive,0.9325614903404417,0.9567999982836655
fixed_law_iq027_no_series,193,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.9342052264450057,0.9568672522632273
fixed_law_iq027_no_series,194,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.9345368666580284,0.9568116283069901
fixed_law_iq027_no_series,195,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.932925861981505,0.9567999982834342
fixed_law_iq027_no_series,196,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.9329258622203771,0.9567999982834342
fixed_law_iq027_no_series,197,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.16,3.0,,,limit+survive,limit+survive,0.9344339210143083,0.9568208732790476
fixed_law_iq027_no_series,198,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.16,3.0,,,limit+survive,limit+survive,0.9346072319847729,0.9568064776834886
fixed_law_iq027_no_series,199,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.5,3.0,,,limit+survive,limit+survive,0.9330008114094406,0.9567999982835412
fixed_law_iq027_no_series,200,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.5,3.0,,,limit+survive,limit+survive,0.9330978716287409,0.9567999982838854
fixed_law_iq027_no_series,201,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.16,6.0,,,limit+survive,limit+survive,0.9343198642423446,0.9568374672910778
fixed_law_iq027_no_series,202,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.16,6.0,,,limit+survive,limit+survive,0.9345370349190688,0.9568116283069901
fixed_law_iq027_no_series,203,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.5,6.0,,,limit+survive,limit+survive,0.9329587011333633,0.9567999982834724
fixed_law_iq027_no_series,204,both_pass,True,True,LVRT,sym3ph,3.0,0.5,0.5,6.0,,,limit+survive,limit+survive,0.9329258619377724,0.9567999982834342
fixed_law_iq027_no_series,205,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.9346700743568729,0.9568373471881901
fixed_law_iq027_no_series,206,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.9347921596855188,0.9568208063664866
fixed_law_iq027_no_series,207,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.9333440012085242,0.9567999982834341
fixed_law_iq027_no_series,208,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.9335007604476955,0.9567999982838838
fixed_law_iq027_no_series,209,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.16,3.0,,,limit+survive,limit+survive,0.934670083574553,0.9568373471881901
fixed_law_iq027_no_series,210,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.16,3.0,,,limit+survive,limit+survive,0.9347920595872204,0.9568208063664866
fixed_law_iq027_no_series,211,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.5,3.0,,,limit+survive,limit+survive,0.9333440013687342,0.9567999982834341
fixed_law_iq027_no_series,212,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.5,3.0,,,limit+survive,limit+survive,0.9334581119057955,0.9567999982836636
fixed_law_iq027_no_series,213,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.16,6.0,,,limit+survive,limit+survive,0.9349051014900269,0.9568115910281959
fixed_law_iq027_no_series,214,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.16,6.0,,,limit+survive,limit+survive,0.934670487020825,0.9568373471881901
fixed_law_iq027_no_series,215,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.5,6.0,,,limit+survive,limit+survive,0.9333440049187894,0.9567999982834341
fixed_law_iq027_no_series,216,both_pass,True,True,LVRT,sym3ph,5.0,0.5,0.5,6.0,,,limit+survive,limit+survive,0.9334166284344922,0.9567999982835408
fixed_law_iq027_no_series,217,both_pass,True,True,LVRT,sym3ph,10.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.7682099273473812,0.7682949886365036
fixed_law_iq027_no_series,218,both_pass,True,True,LVRT,sym3ph,10.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.7682099273473812,0.7682949886365036
fixed_law_iq027_no_series,219,both_pass,True,True,LVRT,sym3ph,10.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.7607939881989396,0.7682285697135457
fixed_law_iq027_no_series,220,both_pass,True,True,LVRT,sym3ph,10.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.7607939963137329,0.7682285697120428
fixed_law_iq027_no_series,221,both_fail,False,False,LVRT,sym3ph,10.0,0.5,0.16,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7489200774007079,0.7487001368623986
fixed_law_iq027_no_series,222,both_fail,False,False,LVRT,sym3ph,10.0,0.5,0.16,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7489211494069581,0.7486449230926879
fixed_law_iq027_no_series,223,both_fail,False,False,LVRT,sym3ph,10.0,0.5,0.5,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7421108951912256,0.7485754650741874
fixed_law_iq027_no_series,224,both_fail,False,False,LVRT,sym3ph,10.0,0.5,0.5,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7420442686186196,0.7485754650737609
fixed_law_iq027_no_series,225,both_fail,False,False,LVRT,sym3ph,10.0,0.5,0.16,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7364452305288559,0.7361343132458867
fixed_law_iq027_no_series,226,both_fail,False,False,LVRT,sym3ph,10.0,0.5,0.16,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7364337560735562,0.7361343132458867
fixed_law_iq027_no_series,227,both_fail,False,False,LVRT,sym3ph,10.0,0.5,0.5,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7301293644162626,0.7360629203262808
fixed_law_iq027_no_series,228,both_fail,False,False,LVRT,sym3ph,10.0,0.5,0.5,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7301817813317685,0.7360629203264846
fixed_law_iq027_no_series,229,both_pass,True,True,LVRT,sym3ph,15.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.7681919508884995,0.7682949586082394
fixed_law_iq027_no_series,230,both_pass,True,True,LVRT,sym3ph,15.0,0.5,0.16,1.5,,,limit+survive,limit+survive,0.7679548283979709,0.7682655567582453
fixed_law_iq027_no_series,231,both_pass,True,True,LVRT,sym3ph,15.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.7606092795075602,0.7682285697121105
fixed_law_iq027_no_series,232,both_pass,True,True,LVRT,sym3ph,15.0,0.5,0.5,1.5,,,limit+survive,limit+survive,0.7606092938461516,0.7682285697120428
fixed_law_iq027_no_series,233,both_fail,False,False,LVRT,sym3ph,15.0,0.5,0.16,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7489095613910162,0.7486450578641951
fixed_law_iq027_no_series,234,both_fail,False,False,LVRT,sym3ph,15.0,0.5,0.16,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7486813612958402,0.74859717967899
fixed_law_iq027_no_series,235,both_fail,False,False,LVRT,sym3ph,15.0,0.5,0.5,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7418459001701895,0.7485756298990202
fixed_law_iq027_no_series,236,both_fail,False,False,LVRT,sym3ph,15.0,0.5,0.5,3.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7419358105251368,0.7485756299005915
fixed_law_iq027_no_series,237,both_fail,False,False,LVRT,sym3ph,15.0,0.5,0.16,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7364289540220439,0.7361342832176225
fixed_law_iq027_no_series,238,both_fail,False,False,LVRT,sym3ph,15.0,0.5,0.16,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.736422184134743,0.7360850706889271
fixed_law_iq027_no_series,239,both_fail,False,False,LVRT,sym3ph,15.0,0.5,0.5,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7299837941651214,0.7360629203264843
fixed_law_iq027_no_series,240,both_fail,False,False,LVRT,sym3ph,15.0,0.5,0.5,6.0,recover+vdc_survive_proxy,recover+vdc_survive_proxy,limit+survive,limit+survive,0.7299221409510808,0.7360629203262807
fixed_law_iq027_no_series,241,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.93391216838036,0.971673029333526
fixed_law_iq027_no_series,242,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.9343468975925078,0.9720057831323158
fixed_law_iq027_no_series,243,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.9323414005237257,0.970570376118559
fixed_law_iq027_no_series,244,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.9324528154049262,0.9705705012681647
fixed_law_iq027_no_series,245,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.9339892672185108,0.9714170357432027
fixed_law_iq027_no_series,246,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.9343468964313004,0.9720057831323158
fixed_law_iq027_no_series,247,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9325891945044105,0.9705707066102317
fixed_law_iq027_no_series,248,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9324528147153968,0.9705705012681647
fixed_law_iq027_no_series,249,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.9343468975925078,0.9720057831323158
fixed_law_iq027_no_series,250,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.9339121742940556,0.971673029333526
fixed_law_iq027_no_series,251,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.9324528147119057,0.9705705012681647
fixed_law_iq027_no_series,252,both_pass,True,True,LVRT,sym3ph,2.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.9324528143113324,0.9705705012681647
fixed_law_iq027_no_series,253,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.9340094335040185,0.9713621909521352
fixed_law_iq027_no_series,254,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.9340095626366939,0.9713621909521352
fixed_law_iq027_no_series,255,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.9327931598188693,0.9691428560955496
fixed_law_iq027_no_series,256,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.9328493078379065,0.9691428562377178
fixed_law_iq027_no_series,257,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.9341362652710579,0.9708657566018166
fixed_law_iq027_no_series,258,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.934065407015205,0.9713621909521352
fixed_law_iq027_no_series,259,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9329438493904738,0.9691428569509294
fixed_law_iq027_no_series,260,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9327384070537917,0.9691428560955496
fixed_law_iq027_no_series,261,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.9340095268135784,0.9713621909521352
fixed_law_iq027_no_series,262,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.9340779270763024,0.9708657566018166
fixed_law_iq027_no_series,263,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.9330022630798596,0.9691428577730584
fixed_law_iq027_no_series,264,both_pass,True,True,LVRT,sym3ph,3.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.9327931601169643,0.9691428560955496
fixed_law_iq027_no_series,265,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.9344603570448844,0.9695636837087103
fixed_law_iq027_no_series,266,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.9344606125739514,0.9695636837087103
fixed_law_iq027_no_series,267,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.9331152295800684,0.9691428559184447
fixed_law_iq027_no_series,268,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.9332167675143995,0.9691428559223109
fixed_law_iq027_no_series,269,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.9342641057832617,0.9704527678317905
fixed_law_iq027_no_series,270,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.9343569004661817,0.9698982093563574
fixed_law_iq027_no_series,271,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9331152295950854,0.9691428559184447
fixed_law_iq027_no_series,272,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9331152327576782,0.9691428559184447
fixed_law_iq027_no_series,273,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.9342643395976026,0.9704527678317905
fixed_law_iq027_no_series,274,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.9345673668697175,0.9693773104398823
fixed_law_iq027_no_series,275,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.9333076892087834,0.9691428559347669
fixed_law_iq027_no_series,276,both_pass,True,True,LVRT,sym3ph,5.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.9331152327576782,0.9691428559184447
fixed_law_iq027_no_series,277,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.9345990671594054,0.9695630563280128
fixed_law_iq027_no_series,278,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.9347188487294456,0.9693769609091596
fixed_law_iq027_no_series,279,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.9334132730684334,0.9691428559176726
fixed_law_iq027_no_series,280,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.9335110449029511,0.9691428559198234
fixed_law_iq027_no_series,281,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.9344884670810075,0.9698970832563779
fixed_law_iq027_no_series,282,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.9343769183832636,0.9704966358383846
fixed_law_iq027_no_series,283,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9335976568200147,0.9691428559267526
fixed_law_iq027_no_series,284,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9334132723862166,0.9691428559176726
fixed_law_iq027_no_series,285,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.9347186597827151,0.9693769609091596
fixed_law_iq027_no_series,286,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.934377812913235,0.9704966358383846
fixed_law_iq027_no_series,287,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.9334602216942256,0.9691428559184421
fixed_law_iq027_no_series,288,both_pass,True,True,LVRT,sym3ph,10.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.9334132725875393,0.9691428559176726
fixed_law_iq027_no_series,289,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.9348129040549557,0.9693450014101674
fixed_law_iq027_no_series,290,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.16,1.5,,,limit+survive,limit+survive,0.9344696067835767,0.9703118207791729
fixed_law_iq027_no_series,291,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.9335137316429098,0.9691428559175403
fixed_law_iq027_no_series,292,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.5,1.5,,,limit+survive,limit+survive,0.933745669437546,0.9691428559322778
fixed_law_iq027_no_series,293,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.9345820795065204,0.9697941177978061
fixed_law_iq027_no_series,294,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.16,3.0,,,limit+survive,limit+survive,0.9345818788615704,0.9697941177978061
fixed_law_iq027_no_series,295,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9335137316429098,0.9691428559175403
fixed_law_iq027_no_series,296,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.5,3.0,,,limit+survive,limit+survive,0.9335137458255818,0.9691428559175403
fixed_law_iq027_no_series,297,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.9345820755986725,0.9697941177978061
fixed_law_iq027_no_series,298,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.16,6.0,,,limit+survive,limit+survive,0.934812877270282,0.9693450014101674
fixed_law_iq027_no_series,299,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.9336928386931739,0.9691428559253809
fixed_law_iq027_no_series,300,both_pass,True,True,LVRT,sym3ph,15.0,0.7,0.5,6.0,,,limit+survive,limit+survive,0.933651329015899,0.9691428559215384
fixed_law_iq027_no_series,301,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9342871760557865,0.9943361743428542
fixed_law_iq027_no_series,302,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9337364661424729,0.994805383665458
fixed_law_iq027_no_series,303,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9332906843937595,0.9939410048435925
fixed_law_iq027_no_series,304,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9332907051589834,0.9939410048435925
fixed_law_iq027_no_series,305,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.9337465626985465,0.9946078794735663
fixed_law_iq027_no_series,306,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.9341815444222705,0.9943361743428542
fixed_law_iq027_no_series,307,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.9331884910631064,0.9939410048435925
fixed_law_iq027_no_series,308,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.9331884910631064,0.9939410048435925
fixed_law_iq027_no_series,309,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.9326823386110191,0.9950588295988878
fixed_law_iq027_no_series,310,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.9339786720184536,0.9946078794735663
fixed_law_iq027_no_series,311,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.9332906843937595,0.9939410048435925
fixed_law_iq027_no_series,312,both_pass,True,True,LVRT,sym3ph,2.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.9332907051589834,0.9939410048435925
fixed_law_iq027_no_series,313,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9343333290180771,0.9942504410102695
fixed_law_iq027_no_series,314,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.934469317413265,0.9941162926041448
fixed_law_iq027_no_series,315,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.933606450752403,0.9936408990497289
fixed_law_iq027_no_series,316,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9339945905079357,0.9936412424283831
fixed_law_iq027_no_series,317,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.9343333460322284,0.9942504410102695
fixed_law_iq027_no_series,318,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.16,3.0,,,reactive+limit+survive,reactive+limit+survive,0.9343332936323768,0.9942504410102695
fixed_law_iq027_no_series,319,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.933606450752403,0.9936408990497289
fixed_law_iq027_no_series,320,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.5,3.0,,,reactive+limit+survive,reactive+limit+survive,0.933512341236275,0.9936408555307631
fixed_law_iq027_no_series,321,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.9339242320528935,0.9946394327152794
fixed_law_iq027_no_series,322,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.16,6.0,,,reactive+limit+survive,reactive+limit+survive,0.9341578365093263,0.9944216270118065
fixed_law_iq027_no_series,323,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.9339945893427363,0.9936412424283831
fixed_law_iq027_no_series,324,both_pass,True,True,LVRT,sym3ph,3.0,0.85,0.5,6.0,,,reactive+limit+survive,reactive+limit+survive,0.9338967480848577,0.9936411213698003
fixed_law_iq027_no_series,325,both_pass,True,True,LVRT,sym3ph,5.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9343178058887074,0.9942655893626431
fixed_law_iq027_no_series,326,both_pass,True,True,LVRT,sym3ph,5.0,0.85,0.16,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9344706575923607,0.9940785810049311
fixed_law_iq027_no_series,327,both_pass,True,True,LVRT,sym3ph,5.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9340800207657742,0.9933787437452133
fixed_law_iq027_no_series,328,both_pass,True,True,LVRT,sym3ph,5.0,0.85,0.5,1.5,,,reactive+limit+survive,reactive+limit+survive,0.9339839023271067,0.9933786300636217
