t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9524,0.0,0.0155,0.0,0.0414,-0.0482,0.9254,0.9524,normal,0
0.02,0.9532,0.0,0.0122,0.0,0.031,-0.0028,0.9349,0.9532,normal,0
0.04,0.9531,0.0,0.0111,0.0,0.0315,-0.0221,0.9301,0.9531,normal,0
0.06,0.953,0.0,0.0118,0.0,0.0316,-0.0163,0.9307,0.953,normal,0
0.08,0.953,0.0,0.0115,0.0,0.0315,-0.0178,0.9305,0.953,normal,0
0.1,0.4934,0.4617,0.2567,0.3,0.0567,0.0724,0.8474,0.5201,normal,1
0.12,0.5005,0.468,0.24,0.3,-0.0607,-0.0735,0.9029,0.5005,asym,1
0.14,0.5023,0.4697,0.24,0.3,-0.051,-0.0629,0.9226,0.5023,asym,1
0.16,0.5018,0.4692,0.24,0.3,-0.0515,-0.0659,0.927,0.5018,asym,1
0.18,0.5021,0.4695,0.24,0.3,-0.0504,-0.0651,0.9286,0.5021,asym,1
0.2,0.5019,0.4693,0.24,0.3,-0.0504,-0.0653,0.9289,0.5019,asym,1
0.22,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.24,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.26,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.28,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.3,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.32,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.34,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.36,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.38,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.4,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.42,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.44,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.46,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.48,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.5,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.52,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.54,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.56,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.58,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.6,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.62,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.64,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.66,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.68,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.7,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.72,0.502,0.4694,0.24,0.3,-0.0503,-0.0653,0.9291,0.502,asym,1
0.74,0.9636,0.0,-0.0075,0.0,-0.003,0.0123,0.975,0.9636,asym,0
0.76,0.9521,0.0,0.0143,0.0,0.037,-0.0448,0.9257,0.9521,normal,0
0.78,0.9532,0.0,0.0123,0.0,0.0314,-0.0065,0.9331,0.9532,normal,0
0.8,0.9531,0.0,0.0112,0.0,0.0314,-0.0206,0.9303,0.9531,normal,0
0.82,0.953,0.0,0.0118,0.0,0.0315,-0.0167,0.9306,0.953,normal,0
0.84,0.953,0.0,0.0116,0.0,0.0315,-0.0176,0.9305,0.953,normal,0
0.86,0.953,0.0,0.0116,0.0,0.0315,-0.0174,0.9305,0.953,normal,0
0.88,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
0.9,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
0.92,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
0.94,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
0.96,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
0.98,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
1.0,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
1.02,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
1.04,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
1.06,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
1.08,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
1.1,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
1.12,0.953,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.953,normal,0
