t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9264,0.0,0.0197,0.0,0.0436,0.9173,0.9264,normal,0
0.02,0.9274,0.0,0.0136,0.0,0.0341,0.9285,0.9274,normal,0
0.04,0.9271,0.0,0.0135,0.0,0.0352,0.9228,0.9271,normal,0
0.06,0.9271,0.0,0.0141,0.0,0.0348,0.9248,0.9271,normal,0
0.08,0.9272,0.0,0.0138,0.0,0.035,0.924,0.9272,normal,0
0.1,0.4767,0.4516,0.2608,0.3,0.058,0.841,0.504,normal,1
0.12,0.4847,0.4589,0.24,0.3,-0.0617,0.9,0.4847,asym,1
0.14,0.4863,0.4604,0.24,0.3,-0.0497,0.9215,0.4863,asym,1
0.16,0.486,0.4601,0.24,0.3,-0.0511,0.926,0.486,asym,1
0.18,0.4861,0.4602,0.24,0.3,-0.0496,0.9277,0.4861,asym,1
0.2,0.486,0.4602,0.24,0.3,-0.0498,0.9281,0.486,asym,1
0.22,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.24,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.26,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.28,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.3,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.32,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.34,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.36,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.38,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.4,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.42,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.44,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.46,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.48,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.5,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.52,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.54,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.56,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.58,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.6,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.62,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.64,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.66,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.68,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.7,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.72,0.486,0.4602,0.24,0.3,-0.0496,0.9282,0.486,asym,1
0.76,0.5847,0.0,0.1436,0.3,0.0723,0.8665,0.6187,asym,0
0.78,0.5981,0.0,0.2535,0.3,0.041,0.8117,0.6174,sym,0
0.8,0.6348,0.0,0.2451,0.3,0.0626,0.7697,0.6642,sym,0
0.82,0.6603,0.0,0.2319,0.3,0.0541,0.7716,0.6857,sym,0
0.84,0.6831,0.0,0.2256,0.3,0.0506,0.7779,0.7069,sym,0
0.86,0.7042,0.0,0.2166,0.2937,0.0478,0.7848,0.7267,sym,0
0.88,0.7232,0.0,0.201,0.2653,0.0458,0.7915,0.7447,sym,0
0.9,0.74,0.0,0.1828,0.24,0.0473,0.7937,0.7623,sym,0
0.92,0.7552,0.0,0.163,0.2171,0.0486,0.7956,0.7781,sym,0
0.94,0.769,0.0,0.142,0.1965,0.0548,0.792,0.7948,sym,0
0.96,0.7815,0.0,0.1216,0.1778,0.0541,0.7992,0.8069,sym,0
0.98,0.7929,0.0,0.1048,0.1606,0.0535,0.8093,0.8181,sym,0
1.0,0.8035,0.0,0.0884,0.1448,0.0546,0.8171,0.8291,sym,0
1.02,0.8132,0.0,0.0725,0.1303,0.0523,0.8321,0.8378,sym,0
1.04,0.8221,0.0,0.0594,0.1169,0.0532,0.8422,0.8471,sym,0
1.06,0.8303,0.0,0.0481,0.1045,0.0501,0.8619,0.8539,sym,0
1.08,0.838,0.0,0.0453,0.0931,0.0534,0.8605,0.863,sym,0
1.1,0.8453,0.0,0.0345,0.0821,0.0467,0.8828,0.8672,sym,0
1.12,0.8517,0.0,0.0385,0.0725,0.0495,0.8731,0.875,sym,0
1.14,0.8581,0.0,0.0254,0.0629,0.0435,0.8959,0.8785,sym,0
1.16,0.8634,0.0,0.0309,0.0549,0.0468,0.884,0.8854,sym,0
1.18,0.8688,0.0,0.0202,0.0468,0.0409,0.906,0.888,sym,0
1.2,0.8733,0.0,0.0258,0.04,0.0444,0.8924,0.8942,sym,0
1.22,0.8779,0.0,0.0188,0.0331,0.0399,0.9112,0.8967,sym,0
1.24,0.8818,0.0,0.0213,0.0273,0.0426,0.8994,0.9018,sym,0
1.26,0.8856,0.0,0.0179,0.0216,0.0398,0.9133,0.9043,sym,0
1.28,0.8889,0.0,0.0191,0.0166,0.0408,0.9057,0.9081,sym,0
1.3,0.8921,0.0,0.0172,0.0118,0.0397,0.914,0.9108,sym,0
1.32,0.895,0.0,0.0176,0.0076,0.04,0.9095,0.9138,sym,0
1.34,0.8976,0.0,0.0164,0.0036,0.0389,0.9157,0.9159,sym,0
1.36,0.9,0.0,0.0166,0.0,0.0392,0.9127,0.9,sym,0
1.38,0.9023,0.0,0.0159,0.0,0.0383,0.9172,0.9023,normal,0
1.4,0.9043,0.0,0.0161,0.0,0.0384,0.9158,0.9043,normal,0
1.42,0.9062,0.0,0.0156,0.0,0.0379,0.9182,0.9062,normal,0
1.44,0.9066,0.0,0.0158,0.0,0.038,0.9174,0.9066,normal,0
1.46,0.9066,0.0,0.0157,0.0,0.038,0.918,0.9066,normal,0
1.48,0.9066,0.0,0.0158,0.0,0.038,0.9177,0.9066,normal,0
1.5,0.9066,0.0,0.0157,0.0,0.038,0.9179,0.9066,normal,0
1.52,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.54,0.9066,0.0,0.0157,0.0,0.038,0.9179,0.9066,normal,0
1.56,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.58,0.9066,0.0,0.0157,0.0,0.038,0.9179,0.9066,normal,0
1.6,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.62,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.64,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.66,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.68,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.7,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.72,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.74,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.76,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.78,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.8,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
1.82,0.9066,0.0,0.0157,0.0,0.038,0.9178,0.9066,normal,0
