t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9274,0.0,0.0195,0.0,0.0435,0.9177,0.9274,normal,0
0.02,0.9284,0.0,0.0135,0.0,0.034,0.9289,0.9284,normal,0
0.04,0.9281,0.0,0.0134,0.0,0.035,0.9231,0.9281,normal,0
0.06,0.9281,0.0,0.014,0.0,0.0346,0.9251,0.9281,normal,0
0.08,0.9282,0.0,0.0137,0.0,0.0348,0.9243,0.9282,normal,0
0.1,0.6596,0.0,0.2422,0.3,0.0884,0.77,0.7011,sym,1
0.12,0.6765,0.0,0.27,0.3,-0.0307,0.8403,0.6765,sym,1
0.14,0.6786,0.0,0.27,0.3,-0.0214,0.8604,0.6786,sym,1
0.16,0.6786,0.0,0.27,0.3,-0.0219,0.8661,0.6786,sym,1
0.18,0.6786,0.0,0.27,0.3,-0.0219,0.8677,0.6786,sym,1
0.2,0.6786,0.0,0.27,0.3,-0.0219,0.8681,0.6786,sym,1
0.22,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.24,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.26,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.28,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.3,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.32,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.34,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.36,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.38,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.4,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.42,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.44,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.46,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.48,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.5,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.52,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.54,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.56,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.58,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.6,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.62,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.64,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.66,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.68,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.7,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.72,0.6786,0.0,0.27,0.3,-0.0219,0.8683,0.6786,sym,1
0.74,0.5833,0.0,0.2673,0.3,0.0714,0.7699,0.6169,sym,0
0.76,0.6011,0.0,0.2546,0.3,0.06,0.7607,0.6293,sym,0
0.78,0.6292,0.0,0.2446,0.3,0.059,0.7605,0.657,sym,0
0.8,0.6552,0.0,0.2346,0.3,0.0544,0.7683,0.6807,sym,0
0.82,0.6788,0.0,0.227,0.3,0.0515,0.7755,0.703,sym,0
0.84,0.7003,0.0,0.2195,0.2996,0.0477,0.784,0.7227,sym,0
0.86,0.7197,0.0,0.2037,0.2704,0.0461,0.7905,0.7414,sym,0
0.88,0.737,0.0,0.1866,0.2444,0.0468,0.7937,0.759,sym,0
0.9,0.7527,0.0,0.1664,0.221,0.0477,0.7961,0.7751,sym,0
0.92,0.7668,0.0,0.1458,0.1999,0.0541,0.7922,0.7922,sym,0
0.94,0.7796,0.0,0.1246,0.1806,0.0548,0.7969,0.8053,sym,0
0.96,0.7913,0.0,0.1071,0.1631,0.053,0.8087,0.8162,sym,0
0.98,0.8021,0.0,0.0909,0.1469,0.0551,0.8147,0.828,sym,0
1.0,0.812,0.0,0.074,0.132,0.0521,0.831,0.8365,sym,0
1.02,0.821,0.0,0.0613,0.1184,0.0536,0.8399,0.8462,sym,0
1.04,0.8295,0.0,0.0485,0.1057,0.0498,0.8614,0.8529,sym,0
1.06,0.8373,0.0,0.0461,0.0941,0.0538,0.8586,0.8626,sym,0
1.08,0.8447,0.0,0.0342,0.083,0.0465,0.8836,0.8665,sym,0
1.1,0.8513,0.0,0.0392,0.0731,0.0498,0.8717,0.8747,sym,0
1.12,0.8577,0.0,0.0249,0.0634,0.0431,0.8971,0.878,sym,0
1.14,0.8632,0.0,0.0314,0.0552,0.047,0.8828,0.8853,sym,0
1.16,0.8687,0.0,0.0201,0.047,0.0405,0.9072,0.8877,sym,0
1.18,0.8733,0.0,0.0262,0.04,0.0446,0.8913,0.8943,sym,0
1.2,0.878,0.0,0.0187,0.033,0.0397,0.912,0.8967,sym,0
1.22,0.8819,0.0,0.0215,0.0271,0.0426,0.8988,0.902,sym,0
1.24,0.8858,0.0,0.0178,0.0213,0.0397,0.9137,0.9045,sym,0
1.26,0.8892,0.0,0.019,0.0162,0.0407,0.9056,0.9084,sym,0
1.28,0.8924,0.0,0.0171,0.0113,0.0397,0.9142,0.9111,sym,0
1.3,0.8954,0.0,0.0176,0.007,0.04,0.9096,0.9141,sym,0
1.32,0.8981,0.0,0.0163,0.0029,0.0388,0.9159,0.9163,sym,0
1.34,0.9005,0.0,0.0166,0.0,0.0391,0.913,0.9005,normal,0
1.36,0.9028,0.0,0.0159,0.0,0.0382,0.9174,0.9028,normal,0
1.38,0.9049,0.0,0.016,0.0,0.0383,0.9161,0.9049,normal,0
1.4,0.9068,0.0,0.0156,0.0,0.0378,0.9184,0.9068,normal,0
1.42,0.9085,0.0,0.0156,0.0,0.0377,0.9183,0.9085,normal,0
1.44,0.909,0.0,0.0155,0.0,0.0376,0.9189,0.909,normal,0
1.46,0.909,0.0,0.0155,0.0,0.0377,0.9187,0.909,normal,0
1.48,0.909,0.0,0.0155,0.0,0.0377,0.9188,0.909,normal,0
1.5,0.909,0.0,0.0155,0.0,0.0377,0.9187,0.909,normal,0
1.52,0.909,0.0,0.0155,0.0,0.0377,0.9188,0.909,normal,0
1.54,0.909,0.0,0.0155,0.0,0.0377,0.9187,0.909,normal,0
1.56,0.909,0.0,0.0155,0.0,0.0377,0.9188,0.909,normal,0
1.58,0.909,0.0,0.0155,0.0,0.0377,0.9188,0.909,normal,0
1.6,0.909,0.0,0.0155,0.0,0.0377,0.9188,0.909,normal,0
1.62,0.909,0.0,0.0155,0.0,0.0377,0.9188,0.909,normal,0
1.64,0.909,0.0,0.0155,0.0,0.0377,0.9188,0.909,normal,0
1.66,0.909,0.0,0.0155,0.0,0.0377,0.9188,0.909,normal,0
