t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9496,0.0,0.0158,0.0,0.0415,-0.0479,0.9254,0.9496,normal,0
0.02,0.9507,0.0,0.0124,0.0,0.0313,-0.0028,0.9345,0.9507,normal,0
0.04,0.9505,0.0,0.0113,0.0,0.0319,-0.0221,0.9295,0.9505,normal,0
0.06,0.9504,0.0,0.012,0.0,0.0318,-0.0159,0.9304,0.9504,normal,0
0.08,0.9504,0.0,0.0117,0.0,0.0317,-0.0177,0.93,0.9504,normal,0
0.1,0.7504,0.1912,0.0348,0.2245,0.0321,0.0345,0.9214,0.7655,normal,1
0.12,0.7541,0.1933,0.24,0.2189,-0.0712,-0.03,0.9488,0.7541,asym,1
0.14,0.767,0.1949,0.1931,0.1995,-0.055,-0.0636,0.9483,0.767,asym,1
0.16,0.764,0.1945,0.216,0.204,-0.061,-0.0576,0.9485,0.764,asym,1
0.18,0.7655,0.1947,0.2037,0.2017,-0.0585,-0.0615,0.9481,0.7655,asym,1
0.2,0.7647,0.1946,0.2101,0.203,-0.0598,-0.0597,0.9482,0.7647,asym,1
0.22,0.7651,0.1947,0.2067,0.2023,-0.0594,-0.0609,0.948,0.7651,asym,1
0.24,0.7649,0.1946,0.2084,0.2027,-0.0595,-0.0602,0.9481,0.7649,asym,1
0.26,0.765,0.1947,0.2076,0.2025,-0.0594,-0.0606,0.948,0.765,asym,1
0.28,0.765,0.1946,0.208,0.2026,-0.0595,-0.0604,0.948,0.765,asym,1
0.3,0.765,0.1947,0.2078,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.32,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0604,0.948,0.765,asym,1
0.34,0.765,0.1946,0.2078,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.36,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.38,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.4,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.42,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.44,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.46,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.48,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.5,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.52,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.54,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.56,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.58,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.6,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.62,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.64,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.66,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.68,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.7,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.72,0.765,0.1946,0.2079,0.2025,-0.0595,-0.0605,0.948,0.765,asym,1
0.74,0.9635,0.0,-0.0063,0.0,0.0038,0.0104,0.976,0.9635,asym,0
0.76,0.9492,0.0,0.0142,0.0,0.0369,-0.0415,0.9272,0.9492,normal,0
0.78,0.9506,0.0,0.0124,0.0,0.0316,-0.0075,0.933,0.9506,normal,0
0.8,0.9505,0.0,0.0114,0.0,0.0317,-0.0203,0.9298,0.9505,normal,0
0.82,0.9504,0.0,0.0119,0.0,0.0318,-0.0165,0.9302,0.9504,normal,0
0.84,0.9504,0.0,0.0117,0.0,0.0317,-0.0175,0.9301,0.9504,normal,0
0.86,0.9504,0.0,0.0118,0.0,0.0317,-0.0172,0.9301,0.9504,normal,0
0.88,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
0.9,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
0.92,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
0.94,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
0.96,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
0.98,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
1.0,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
1.02,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
1.04,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
1.06,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
1.08,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
1.1,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
1.12,0.9504,0.0,0.0118,0.0,0.0317,-0.0173,0.9301,0.9504,normal,0
