t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.4,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.42,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.44,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.46,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.48,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.5,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.52,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.54,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.56,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.58,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.6,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.62,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.64,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.66,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.68,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.7,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.72,0.888,0.0581,0.2308,0.0181,0.0221,-0.1836,0.8455,0.8983,sym,1
0.74,0.946,0.0,0.0102,0.0,0.0351,-0.0102,0.9041,0.946,sym,0
0.76,0.9305,0.0,0.0131,0.0,0.0316,-0.015,0.9236,0.9305,normal,0
0.78,0.9308,0.0,0.0136,0.0,0.0348,-0.0186,0.9235,0.9308,normal,0
0.8,0.9308,0.0,0.0135,0.0,0.0341,-0.0155,0.9255,0.9308,normal,0
0.82,0.9308,0.0,0.0135,0.0,0.0344,-0.0171,0.9251,0.9308,normal,0
0.84,0.9308,0.0,0.0135,0.0,0.0343,-0.0164,0.9253,0.9308,normal,0
0.86,0.9308,0.0,0.0135,0.0,0.0344,-0.0167,0.9252,0.9308,normal,0
0.88,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
0.9,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
0.92,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
0.94,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
0.96,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
0.98,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
1.0,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
1.02,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
1.04,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
1.06,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
1.08,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
1.1,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
1.12,0.9308,0.0,0.0135,0.0,0.0343,-0.0166,0.9253,0.9308,normal,0
