t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.7,0.7459,0.1906,0.2181,0.2311,-0.0569,0.9461,0.7459,asym,1
0.72,0.7459,0.1906,0.2181,0.2311,-0.0569,0.9461,0.7459,asym,1
0.76,0.5919,0.0,0.2555,0.3,0.0571,0.8111,0.6188,sym,0
0.78,0.6151,0.0,0.2506,0.3,0.0629,0.7683,0.6447,sym,0
0.8,0.6431,0.0,0.2389,0.3,0.0567,0.7666,0.6697,sym,0
0.82,0.668,0.0,0.2302,0.3,0.053,0.7725,0.6929,sym,0
0.84,0.6908,0.0,0.2228,0.3,0.0494,0.7804,0.714,sym,0
0.86,0.7115,0.0,0.2107,0.2827,0.047,0.7874,0.7336,sym,0
0.88,0.7302,0.0,0.194,0.2546,0.0462,0.7926,0.752,sym,0
0.9,0.7468,0.0,0.174,0.2297,0.0475,0.795,0.7692,sym,0
0.92,0.7618,0.0,0.1535,0.2073,0.0513,0.794,0.7859,sym,0
0.94,0.7753,0.0,0.1307,0.187,0.0561,0.7928,0.8017,sym,0
0.96,0.7876,0.0,0.1123,0.1686,0.0524,0.8067,0.8122,sym,0
0.98,0.7988,0.0,0.0964,0.1518,0.0559,0.8103,0.8251,sym,0
1.0,0.8092,0.0,0.0779,0.1362,0.0519,0.8279,0.8336,sym,0
1.02,0.8187,0.0,0.0652,0.1219,0.054,0.8356,0.8441,sym,0
1.04,0.8275,0.0,0.0505,0.1088,0.0499,0.8582,0.8509,sym,0
1.06,0.8356,0.0,0.0473,0.0966,0.0538,0.8571,0.8609,sym,0
1.08,0.8431,0.0,0.0354,0.0853,0.0468,0.8819,0.8651,sym,0
1.1,0.8502,0.0,0.0398,0.0747,0.05,0.8709,0.8737,sym,0
1.12,0.8567,0.0,0.0257,0.0649,0.0435,0.8958,0.8772,sym,0
1.14,0.8629,0.0,0.0315,0.0557,0.0471,0.8826,0.885,sym,0
1.16,0.8683,0.0,0.0202,0.0476,0.0407,0.9066,0.8874,sym,0
1.18,0.8735,0.0,0.0259,0.0397,0.0445,0.8918,0.8944,sym,0
1.2,0.8781,0.0,0.0187,0.0329,0.0398,0.9118,0.8968,sym,0
1.22,0.8826,0.0,0.021,0.0261,0.0424,0.8996,0.9025,sym,0
1.24,0.8864,0.0,0.0177,0.0204,0.0397,0.9137,0.9051,sym,0
1.26,0.8902,0.0,0.0188,0.0147,0.0406,0.9063,0.9093,sym,0
1.28,0.8935,0.0,0.0169,0.0098,0.0395,0.9145,0.9121,sym,0
1.3,0.8967,0.0,0.0173,0.005,0.0398,0.9102,0.9154,sym,0
1.32,0.8995,0.0,0.0161,0.0008,0.0386,0.9164,0.9176,sym,0
1.34,0.9021,0.0,0.0164,0.0,0.0388,0.9141,0.9021,normal,0
1.36,0.9045,0.0,0.0157,0.0,0.038,0.9179,0.9045,normal,0
1.38,0.9068,0.0,0.0158,0.0,0.0379,0.9173,0.9068,normal,0
1.4,0.9088,0.0,0.0154,0.0,0.0376,0.919,0.9088,normal,0
1.42,0.9107,0.0,0.0153,0.0,0.0374,0.9192,0.9107,normal,0
1.44,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.46,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.48,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.5,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.52,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.54,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.56,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.58,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.6,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.62,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.64,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.66,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.68,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.7,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.72,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.74,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.76,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.78,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.8,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
1.82,0.9111,0.0,0.0153,0.0,0.0374,0.9195,0.9111,normal,0
