t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9777,0.0,0.0126,0.0,0.0397,-0.0504,0.9272,0.9777,normal,0
0.02,0.9779,0.0,0.0105,0.0,0.0284,-0.0041,0.9386,0.9779,normal,0
0.04,0.9779,0.0,0.0094,0.0,0.0291,-0.024,0.9338,0.9779,normal,0
0.06,0.9779,0.0,0.0101,0.0,0.0292,-0.0179,0.9345,0.9779,normal,0
0.08,0.9779,0.0,0.0099,0.0,0.0291,-0.0195,0.9343,0.9779,normal,0
0.1,0.7839,0.1943,0.0239,0.1742,0.0296,0.0298,0.9287,0.7978,normal,1
0.12,0.7839,0.1943,0.24,0.1741,-0.0752,-0.0276,0.9523,0.7839,asym,1
0.14,0.7854,0.1945,0.1696,0.1719,-0.0525,-0.0622,0.9518,0.7854,asym,1
0.16,0.7854,0.1946,0.2114,0.1719,-0.0669,-0.0556,0.951,0.7854,asym,1
0.18,0.7855,0.1946,0.184,0.1718,-0.0595,-0.0595,0.9514,0.7855,asym,1
0.2,0.7854,0.1945,0.2002,0.1719,-0.0639,-0.057,0.9512,0.7854,asym,1
0.22,0.7854,0.1945,0.1903,0.1718,-0.0625,-0.06,0.9508,0.7854,asym,1
0.24,0.7854,0.1945,0.1957,0.1719,-0.0631,-0.058,0.951,0.7854,asym,1
0.26,0.7854,0.1945,0.1928,0.1719,-0.0629,-0.0591,0.9508,0.7854,asym,1
0.28,0.7854,0.1945,0.1943,0.1719,-0.063,-0.0585,0.9509,0.7854,asym,1
0.3,0.7854,0.1945,0.1935,0.1719,-0.0629,-0.0589,0.9509,0.7854,asym,1
0.32,0.7854,0.1945,0.1939,0.1719,-0.063,-0.0587,0.9509,0.7854,asym,1
0.34,0.7854,0.1945,0.1937,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.36,0.7854,0.1945,0.1938,0.1719,-0.063,-0.0587,0.9509,0.7854,asym,1
0.38,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.4,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0587,0.9509,0.7854,asym,1
0.42,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.44,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0587,0.9509,0.7854,asym,1
0.46,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.48,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.5,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.52,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.54,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.56,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.58,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.6,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
0.62,0.7854,0.1945,0.1938,0.1719,-0.0629,-0.0588,0.9509,0.7854,asym,1
