t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9214,0.0,0.0205,0.0,0.0441,0.9153,0.9214,normal,0
0.02,0.9228,0.0,0.0139,0.0,0.0349,0.9265,0.9228,normal,0
0.04,0.9224,0.0,0.0141,0.0,0.036,0.921,0.9224,normal,0
0.06,0.9224,0.0,0.0145,0.0,0.0355,0.9234,0.9224,normal,0
0.08,0.9224,0.0,0.0143,0.0,0.0357,0.9226,0.9224,normal,0
0.1,0.6512,0.0,0.1241,0.3,0.0384,0.8995,0.6693,normal,1
0.12,0.6623,0.0,0.2482,0.3,0.0869,0.7603,0.7031,sym,1
0.14,0.6751,0.0,0.27,0.3,-0.0272,0.8375,0.6751,sym,1
0.16,0.6774,0.0,0.27,0.3,-0.0214,0.8595,0.6774,sym,1
0.18,0.6774,0.0,0.27,0.3,-0.0217,0.8658,0.6774,sym,1
0.2,0.6774,0.0,0.27,0.3,-0.0216,0.8676,0.6774,sym,1
0.22,0.6774,0.0,0.27,0.3,-0.0216,0.8681,0.6774,sym,1
0.24,0.6774,0.0,0.27,0.3,-0.0216,0.8682,0.6774,sym,1
0.26,0.6774,0.0,0.27,0.3,-0.0216,0.8682,0.6774,sym,1
0.28,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.3,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.32,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.34,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.36,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.38,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.4,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.42,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.44,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.46,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.48,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.5,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.52,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.54,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.56,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.58,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.6,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.62,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.64,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.66,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.68,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.7,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.72,0.6774,0.0,0.27,0.3,-0.0216,0.8683,0.6774,sym,1
0.74,0.5832,0.0,0.2673,0.3,0.0714,0.7699,0.6168,sym,0
0.76,0.6001,0.0,0.255,0.3,0.06,0.7607,0.6283,sym,0
0.78,0.6275,0.0,0.2454,0.3,0.0592,0.7602,0.6553,sym,0
0.8,0.6533,0.0,0.2353,0.3,0.0546,0.7678,0.679,sym,0
0.82,0.6767,0.0,0.2277,0.3,0.0519,0.7748,0.7011,sym,0
0.84,0.6981,0.0,0.2203,0.3,0.048,0.7833,0.7206,sym,0
0.86,0.7174,0.0,0.2058,0.2739,0.0464,0.7897,0.7392,sym,0
0.88,0.7345,0.0,0.1898,0.2483,0.0462,0.7938,0.7562,sym,0
0.9,0.7498,0.0,0.1704,0.2253,0.047,0.7964,0.7719,sym,0
0.92,0.7635,0.0,0.1514,0.2048,0.0525,0.7934,0.7882,sym,0
0.94,0.7759,0.0,0.13,0.1861,0.0555,0.794,0.802,sym,0
0.96,0.7872,0.0,0.1132,0.1692,0.0525,0.8065,0.8119,sym,0
0.98,0.7977,0.0,0.0985,0.1535,0.0558,0.8098,0.8239,sym,0
1.0,0.8074,0.0,0.0811,0.139,0.0523,0.8254,0.8319,sym,0
1.02,0.8161,0.0,0.0694,0.1258,0.0539,0.8328,0.8414,sym,0
1.04,0.8244,0.0,0.0546,0.1134,0.0511,0.8512,0.8484,sym,0
1.06,0.8319,0.0,0.0493,0.1022,0.0532,0.8561,0.8569,sym,0
1.08,0.8391,0.0,0.04,0.0913,0.0491,0.8741,0.8622,sym,0
1.1,0.8457,0.0,0.0419,0.0814,0.0507,0.8694,0.8695,sym,0
1.12,0.852,0.0,0.0309,0.0721,0.0461,0.8864,0.8736,sym,0
1.14,0.8576,0.0,0.0334,0.0637,0.0473,0.8815,0.8798,sym,0
1.16,0.8628,0.0,0.0249,0.0558,0.0433,0.8966,0.8831,sym,0
1.18,0.8676,0.0,0.0274,0.0486,0.0451,0.8908,0.8888,sym,0
1.2,0.872,0.0,0.0206,0.042,0.0416,0.9042,0.8916,sym,0
1.22,0.8761,0.0,0.023,0.0358,0.0432,0.8984,0.8964,sym,0
1.24,0.8799,0.0,0.0191,0.0302,0.0406,0.9086,0.8989,sym,0
1.26,0.8834,0.0,0.0196,0.0249,0.0415,0.9047,0.9029,sym,0
