t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9214,0.0,0.0205,0.0,0.0441,-0.0655,0.9153,0.9214,normal,0
0.02,0.9228,0.0,0.0139,0.0,0.0349,0.003,0.9265,0.9228,normal,0
0.04,0.9224,0.0,0.0141,0.0,0.036,-0.0231,0.921,0.9224,normal,0
0.06,0.9224,0.0,0.0145,0.0,0.0355,-0.0141,0.9234,0.9224,normal,0
0.08,0.9224,0.0,0.0143,0.0,0.0357,-0.0172,0.9226,0.9224,normal,0
0.1,0.1418,0.0,0.27,0.3,0.0426,0.1428,0.8173,0.1618,normal,1
0.12,0.1789,0.0,0.27,0.3,-0.0027,-0.1875,0.8294,0.1789,sym,1
0.14,0.1789,0.0,0.27,0.3,0.0353,-0.1998,0.7804,0.1955,sym,1
0.16,0.1789,0.0,0.27,0.3,0.0282,-0.1999,0.7761,0.1922,sym,1
0.18,0.1789,0.0,0.27,0.3,0.0286,-0.1999,0.7745,0.1924,sym,1
0.2,0.1789,0.0,0.27,0.3,0.0284,-0.1999,0.7742,0.1923,sym,1
0.22,0.1789,0.0,0.27,0.3,0.0284,-0.1999,0.7742,0.1923,sym,1
0.24,0.1789,0.0,0.27,0.3,0.0284,-0.1999,0.7742,0.1923,sym,1
0.26,0.9404,0.0,0.0098,0.0,0.0237,0.0124,0.8987,0.9404,sym,0
0.28,0.922,0.0,0.0138,0.0,0.0353,-0.0275,0.9125,0.922,normal,0
0.3,0.9223,0.0,0.0144,0.0,0.0349,-0.0121,0.9224,0.9223,normal,0
0.32,0.9224,0.0,0.0142,0.0,0.0357,-0.018,0.9221,0.9224,normal,0
0.34,0.9224,0.0,0.0144,0.0,0.0356,-0.0158,0.9229,0.9224,normal,0
0.36,0.9224,0.0,0.0143,0.0,0.0357,-0.0166,0.9228,0.9224,normal,0
0.38,0.9224,0.0,0.0144,0.0,0.0356,-0.0163,0.9229,0.9224,normal,0
0.4,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.42,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.44,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.46,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.48,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.5,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.52,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.54,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.56,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.58,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.6,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.62,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
0.64,0.9224,0.0,0.0144,0.0,0.0356,-0.0164,0.9228,0.9224,normal,0
