t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9586,0.0,0.0149,0.0,0.0411,-0.0488,0.9256,0.9586,normal,0
0.02,0.9592,0.0,0.0118,0.0,0.0304,-0.0029,0.9358,0.9592,normal,0
0.04,0.9591,0.0,0.0107,0.0,0.0309,-0.0226,0.931,0.9591,normal,0
0.06,0.959,0.0,0.0114,0.0,0.031,-0.0166,0.9316,0.959,normal,0
0.08,0.9591,0.0,0.0111,0.0,0.0309,-0.0182,0.9314,0.9591,normal,0
0.1,0.902,0.0573,0.0117,0.0,0.0325,-0.0373,0.9222,0.902,normal,1
0.12,0.902,0.0573,0.0132,0.0,0.0302,-0.028,0.9259,0.902,normal,1
0.14,0.9078,0.0568,0.012,0.0,0.0314,-0.0326,0.9238,0.9078,normal,1
0.16,0.9092,0.0567,0.0125,0.0,0.0309,-0.03,0.9248,0.9092,normal,1
0.18,0.9087,0.0568,0.0122,0.0,0.0312,-0.0314,0.9242,0.9087,normal,1
0.2,0.9087,0.0568,0.0124,0.0,0.031,-0.0307,0.9245,0.9087,normal,1
0.22,0.9088,0.0567,0.0123,0.0,0.0311,-0.031,0.9244,0.9088,normal,1
0.24,0.9087,0.0568,0.0124,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.26,0.9087,0.0568,0.0123,0.0,0.0311,-0.031,0.9244,0.9087,normal,1
0.28,0.9087,0.0568,0.0124,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.3,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.32,0.9087,0.0568,0.0124,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.34,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.36,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.38,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.4,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.42,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.44,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.46,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.48,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.5,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.52,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.54,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.56,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.58,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.6,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.62,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.64,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.66,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.68,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.7,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.72,0.9087,0.0568,0.0123,0.0,0.0311,-0.0309,0.9244,0.9087,normal,1
0.74,0.9654,0.0,0.011,0.0,0.0302,-0.0137,0.9319,0.9654,normal,0
0.76,0.9589,0.0,0.0111,0.0,0.0309,-0.0195,0.9309,0.9589,normal,0
0.78,0.959,0.0,0.0112,0.0,0.0309,-0.0174,0.9315,0.959,normal,0
0.8,0.9591,0.0,0.0112,0.0,0.0309,-0.018,0.9314,0.9591,normal,0
0.82,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
0.84,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
0.86,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
0.88,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
0.9,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
0.92,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
0.94,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
0.96,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
0.98,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
1.0,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
1.02,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
1.04,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
1.06,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
1.08,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
1.1,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
1.12,0.9591,0.0,0.0112,0.0,0.0309,-0.0179,0.9314,0.9591,normal,0
