t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.5,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.52,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.54,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.56,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.58,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.6,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.62,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.64,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.66,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.68,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.7,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.72,0.7809,0.1954,0.1973,0.1787,-0.0622,-0.0592,0.9502,0.7809,asym,1
0.74,0.9763,0.0,-0.0058,0.0,0.0045,0.0102,0.9758,0.9763,asym,0
0.76,0.969,0.0,0.0122,0.0,0.0357,-0.0433,0.9283,0.969,normal,0
0.78,0.9696,0.0,0.011,0.0,0.0296,-0.0081,0.9358,0.9696,normal,0
0.8,0.9696,0.0,0.0101,0.0,0.0298,-0.0218,0.9328,0.9696,normal,0
0.82,0.9695,0.0,0.0106,0.0,0.0299,-0.0178,0.9332,0.9695,normal,0
0.84,0.9696,0.0,0.0104,0.0,0.0299,-0.0188,0.933,0.9696,normal,0
0.86,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
0.88,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
0.9,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
0.92,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
0.94,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
0.96,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
0.98,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
1.0,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
1.02,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
1.04,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
1.06,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
1.08,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
1.1,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
1.12,0.9696,0.0,0.0105,0.0,0.0299,-0.0186,0.933,0.9696,normal,0
