t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9859,0.0,0.0118,0.0,0.0388,-0.0504,0.9284,0.9859,normal,0
0.02,0.9861,0.0,0.0099,0.0,0.0277,-0.0051,0.9396,0.9861,normal,0
0.04,0.986,0.0,0.0089,0.0,0.0283,-0.0245,0.9351,0.986,normal,0
0.06,0.986,0.0,0.0096,0.0,0.0284,-0.0185,0.9358,0.986,normal,0
0.08,0.986,0.0,0.0093,0.0,0.0283,-0.0201,0.9355,0.986,normal,0
0.1,0.9052,0.0804,0.0122,0.0,0.0335,-0.0374,0.922,0.9052,normal,1
0.12,0.906,0.0812,0.0132,0.0,0.0297,-0.027,0.9269,0.906,normal,1
0.14,0.9071,0.0816,0.0121,0.0,0.0315,-0.0328,0.9239,0.9071,normal,1
0.16,0.9068,0.0815,0.0128,0.0,0.0306,-0.0296,0.9253,0.9068,normal,1
0.18,0.907,0.0816,0.0124,0.0,0.031,-0.0313,0.9246,0.907,normal,1
0.2,0.9069,0.0815,0.0126,0.0,0.0308,-0.0304,0.925,0.9069,normal,1
0.22,0.9069,0.0816,0.0125,0.0,0.0309,-0.0309,0.9248,0.9069,normal,1
0.24,0.9069,0.0816,0.0126,0.0,0.0309,-0.0306,0.9249,0.9069,normal,1
0.26,0.9069,0.0816,0.0126,0.0,0.0309,-0.0308,0.9248,0.9069,normal,1
0.28,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.3,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.32,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.34,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.36,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.38,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.4,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.42,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.44,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.46,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.48,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.5,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.52,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.54,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.56,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.58,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.6,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.62,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.64,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.66,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.68,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.7,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.72,0.9069,0.0816,0.0126,0.0,0.0309,-0.0307,0.9248,0.9069,normal,1
0.74,0.988,0.0,0.0091,0.0,0.0281,-0.0144,0.9348,0.988,normal,0
0.76,0.9858,0.0,0.0092,0.0,0.0281,-0.0213,0.9351,0.9858,normal,0
0.78,0.986,0.0,0.0095,0.0,0.0284,-0.0195,0.9354,0.986,normal,0
0.8,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
0.82,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9355,0.986,normal,0
0.84,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
0.86,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
0.88,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
0.9,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
0.92,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
0.94,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
0.96,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
0.98,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
1.0,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
1.02,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
1.04,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
1.06,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
1.08,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
1.1,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
1.12,0.986,0.0,0.0094,0.0,0.0283,-0.0198,0.9356,0.986,normal,0
