t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9414,0.0,0.0171,0.0,0.0422,0.9228,0.9414,normal,0
0.02,0.9422,0.0,0.0128,0.0,0.0322,0.933,0.9422,normal,0
0.04,0.9419,0.0,0.0121,0.0,0.033,0.9272,0.9419,normal,0
0.06,0.9419,0.0,0.0126,0.0,0.0325,0.929,0.9419,normal,0
0.08,0.942,0.0,0.0124,0.0,0.0328,0.9282,0.942,normal,0
0.1,0.679,0.0,0.1097,0.3,0.0367,0.906,0.6963,normal,1
0.12,0.685,0.0,0.2432,0.3,0.0885,0.7612,0.7266,sym,1
0.14,0.6924,0.0,0.27,0.3,-0.0331,0.8383,0.6924,sym,1
0.16,0.6938,0.0,0.27,0.3,-0.0239,0.8604,0.6938,sym,1
0.18,0.6938,0.0,0.27,0.3,-0.0244,0.8666,0.6938,sym,1
0.2,0.6938,0.0,0.27,0.3,-0.0243,0.8684,0.6938,sym,1
0.22,0.6938,0.0,0.27,0.3,-0.0243,0.8689,0.6938,sym,1
0.24,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.26,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.28,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.3,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.32,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.34,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.36,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.38,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.4,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.42,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.44,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.46,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.48,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.5,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.52,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.54,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.56,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.58,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.6,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.62,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.64,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.66,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.68,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.7,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.72,0.6938,0.0,0.27,0.3,-0.0243,0.869,0.6938,sym,1
0.74,0.5978,0.0,0.2636,0.3,0.0721,0.7699,0.6317,sym,0
0.76,0.6183,0.0,0.2478,0.3,0.0592,0.7627,0.6462,sym,0
