t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9524,0.0,0.0156,0.0,0.0414,0.9254,0.9524,normal,0
0.02,0.953,0.0,0.0122,0.0,0.031,0.9349,0.953,normal,0
0.04,0.9528,0.0,0.0111,0.0,0.0315,0.9301,0.9528,normal,0
0.06,0.9528,0.0,0.0118,0.0,0.0316,0.9307,0.9528,normal,0
0.08,0.9529,0.0,0.0116,0.0,0.0315,0.9304,0.9529,normal,0
0.1,0.8316,0.1216,0.1789,0.1026,-0.0851,0.9592,0.8316,asym,1
0.76,0.6231,0.0,0.251,0.3,0.0419,0.8372,0.6428,sym,0
0.78,0.6516,0.0,0.2387,0.3,0.0622,0.7784,0.6809,sym,0
0.8,0.6773,0.0,0.2261,0.3,0.0523,0.7775,0.7018,sym,0
0.82,0.7006,0.0,0.2193,0.299,0.0475,0.7849,0.7229,sym,0
0.84,0.7221,0.0,0.2014,0.2669,0.0466,0.7903,0.744,sym,0
0.86,0.7416,0.0,0.1802,0.2376,0.0477,0.7932,0.764,sym,0
0.88,0.7591,0.0,0.1563,0.2113,0.0501,0.7944,0.7827,sym,0
0.9,0.775,0.0,0.1309,0.1875,0.0564,0.7922,0.8015,sym,0
0.92,0.7894,0.0,0.109,0.1659,0.0529,0.8068,0.8143,sym,0
0.94,0.8025,0.0,0.09,0.1462,0.0554,0.8138,0.8286,sym,0
0.96,0.8145,0.0,0.069,0.1283,0.0512,0.8348,0.8386,sym,0
0.98,0.8255,0.0,0.0552,0.1117,0.0529,0.8469,0.8504,sym,0
1.0,0.8357,0.0,0.0422,0.0965,0.0493,0.8686,0.8589,sym,0
1.02,0.845,0.0,0.0408,0.0826,0.0501,0.8711,0.8685,sym,0
1.04,0.8536,0.0,0.0311,0.0696,0.0464,0.8848,0.8754,sym,0
1.06,0.8615,0.0,0.0294,0.0578,0.0455,0.8873,0.8829,sym,0
1.08,0.8689,0.0,0.0229,0.0467,0.0427,0.8991,0.8889,sym,0
1.1,0.8757,0.0,0.0221,0.0365,0.043,0.8994,0.8959,sym,0
1.12,0.882,0.0,0.0189,0.027,0.0405,0.9081,0.901,sym,0
1.14,0.8877,0.0,0.0186,0.0184,0.0408,0.9072,0.9069,sym,0
1.16,0.893,0.0,0.0172,0.0105,0.0395,0.9129,0.9116,sym,0
1.18,0.8979,0.0,0.0168,0.0031,0.0393,0.9125,0.9164,sym,0
1.2,0.9024,0.0,0.0159,0.0,0.0382,0.9169,0.9024,normal,0
1.22,0.9065,0.0,0.0157,0.0,0.0379,0.9173,0.9065,normal,0
1.24,0.9103,0.0,0.0153,0.0,0.0373,0.9194,0.9103,normal,0
1.26,0.9138,0.0,0.0151,0.0,0.0369,0.9202,0.9138,normal,0
1.28,0.917,0.0,0.0148,0.0,0.0363,0.9213,0.917,normal,0
1.3,0.92,0.0,0.0145,0.0,0.0359,0.9221,0.92,normal,0
1.32,0.9226,0.0,0.0143,0.0,0.0355,0.9229,0.9226,normal,0
1.34,0.9251,0.0,0.014,0.0,0.0351,0.9236,0.9251,normal,0
1.36,0.9274,0.0,0.0138,0.0,0.0348,0.9243,0.9274,normal,0
1.38,0.9295,0.0,0.0136,0.0,0.0345,0.9249,0.9295,normal,0
1.4,0.9314,0.0,0.0134,0.0,0.0342,0.9254,0.9314,normal,0
1.42,0.9332,0.0,0.0133,0.0,0.0339,0.9259,0.9332,normal,0
1.44,0.9336,0.0,0.0133,0.0,0.0339,0.926,0.9336,normal,0
1.46,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.48,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.5,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.52,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.54,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.56,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.58,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.6,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.62,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.64,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.66,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.68,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.7,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.72,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.74,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.76,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.78,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.8,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
1.82,0.9336,0.0,0.0133,0.0,0.0339,0.9261,0.9336,normal,0
