t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.44,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.46,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.48,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.5,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.52,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.54,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.56,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.58,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.6,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.62,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.64,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.66,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.68,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.7,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.72,0.8953,0.0576,0.2264,0.0071,0.0255,-0.1817,0.8405,0.9072,sym,1
0.74,0.9528,0.0,0.0081,0.0,0.0349,-0.0023,0.906,0.9528,sym,0
0.76,0.9415,0.0,0.012,0.0,0.0292,-0.0167,0.9268,0.9415,normal,0
0.78,0.9417,0.0,0.0126,0.0,0.0334,-0.0189,0.9262,0.9417,normal,0
0.8,0.9417,0.0,0.0125,0.0,0.0324,-0.0155,0.9286,0.9417,normal,0
0.82,0.9417,0.0,0.0125,0.0,0.0328,-0.0175,0.9281,0.9417,normal,0
0.84,0.9417,0.0,0.0125,0.0,0.0327,-0.0166,0.9284,0.9417,normal,0
0.86,0.9417,0.0,0.0125,0.0,0.0327,-0.017,0.9283,0.9417,normal,0
0.88,0.9417,0.0,0.0125,0.0,0.0327,-0.0168,0.9284,0.9417,normal,0
0.9,0.9417,0.0,0.0125,0.0,0.0327,-0.0169,0.9283,0.9417,normal,0
0.92,0.9417,0.0,0.0125,0.0,0.0327,-0.0168,0.9283,0.9417,normal,0
0.94,0.9417,0.0,0.0125,0.0,0.0327,-0.0169,0.9283,0.9417,normal,0
0.96,0.9417,0.0,0.0125,0.0,0.0327,-0.0168,0.9283,0.9417,normal,0
0.98,0.9417,0.0,0.0125,0.0,0.0327,-0.0169,0.9283,0.9417,normal,0
1.0,0.9417,0.0,0.0125,0.0,0.0327,-0.0168,0.9283,0.9417,normal,0
1.02,0.9417,0.0,0.0125,0.0,0.0327,-0.0169,0.9283,0.9417,normal,0
1.04,0.9417,0.0,0.0125,0.0,0.0327,-0.0169,0.9283,0.9417,normal,0
1.06,0.9417,0.0,0.0125,0.0,0.0327,-0.0169,0.9283,0.9417,normal,0
1.08,0.9417,0.0,0.0125,0.0,0.0327,-0.0169,0.9283,0.9417,normal,0
1.1,0.9417,0.0,0.0125,0.0,0.0327,-0.0169,0.9283,0.9417,normal,0
1.12,0.9417,0.0,0.0125,0.0,0.0327,-0.0169,0.9283,0.9417,normal,0
