t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9836,0.0,0.0121,0.0,0.0391,-0.0505,0.928,0.9836,normal,0
0.02,0.9838,0.0,0.01,0.0,0.0279,-0.0048,0.9394,0.9838,normal,0
0.04,0.9837,0.0,0.009,0.0,0.0285,-0.0244,0.9347,0.9837,normal,0
0.06,0.9837,0.0,0.0098,0.0,0.0286,-0.0184,0.9354,0.9837,normal,0
0.08,0.9837,0.0,0.0095,0.0,0.0285,-0.0199,0.9352,0.9837,normal,0
0.1,0.9335,0.0495,0.0111,0.0,0.0339,-0.0358,0.9219,0.9335,normal,1
0.12,0.9341,0.05,0.0122,0.0,0.0301,-0.0248,0.9273,0.9341,normal,1
0.14,0.9348,0.0502,0.0111,0.0,0.0321,-0.0318,0.9236,0.9348,normal,1
0.16,0.9346,0.0502,0.0119,0.0,0.031,-0.0274,0.9256,0.9346,normal,1
0.18,0.9347,0.0502,0.0114,0.0,0.0316,-0.0301,0.9244,0.9347,normal,1
0.2,0.9346,0.0502,0.0117,0.0,0.0312,-0.0285,0.9251,0.9346,normal,1
0.22,0.9347,0.0502,0.0115,0.0,0.0315,-0.0294,0.9247,0.9347,normal,1
0.24,0.9346,0.0502,0.0116,0.0,0.0313,-0.0289,0.9249,0.9346,normal,1
0.26,0.9346,0.0502,0.0116,0.0,0.0314,-0.0292,0.9248,0.9346,normal,1
0.28,0.9346,0.0502,0.0116,0.0,0.0314,-0.029,0.9249,0.9346,normal,1
0.3,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.32,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.34,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.36,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.38,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.4,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.42,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.44,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.46,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.48,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.5,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.52,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.54,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.56,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.58,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.6,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.62,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.64,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.66,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
0.68,0.9346,0.0502,0.0116,0.0,0.0314,-0.0291,0.9248,0.9346,normal,1
