t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.947,0.0,0.0161,0.0,0.0417,-0.0483,0.925,0.947,normal,0
0.02,0.9482,0.0,0.0125,0.0,0.0315,-0.0026,0.9341,0.9482,normal,0
0.04,0.948,0.0,0.0115,0.0,0.0322,-0.0222,0.9288,0.948,normal,0
0.06,0.9479,0.0,0.0122,0.0,0.032,-0.0155,0.93,0.9479,normal,0
0.08,0.9479,0.0,0.0119,0.0,0.032,-0.0176,0.9296,0.9479,normal,0
0.1,0.7472,0.191,0.0358,0.2292,0.0318,0.0344,0.9216,0.7622,normal,1
0.12,0.7511,0.1932,0.24,0.2233,-0.0707,-0.0301,0.9487,0.7511,asym,1
0.14,0.766,0.1949,0.1942,0.201,-0.055,-0.0637,0.9481,0.766,asym,1
0.16,0.7626,0.1945,0.2166,0.2061,-0.0607,-0.0577,0.9483,0.7626,asym,1
0.18,0.7643,0.1947,0.2046,0.2035,-0.0584,-0.0616,0.948,0.7643,asym,1
0.2,0.7633,0.1946,0.2108,0.205,-0.0596,-0.0598,0.948,0.7633,asym,1
0.22,0.7638,0.1946,0.2075,0.2042,-0.0592,-0.0609,0.9479,0.7638,asym,1
0.24,0.7636,0.1946,0.2092,0.2046,-0.0594,-0.0603,0.9479,0.7636,asym,1
0.26,0.7637,0.1946,0.2084,0.2044,-0.0593,-0.0606,0.9479,0.7637,asym,1
0.28,0.7636,0.1946,0.2088,0.2045,-0.0593,-0.0605,0.9479,0.7636,asym,1
0.3,0.7637,0.1946,0.2086,0.2045,-0.0593,-0.0606,0.9479,0.7637,asym,1
0.32,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.34,0.7637,0.1946,0.2086,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.36,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.38,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.4,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.42,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.44,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.46,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.48,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.5,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.52,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.54,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.56,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.58,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.6,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.62,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.64,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.66,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.68,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.7,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.72,0.7637,0.1946,0.2087,0.2045,-0.0593,-0.0605,0.9479,0.7637,asym,1
0.74,0.9625,0.0,-0.0063,0.0,0.0037,0.0105,0.976,0.9625,asym,0
0.76,0.9466,0.0,0.0146,0.0,0.0372,-0.0415,0.9268,0.9466,normal,0
0.78,0.9481,0.0,0.0126,0.0,0.0318,-0.0072,0.9326,0.9481,normal,0
0.8,0.948,0.0,0.0116,0.0,0.0321,-0.0204,0.9292,0.948,normal,0
0.82,0.9479,0.0,0.0121,0.0,0.032,-0.0161,0.9299,0.9479,normal,0
0.84,0.9479,0.0,0.0119,0.0,0.032,-0.0174,0.9297,0.9479,normal,0
0.86,0.9479,0.0,0.012,0.0,0.032,-0.017,0.9297,0.9479,normal,0
0.88,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
0.9,0.9479,0.0,0.012,0.0,0.032,-0.0171,0.9297,0.9479,normal,0
