t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9944,0.0,0.0111,0.0,0.0377,-0.0503,0.93,0.9944,normal,0
0.02,0.9945,0.0,0.0093,0.0,0.0269,-0.0063,0.9407,0.9945,normal,0
0.04,0.9945,0.0,0.0084,0.0,0.0275,-0.0248,0.9364,0.9945,normal,0
0.06,0.9945,0.0,0.009,0.0,0.0276,-0.0192,0.937,0.9945,normal,0
0.08,0.9945,0.0,0.0088,0.0,0.0275,-0.0207,0.9368,0.9945,normal,0
0.1,0.9858,0.0088,0.01,0.0,0.0325,-0.0263,0.9279,0.9858,normal,1
0.12,0.9858,0.0088,0.0105,0.0,0.0292,-0.0194,0.9323,0.9858,normal,1
0.14,0.986,0.0088,0.0098,0.0,0.0314,-0.0254,0.9284,0.986,normal,1
0.16,0.986,0.0088,0.0104,0.0,0.0297,-0.0202,0.9315,0.986,normal,1
0.18,0.986,0.0088,0.0099,0.0,0.0311,-0.0245,0.9289,0.986,normal,1
0.2,0.986,0.0088,0.0102,0.0,0.0299,-0.0209,0.931,0.986,normal,1
0.22,0.986,0.0088,0.0099,0.0,0.0309,-0.0239,0.9293,0.986,normal,1
0.24,0.986,0.0088,0.0102,0.0,0.0301,-0.0214,0.9307,0.986,normal,1
0.26,0.986,0.0088,0.01,0.0,0.0307,-0.0234,0.9295,0.986,normal,1
0.28,0.986,0.0088,0.0102,0.0,0.0302,-0.0218,0.9305,0.986,normal,1
0.3,0.986,0.0088,0.01,0.0,0.0307,-0.0232,0.9297,0.986,normal,1
0.32,0.986,0.0088,0.0101,0.0,0.0303,-0.022,0.9304,0.986,normal,1
0.34,0.986,0.0088,0.01,0.0,0.0306,-0.023,0.9298,0.986,normal,1
0.36,0.986,0.0088,0.0101,0.0,0.0303,-0.0222,0.9303,0.986,normal,1
0.38,0.986,0.0088,0.01,0.0,0.0305,-0.0228,0.9299,0.986,normal,1
0.4,0.986,0.0088,0.0101,0.0,0.0304,-0.0223,0.9302,0.986,normal,1
0.42,0.986,0.0088,0.0101,0.0,0.0305,-0.0227,0.9299,0.986,normal,1
0.44,0.986,0.0088,0.0101,0.0,0.0304,-0.0224,0.9302,0.986,normal,1
0.46,0.986,0.0088,0.0101,0.0,0.0305,-0.0227,0.93,0.986,normal,1
0.48,0.986,0.0088,0.0101,0.0,0.0304,-0.0224,0.9301,0.986,normal,1
0.5,0.986,0.0088,0.0101,0.0,0.0305,-0.0226,0.93,0.986,normal,1
0.52,0.986,0.0088,0.0101,0.0,0.0304,-0.0224,0.9301,0.986,normal,1
0.54,0.986,0.0088,0.0101,0.0,0.0305,-0.0226,0.93,0.986,normal,1
0.56,0.986,0.0088,0.0101,0.0,0.0304,-0.0225,0.9301,0.986,normal,1
0.58,0.986,0.0088,0.0101,0.0,0.0305,-0.0226,0.93,0.986,normal,1
0.6,0.986,0.0088,0.0101,0.0,0.0304,-0.0225,0.9301,0.986,normal,1
0.62,0.986,0.0088,0.0101,0.0,0.0305,-0.0226,0.93,0.986,normal,1
0.64,0.986,0.0088,0.0101,0.0,0.0304,-0.0225,0.9301,0.986,normal,1
0.66,0.986,0.0088,0.0101,0.0,0.0305,-0.0225,0.93,0.986,normal,1
0.68,0.986,0.0088,0.0101,0.0,0.0304,-0.0225,0.9301,0.986,normal,1
0.7,0.986,0.0088,0.0101,0.0,0.0305,-0.0225,0.93,0.986,normal,1
0.72,0.986,0.0088,0.0101,0.0,0.0305,-0.0225,0.9301,0.986,normal,1
0.74,0.9947,0.0,0.0086,0.0,0.0267,-0.0172,0.9371,0.9947,normal,0
0.76,0.9945,0.0,0.0088,0.0,0.0276,-0.0218,0.9363,0.9945,normal,0
0.78,0.9945,0.0,0.0089,0.0,0.0275,-0.0199,0.9369,0.9945,normal,0
0.8,0.9945,0.0,0.0088,0.0,0.0275,-0.0205,0.9368,0.9945,normal,0
0.82,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
0.84,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
0.86,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
0.88,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
0.9,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
0.92,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
0.94,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
0.96,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
0.98,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
1.0,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
1.02,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
1.04,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
1.06,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
1.08,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
1.1,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
1.12,0.9945,0.0,0.0088,0.0,0.0275,-0.0204,0.9368,0.9945,normal,0
