t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9173,0.0,0.021,0.0,0.0445,-0.0692,0.9133,0.9173,normal,0
0.02,0.9188,0.0,0.0142,0.0,0.0355,0.0042,0.9247,0.9188,normal,0
0.04,0.9184,0.0,0.0147,0.0,0.0367,-0.0256,0.9186,0.9184,normal,0
0.06,0.9184,0.0,0.0148,0.0,0.036,-0.013,0.9223,0.9184,normal,0
0.08,0.9184,0.0,0.0147,0.0,0.0364,-0.0175,0.9213,0.9184,normal,0
0.1,0.1461,0.0,0.27,0.3,0.0419,0.1423,0.818,0.1658,normal,1
0.12,0.1911,0.0,0.27,0.3,-0.0047,-0.1883,0.8294,0.1911,sym,1
0.14,0.1911,0.0,0.27,0.3,0.0344,-0.1998,0.7816,0.2073,sym,1
0.16,0.1911,0.0,0.27,0.3,0.0279,-0.1999,0.7769,0.2042,sym,1
0.18,0.1911,0.0,0.27,0.3,0.028,-0.1999,0.7754,0.2043,sym,1
0.2,0.1911,0.0,0.27,0.3,0.0279,-0.1999,0.7752,0.2042,sym,1
0.22,0.1911,0.0,0.27,0.3,0.0279,-0.1999,0.7751,0.2042,sym,1
0.24,0.1911,0.0,0.27,0.3,0.0279,-0.1999,0.7751,0.2042,sym,1
0.26,0.9384,0.0,0.0104,0.0,0.0241,0.011,0.8989,0.9384,sym,0
0.28,0.918,0.0,0.0143,0.0,0.0361,-0.0286,0.9111,0.918,normal,0
0.3,0.9183,0.0,0.0147,0.0,0.0355,-0.0116,0.9215,0.9183,normal,0
0.32,0.9184,0.0,0.0146,0.0,0.0364,-0.0182,0.9208,0.9184,normal,0
0.34,0.9184,0.0,0.0148,0.0,0.0362,-0.0156,0.9218,0.9184,normal,0
0.36,0.9184,0.0,0.0147,0.0,0.0363,-0.0166,0.9215,0.9184,normal,0
0.38,0.9184,0.0,0.0148,0.0,0.0362,-0.0162,0.9217,0.9184,normal,0
0.4,0.9184,0.0,0.0148,0.0,0.0363,-0.0164,0.9216,0.9184,normal,0
0.42,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.44,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.46,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.48,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.5,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.52,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.54,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.56,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.58,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.6,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.62,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
0.64,0.9184,0.0,0.0148,0.0,0.0363,-0.0163,0.9217,0.9184,normal,0
