t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9264,0.0,0.0197,0.0,0.0436,-0.0619,0.9173,0.9264,normal,0
0.02,0.9274,0.0,0.0136,0.0,0.0341,0.0021,0.9285,0.9274,normal,0
0.04,0.9271,0.0,0.0135,0.0,0.0352,-0.0228,0.9228,0.9271,normal,0
0.06,0.9271,0.0,0.0141,0.0,0.0348,-0.0144,0.9248,0.9271,normal,0
0.08,0.9272,0.0,0.0138,0.0,0.035,-0.0173,0.924,0.9272,normal,0
0.1,0.1323,0.0,0.27,0.3,0.0437,0.144,0.8158,0.1528,normal,1
0.12,0.159,0.0,0.27,0.3,0.0007,-0.1863,0.8285,0.1593,sym,1
0.14,0.159,0.0,0.27,0.3,0.0381,-0.1998,0.7764,0.1769,sym,1
0.16,0.159,0.0,0.27,0.3,0.0283,-0.1999,0.7749,0.1724,sym,1
0.18,0.159,0.0,0.27,0.3,0.0293,-0.1999,0.7731,0.1728,sym,1
0.2,0.159,0.0,0.27,0.3,0.029,-0.1999,0.773,0.1727,sym,1
0.22,0.159,0.0,0.27,0.3,0.029,-0.1999,0.7729,0.1727,sym,1
0.24,0.159,0.0,0.27,0.3,0.029,-0.1999,0.7729,0.1727,sym,1
0.26,0.9407,0.0,0.0096,0.0,0.0235,0.0131,0.8984,0.9407,sym,0
0.28,0.9269,0.0,0.0133,0.0,0.0344,-0.0276,0.9136,0.9269,normal,0
0.3,0.9271,0.0,0.014,0.0,0.0342,-0.0122,0.9237,0.9271,normal,0
0.32,0.9272,0.0,0.0138,0.0,0.035,-0.0181,0.9234,0.9272,normal,0
0.34,0.9271,0.0,0.0139,0.0,0.0348,-0.0159,0.9243,0.9271,normal,0
0.36,0.9271,0.0,0.0139,0.0,0.0349,-0.0168,0.9241,0.9271,normal,0
0.38,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.4,0.9271,0.0,0.0139,0.0,0.0349,-0.0166,0.9242,0.9271,normal,0
0.42,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.44,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.46,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.48,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.5,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.52,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.54,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.56,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.58,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.6,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.62,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
0.64,0.9271,0.0,0.0139,0.0,0.0349,-0.0165,0.9242,0.9271,normal,0
