t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9214,0.0,0.0205,0.0,0.0441,0.9153,0.9214,normal,0
0.02,0.9228,0.0,0.0139,0.0,0.0349,0.9265,0.9228,normal,0
0.04,0.9224,0.0,0.0141,0.0,0.036,0.921,0.9224,normal,0
0.06,0.9224,0.0,0.0145,0.0,0.0355,0.9234,0.9224,normal,0
0.08,0.9224,0.0,0.0143,0.0,0.0357,0.9226,0.9224,normal,0
0.1,0.7209,0.1865,0.24,0.2686,-0.0582,0.9459,0.7209,asym,1
0.12,0.7387,0.1904,0.2168,0.2419,-0.0559,0.9446,0.7387,asym,1
0.14,0.737,0.1901,0.2247,0.2445,-0.0566,0.9453,0.737,asym,1
0.16,0.7376,0.1902,0.2214,0.2436,-0.0563,0.9453,0.7376,asym,1
0.18,0.7373,0.1902,0.2229,0.244,-0.0564,0.9454,0.7373,asym,1
0.2,0.7375,0.1902,0.2222,0.2438,-0.0563,0.9453,0.7375,asym,1
0.22,0.7374,0.1902,0.2225,0.2439,-0.0563,0.9453,0.7374,asym,1
0.24,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.26,0.7374,0.1902,0.2225,0.2439,-0.0563,0.9453,0.7374,asym,1
0.28,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.3,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.32,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.34,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.36,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.38,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.4,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.42,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.44,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.46,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.48,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.5,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.52,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.54,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.56,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.58,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.6,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.62,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.64,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.66,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.68,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.7,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.72,0.7374,0.1902,0.2224,0.2439,-0.0563,0.9453,0.7374,asym,1
0.76,0.5836,0.0,0.2581,0.3,0.0574,0.8099,0.6106,sym,0
0.78,0.6053,0.0,0.2545,0.3,0.0625,0.7681,0.6347,sym,0
0.8,0.6336,0.0,0.2427,0.3,0.0586,0.7634,0.6612,sym,0
0.82,0.6587,0.0,0.2332,0.3,0.054,0.7698,0.6841,sym,0
0.84,0.6817,0.0,0.226,0.3,0.0511,0.7767,0.7057,sym,0
0.86,0.7026,0.0,0.2178,0.2961,0.0477,0.7845,0.7251,sym,0
0.88,0.7215,0.0,0.2025,0.2678,0.0458,0.7913,0.743,sym,0
0.9,0.7381,0.0,0.1854,0.2429,0.047,0.7938,0.7601,sym,0
0.92,0.753,0.0,0.1662,0.2205,0.0477,0.7962,0.7754,sym,0
0.94,0.7664,0.0,0.1465,0.2004,0.054,0.7922,0.7918,sym,0
0.96,0.7786,0.0,0.1261,0.1822,0.0546,0.7966,0.8042,sym,0
0.98,0.7896,0.0,0.1099,0.1655,0.053,0.8076,0.8146,sym,0
1.0,0.8,0.0,0.0942,0.1501,0.0553,0.8126,0.826,sym,0
1.02,0.8094,0.0,0.0781,0.1359,0.0522,0.8281,0.8339,sym,0
1.04,0.818,0.0,0.0664,0.1229,0.054,0.8349,0.8434,sym,0
1.06,0.8261,0.0,0.0523,0.1108,0.0503,0.8556,0.8498,sym,0
1.08,0.8335,0.0,0.049,0.0997,0.054,0.8551,0.8589,sym,0
1.1,0.8407,0.0,0.0371,0.089,0.0472,0.8798,0.8628,sym,0
1.12,0.8471,0.0,0.0422,0.0793,0.0515,0.8664,0.8713,sym,0
1.14,0.8533,0.0,0.027,0.07,0.0438,0.8946,0.8739,sym,0
1.16,0.8587,0.0,0.0348,0.062,0.0484,0.8772,0.8814,sym,0
1.18,0.864,0.0,0.0209,0.054,0.041,0.9053,0.8833,sym,0
1.2,0.8685,0.0,0.0293,0.0472,0.046,0.8859,0.8902,sym,0
1.22,0.8731,0.0,0.0192,0.0403,0.0398,0.9111,0.8918,sym,0
1.24,0.8769,0.0,0.0248,0.0346,0.0439,0.893,0.8976,sym,0
