t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9783,0.0,0.0126,0.0,0.0396,0.9272,0.9783,normal,0
0.02,0.9785,0.0,0.0104,0.0,0.0284,0.9387,0.9785,normal,0
0.04,0.9784,0.0,0.0094,0.0,0.029,0.9339,0.9784,normal,0
0.06,0.9784,0.0,0.0101,0.0,0.0291,0.9346,0.9784,normal,0
0.08,0.9784,0.0,0.0098,0.0,0.029,0.9344,0.9784,normal,0
0.1,0.8985,0.0786,0.0123,0.0023,0.0332,0.9221,0.9141,normal,1
0.12,0.8996,0.0796,0.0554,0.0007,-0.0765,0.9731,0.8996,asym,1
0.14,0.9006,0.08,0.0381,0.0,-0.0644,0.9852,0.9006,asym,1
0.16,0.9004,0.0799,0.0117,0.0,0.0476,0.9043,0.9004,normal,1
0.18,0.9004,0.0799,0.0165,0.0,0.0219,0.9416,0.9004,normal,1
0.2,0.9004,0.0799,0.0096,0.0,0.0349,0.9183,0.9004,normal,1
0.22,0.9004,0.0799,0.0145,0.0,0.0287,0.9299,0.9004,normal,1
0.24,0.9004,0.0799,0.0115,0.0,0.0321,0.9225,0.9004,normal,1
0.26,0.9004,0.0799,0.0134,0.0,0.0302,0.9262,0.9004,normal,1
0.28,0.9004,0.0799,0.0123,0.0,0.0311,0.9241,0.9004,normal,1
0.3,0.9004,0.0799,0.013,0.0,0.0306,0.9252,0.9004,normal,1
0.32,0.9004,0.0799,0.0126,0.0,0.0309,0.9246,0.9004,normal,1
0.34,0.9004,0.0799,0.0128,0.0,0.0308,0.9249,0.9004,normal,1
0.36,0.9004,0.0799,0.0127,0.0,0.0308,0.9247,0.9004,normal,1
0.38,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.4,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.42,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.44,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.46,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.48,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.5,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.52,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.54,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.56,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.58,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.6,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.62,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.64,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.66,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.68,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.7,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.72,0.9004,0.0799,0.0128,0.0,0.0308,0.9248,0.9004,normal,1
0.76,0.6433,0.0,0.2673,0.3,0.0323,0.8731,0.6585,normal,0
0.78,0.6688,0.0,0.2217,0.3,0.0597,0.7928,0.6969,sym,0
0.8,0.696,0.0,0.222,0.3,0.0457,0.7913,0.7175,sym,0
0.82,0.7196,0.0,0.203,0.2705,0.0481,0.7898,0.7423,sym,0
0.84,0.7411,0.0,0.1803,0.2383,0.0476,0.7931,0.7635,sym,0
0.86,0.7609,0.0,0.1528,0.2087,0.051,0.7935,0.7849,sym,0
0.88,0.7789,0.0,0.1251,0.1817,0.0572,0.7927,0.8058,sym,0
0.9,0.7953,0.0,0.0982,0.1571,0.0527,0.8113,0.8201,sym,0
0.92,0.8103,0.0,0.0777,0.1346,0.0549,0.8219,0.8361,sym,0
0.94,0.824,0.0,0.0532,0.114,0.0505,0.8496,0.8477,sym,0
0.96,0.8366,0.0,0.0433,0.0951,0.0506,0.8655,0.8604,sym,0
0.98,0.8482,0.0,0.0359,0.0778,0.0481,0.8773,0.8708,sym,0
