t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.52,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.54,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.56,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.58,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.6,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.62,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.64,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.66,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.68,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.7,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.72,0.5017,0.4691,0.24,0.3,-0.0503,-0.0653,0.9291,0.5017,asym,1
0.74,0.9637,0.0,-0.0075,0.0,-0.003,0.0123,0.975,0.9637,asym,0
0.76,0.9528,0.0,0.0142,0.0,0.0369,-0.0449,0.9257,0.9528,normal,0
0.78,0.9538,0.0,0.0123,0.0,0.0314,-0.0065,0.9332,0.9538,normal,0
0.8,0.9537,0.0,0.0111,0.0,0.0313,-0.0207,0.9304,0.9537,normal,0
0.82,0.9536,0.0,0.0117,0.0,0.0315,-0.0168,0.9307,0.9536,normal,0
0.84,0.9537,0.0,0.0115,0.0,0.0314,-0.0177,0.9306,0.9537,normal,0
0.86,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
0.88,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
0.9,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
0.92,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
0.94,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
0.96,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
0.98,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
1.0,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
1.02,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
1.04,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
1.06,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
1.08,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
1.1,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
1.12,0.9537,0.0,0.0116,0.0,0.0314,-0.0175,0.9306,0.9537,normal,0
