t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9214,0.0,0.0205,0.0,0.0441,0.9153,0.9214,normal,0
0.02,0.9228,0.0,0.0139,0.0,0.0349,0.9265,0.9228,normal,0
0.04,0.9224,0.0,0.0141,0.0,0.036,0.921,0.9224,normal,0
0.06,0.9224,0.0,0.0145,0.0,0.0355,0.9234,0.9224,normal,0
0.08,0.9224,0.0,0.0143,0.0,0.0357,0.9226,0.9224,normal,0
0.1,0.6335,0.2889,0.24,0.3,-0.0524,0.945,0.6335,asym,1
0.76,0.5907,0.0,0.254,0.3,0.059,0.8082,0.6184,sym,0
0.78,0.6177,0.0,0.2495,0.3,0.0624,0.7683,0.647,sym,0
0.8,0.6445,0.0,0.2383,0.3,0.0564,0.767,0.6711,sym,0
0.82,0.6686,0.0,0.2301,0.3,0.0529,0.7728,0.6935,sym,0
0.84,0.6907,0.0,0.2229,0.3,0.0494,0.7804,0.7139,sym,0
0.86,0.7108,0.0,0.2114,0.2838,0.0471,0.7873,0.7329,sym,0
0.88,0.7287,0.0,0.1959,0.257,0.046,0.7927,0.7503,sym,0
0.9,0.7446,0.0,0.1772,0.2332,0.0475,0.7945,0.7669,sym,0
0.92,0.7588,0.0,0.1583,0.2118,0.0499,0.795,0.7822,sym,0
0.94,0.7717,0.0,0.1374,0.1925,0.0554,0.7923,0.7977,sym,0
0.96,0.7833,0.0,0.1189,0.175,0.0532,0.8021,0.8083,sym,0
0.98,0.7941,0.0,0.1036,0.1589,0.0543,0.8092,0.8196,sym,0
1.0,0.8041,0.0,0.0871,0.1439,0.0538,0.8191,0.8293,sym,0
1.02,0.8131,0.0,0.0734,0.1304,0.053,0.831,0.838,sym,0
1.04,0.8215,0.0,0.0599,0.1177,0.0528,0.8425,0.8463,sym,0
1.06,0.8293,0.0,0.0498,0.1061,0.0508,0.8591,0.8532,sym,0
1.08,0.8366,0.0,0.0458,0.0951,0.053,0.8607,0.8615,sym,0
1.1,0.8434,0.0,0.0368,0.0848,0.0476,0.8798,0.8658,sym,0
1.12,0.8497,0.0,0.0394,0.0754,0.0497,0.8725,0.8731,sym,0
1.14,0.8557,0.0,0.0278,0.0664,0.0446,0.8919,0.8767,sym,0
1.16,0.8609,0.0,0.0318,0.0587,0.047,0.883,0.883,sym,0
1.18,0.866,0.0,0.0223,0.0509,0.0419,0.9019,0.8857,sym,0
1.2,0.8704,0.0,0.0267,0.0444,0.0451,0.8909,0.8916,sym,0
1.22,0.8748,0.0,0.0195,0.0378,0.0402,0.9089,0.8937,sym,0
1.24,0.8785,0.0,0.0228,0.0323,0.0432,0.8975,0.8988,sym,0
1.26,0.8823,0.0,0.0183,0.0266,0.04,0.9118,0.9011,sym,0
1.28,0.8854,0.0,0.0197,0.0219,0.0414,0.9039,0.9048,sym,0
1.3,0.8885,0.0,0.0177,0.0172,0.0399,0.9131,0.9073,sym,0
1.32,0.8912,0.0,0.0183,0.0132,0.0405,0.9077,0.9103,sym,0
1.34,0.8938,0.0,0.017,0.0093,0.0395,0.9143,0.9124,sym,0
1.36,0.8961,0.0,0.0173,0.0058,0.0399,0.9104,0.9149,sym,0
1.38,0.8983,0.0,0.0164,0.0025,0.0388,0.9158,0.9166,sym,0
1.4,0.9003,0.0,0.0166,0.0,0.0391,0.9132,0.9003,normal,0
1.42,0.9021,0.0,0.016,0.0,0.0384,0.917,0.9021,normal,0
1.44,0.9025,0.0,0.0163,0.0,0.0387,0.9148,0.9025,normal,0
1.46,0.9025,0.0,0.016,0.0,0.0384,0.9168,0.9025,normal,0
1.48,0.9025,0.0,0.0162,0.0,0.0386,0.9154,0.9025,normal,0
1.5,0.9025,0.0,0.0161,0.0,0.0385,0.9166,0.9025,normal,0
1.52,0.9025,0.0,0.0162,0.0,0.0386,0.9156,0.9025,normal,0
1.54,0.9025,0.0,0.0161,0.0,0.0385,0.9165,0.9025,normal,0
1.56,0.9025,0.0,0.0162,0.0,0.0386,0.9158,0.9025,normal,0
1.58,0.9025,0.0,0.0161,0.0,0.0385,0.9164,0.9025,normal,0
1.6,0.9025,0.0,0.0162,0.0,0.0386,0.9159,0.9025,normal,0
1.62,0.9025,0.0,0.0161,0.0,0.0385,0.9164,0.9025,normal,0
1.64,0.9025,0.0,0.0162,0.0,0.0386,0.9159,0.9025,normal,0
1.66,0.9025,0.0,0.0161,0.0,0.0385,0.9163,0.9025,normal,0
1.68,0.9025,0.0,0.0162,0.0,0.0386,0.916,0.9025,normal,0
1.7,0.9025,0.0,0.0161,0.0,0.0385,0.9163,0.9025,normal,0
1.72,0.9025,0.0,0.0162,0.0,0.0386,0.916,0.9025,normal,0
1.74,0.9025,0.0,0.0161,0.0,0.0385,0.9163,0.9025,normal,0
1.76,0.9025,0.0,0.0162,0.0,0.0386,0.916,0.9025,normal,0
1.78,0.9025,0.0,0.0161,0.0,0.0385,0.9163,0.9025,normal,0
1.8,0.9025,0.0,0.0162,0.0,0.0385,0.916,0.9025,normal,0
1.82,0.9025,0.0,0.0161,0.0,0.0385,0.9163,0.9025,normal,0
