t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9371,0.0,0.0179,0.0,0.0426,-0.0551,0.9211,0.9371,normal,0
0.02,0.9379,0.0,0.013,0.0,0.0327,-0.0001,0.9323,0.9379,normal,0
0.04,0.9377,0.0,0.0125,0.0,0.0337,-0.0228,0.926,0.9377,normal,0
0.06,0.9377,0.0,0.013,0.0,0.0332,-0.0146,0.9278,0.9377,normal,0
0.08,0.9377,0.0,0.0128,0.0,0.0334,-0.0176,0.927,0.9377,normal,0
0.1,0.8789,0.0591,0.013,0.0316,0.032,-0.0306,0.9239,0.894,normal,1
0.12,0.879,0.0591,0.1955,0.0316,0.05,-0.1938,0.8281,0.9025,sym,1
0.14,0.8879,0.0583,0.2458,0.0182,0.0185,-0.1938,0.8408,0.8966,sym,1
0.16,0.8901,0.0581,0.2286,0.0148,0.0225,-0.1774,0.846,0.9007,sym,1
0.18,0.8894,0.0582,0.228,0.016,0.0227,-0.183,0.8451,0.9001,sym,1
0.2,0.8893,0.0582,0.2308,0.016,0.0228,-0.1839,0.8443,0.9,sym,1
0.22,0.8895,0.0582,0.2299,0.0158,0.0227,-0.183,0.8445,0.9001,sym,1
0.24,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.26,0.8894,0.0582,0.23,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.28,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.3,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.32,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.34,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.36,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.38,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.4,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.42,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.44,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.46,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.48,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.5,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.52,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.54,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.56,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.58,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.6,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.62,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.64,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.66,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.68,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.7,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.72,0.8894,0.0582,0.2299,0.0159,0.0228,-0.1832,0.8445,0.9001,sym,1
0.74,0.9474,0.0,0.0098,0.0,0.035,-0.0085,0.9046,0.9474,sym,0
0.76,0.9375,0.0,0.0124,0.0,0.0302,-0.015,0.9257,0.9375,normal,0
