t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.78,0.9377,0.0,0.0129,0.0,0.0339,-0.0191,0.9252,0.9377,normal,0
0.8,0.9377,0.0,0.0129,0.0,0.033,-0.0155,0.9275,0.9377,normal,0
0.82,0.9377,0.0,0.0128,0.0,0.0334,-0.0173,0.927,0.9377,normal,0
0.84,0.9377,0.0,0.0129,0.0,0.0333,-0.0165,0.9273,0.9377,normal,0
0.86,0.9377,0.0,0.0129,0.0,0.0333,-0.0169,0.9272,0.9377,normal,0
0.88,0.9377,0.0,0.0129,0.0,0.0333,-0.0167,0.9272,0.9377,normal,0
0.9,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
0.92,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
0.94,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
0.96,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
0.98,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
1.0,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
1.02,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
1.04,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
1.06,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
1.08,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
1.1,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
1.12,0.9377,0.0,0.0129,0.0,0.0333,-0.0168,0.9272,0.9377,normal,0
