t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9414,0.0,0.0171,0.0,0.0422,0.9228,0.9414,normal,0
0.02,0.9422,0.0,0.0128,0.0,0.0322,0.933,0.9422,normal,0
0.04,0.9419,0.0,0.0121,0.0,0.033,0.9272,0.9419,normal,0
0.06,0.9419,0.0,0.0126,0.0,0.0325,0.929,0.9419,normal,0
0.08,0.942,0.0,0.0124,0.0,0.0328,0.9282,0.942,normal,0
0.1,0.838,0.1043,0.0145,0.093,0.0302,0.9368,0.8522,normal,1
0.12,0.8386,0.1056,0.1613,0.0922,-0.0824,0.964,0.8386,asym,1
0.76,0.6076,0.0,0.1157,0.3,0.0668,0.8866,0.639,asym,0
0.78,0.6289,0.0,0.2527,0.3,0.0409,0.8194,0.6481,sym,0
0.8,0.663,0.0,0.2338,0.3,0.0606,0.7763,0.6914,sym,0
0.82,0.6867,0.0,0.2231,0.3,0.0499,0.7806,0.7101,sym,0
0.84,0.7083,0.0,0.2135,0.2875,0.0472,0.7869,0.7305,sym,0
0.86,0.7282,0.0,0.1957,0.2576,0.0466,0.7917,0.7501,sym,0
0.88,0.7461,0.0,0.1747,0.2309,0.0476,0.7944,0.7685,sym,0
0.9,0.7622,0.0,0.1525,0.2067,0.0514,0.7939,0.7863,sym,0
0.92,0.7767,0.0,0.1288,0.1849,0.0565,0.7928,0.8033,sym,0
0.94,0.79,0.0,0.1082,0.165,0.0524,0.8082,0.8146,sym,0
0.96,0.802,0.0,0.0911,0.1469,0.0558,0.8132,0.8283,sym,0
0.98,0.8132,0.0,0.0712,0.1302,0.0513,0.8334,0.8373,sym,0
1.0,0.8234,0.0,0.0578,0.1148,0.0536,0.8429,0.8486,sym,0
1.02,0.8328,0.0,0.0446,0.1008,0.0492,0.8666,0.8559,sym,0
1.04,0.8415,0.0,0.0438,0.0878,0.0525,0.8638,0.8661,sym,0
1.06,0.8495,0.0,0.0315,0.0758,0.0461,0.8857,0.8712,sym,0
1.08,0.857,0.0,0.0344,0.0646,0.0478,0.8792,0.8794,sym,0
1.1,0.8638,0.0,0.0231,0.0543,0.0425,0.8995,0.8838,sym,0
1.12,0.8702,0.0,0.0266,0.0447,0.0449,0.8911,0.8913,sym,0
1.14,0.876,0.0,0.0193,0.036,0.0401,0.9089,0.8949,sym,0
1.16,0.8814,0.0,0.0209,0.0279,0.0424,0.9007,0.9013,sym,0
1.18,0.8863,0.0,0.0179,0.0205,0.0398,0.9127,0.905,sym,0
1.2,0.8909,0.0,0.0185,0.0137,0.0406,0.9072,0.91,sym,0
1.22,0.895,0.0,0.0167,0.0074,0.0392,0.9149,0.9135,sym,0
1.24,0.8989,0.0,0.0169,0.0017,0.0394,0.9117,0.9174,sym,0
1.26,0.9024,0.0,0.0158,0.0,0.0382,0.9174,0.9024,sym,0
1.28,0.9057,0.0,0.016,0.0,0.0382,0.9163,0.9057,normal,0
1.3,0.9087,0.0,0.0154,0.0,0.0375,0.919,0.9087,normal,0
1.32,0.9114,0.0,0.0153,0.0,0.0372,0.9194,0.9114,normal,0
1.34,0.9139,0.0,0.0151,0.0,0.0369,0.9203,0.9139,normal,0
1.36,0.9162,0.0,0.0149,0.0,0.0365,0.921,0.9162,normal,0
1.38,0.9183,0.0,0.0147,0.0,0.0362,0.9217,0.9183,normal,0
1.4,0.9203,0.0,0.0145,0.0,0.0359,0.9222,0.9203,normal,0
1.42,0.922,0.0,0.0144,0.0,0.0356,0.9227,0.922,normal,0
1.44,0.9225,0.0,0.0143,0.0,0.0356,0.9228,0.9225,normal,0
1.46,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.48,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.5,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.52,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.54,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.56,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.58,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.6,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.62,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.64,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.66,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.68,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.7,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.72,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.74,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.76,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.78,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.8,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
1.82,0.9225,0.0,0.0143,0.0,0.0356,0.9229,0.9225,normal,0
