t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9414,0.0,0.0171,0.0,0.0422,-0.0522,0.9228,0.9414,normal,0
0.02,0.9422,0.0,0.0128,0.0,0.0322,-0.0012,0.933,0.9422,normal,0
0.04,0.9419,0.0,0.0121,0.0,0.033,-0.0225,0.9272,0.9419,normal,0
0.06,0.9419,0.0,0.0126,0.0,0.0325,-0.0148,0.929,0.9419,normal,0
0.08,0.942,0.0,0.0124,0.0,0.0328,-0.0177,0.9282,0.942,normal,0
0.1,0.1194,0.0,0.27,0.3,0.0455,0.1457,0.8139,0.1408,normal,1
0.12,0.1298,0.0,0.27,0.3,0.006,-0.1844,0.8215,0.1326,sym,1
0.14,0.1298,0.0,0.27,0.3,0.0405,-0.1998,0.7711,0.1488,sym,1
0.16,0.1298,0.0,0.27,0.3,0.032,-0.1999,0.7684,0.1448,sym,1
0.18,0.1298,0.0,0.27,0.3,0.0327,-0.1999,0.7667,0.1452,sym,1
0.2,0.1298,0.0,0.27,0.3,0.0324,-0.1999,0.7665,0.1451,sym,1
0.22,0.1298,0.0,0.27,0.3,0.0324,-0.1999,0.7665,0.1451,sym,1
0.24,0.1298,0.0,0.27,0.3,0.0324,-0.1999,0.7665,0.1451,sym,1
0.26,0.9521,0.0,0.0061,0.0,0.0211,0.0212,0.8971,0.9521,sym,0
0.28,0.9417,0.0,0.0118,0.0,0.0314,-0.0298,0.9167,0.9417,normal,0
0.3,0.9419,0.0,0.0128,0.0,0.0325,-0.0128,0.9268,0.9419,normal,0
0.32,0.942,0.0,0.0123,0.0,0.0326,-0.018,0.9276,0.942,normal,0
0.34,0.9419,0.0,0.0125,0.0,0.0326,-0.0164,0.9284,0.9419,normal,0
0.36,0.942,0.0,0.0125,0.0,0.0327,-0.017,0.9283,0.942,normal,0
0.38,0.942,0.0,0.0125,0.0,0.0327,-0.0168,0.9284,0.942,normal,0
0.4,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.42,0.942,0.0,0.0125,0.0,0.0327,-0.0168,0.9284,0.942,normal,0
0.44,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.46,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.48,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.5,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.52,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.54,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.56,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.58,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.6,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.62,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
0.64,0.942,0.0,0.0125,0.0,0.0327,-0.0169,0.9284,0.942,normal,0
