t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9274,0.0,0.0195,0.0,0.0435,0.9177,0.9274,normal,0
0.02,0.9284,0.0,0.0135,0.0,0.034,0.9289,0.9284,normal,0
0.04,0.9281,0.0,0.0134,0.0,0.035,0.9231,0.9281,normal,0
0.06,0.9281,0.0,0.014,0.0,0.0346,0.9251,0.9281,normal,0
0.08,0.9282,0.0,0.0137,0.0,0.0348,0.9243,0.9282,normal,0
0.1,0.4771,0.452,0.24,0.3,-0.0521,0.9398,0.4771,asym,1
0.12,0.4861,0.4603,0.24,0.3,-0.0532,0.9297,0.4861,asym,1
0.14,0.4858,0.46,0.24,0.3,-0.0476,0.9294,0.4858,asym,1
0.16,0.4859,0.4601,0.24,0.3,-0.05,0.9284,0.4859,asym,1
0.18,0.4858,0.4601,0.24,0.3,-0.0494,0.9284,0.4858,asym,1
0.2,0.4859,0.4601,0.24,0.3,-0.0497,0.9282,0.4859,asym,1
0.22,0.4858,0.4601,0.24,0.3,-0.0496,0.9283,0.4858,asym,1
0.24,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.26,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.28,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.3,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.32,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.34,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.36,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.38,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.4,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.42,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.44,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.46,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.48,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.5,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.52,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.54,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.56,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.58,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.6,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.62,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.64,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.66,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.68,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.7,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.72,0.4859,0.4601,0.24,0.3,-0.0496,0.9282,0.4859,asym,1
0.76,0.5852,0.0,0.2583,0.3,0.0614,0.7998,0.614,sym,0
0.78,0.6071,0.0,0.2535,0.3,0.0617,0.7665,0.6361,sym,0
0.8,0.6354,0.0,0.242,0.3,0.0583,0.7635,0.6628,sym,0
0.82,0.6607,0.0,0.2325,0.3,0.0538,0.7702,0.686,sym,0
0.84,0.6838,0.0,0.2253,0.3,0.0507,0.7776,0.7076,sym,0
0.86,0.7048,0.0,0.2161,0.2927,0.0477,0.785,0.7273,sym,0
0.88,0.7238,0.0,0.2004,0.2643,0.0459,0.7916,0.7454,sym,0
0.9,0.7407,0.0,0.1819,0.2389,0.0474,0.7937,0.763,sym,0
0.92,0.756,0.0,0.1619,0.2161,0.0488,0.7955,0.7789,sym,0
0.94,0.7698,0.0,0.1406,0.1953,0.055,0.7921,0.7956,sym,0
0.96,0.7823,0.0,0.1204,0.1766,0.054,0.7999,0.8076,sym,0
0.98,0.7938,0.0,0.1035,0.1593,0.0537,0.8098,0.819,sym,0
1.0,0.8044,0.0,0.087,0.1434,0.0544,0.8183,0.8299,sym,0
1.02,0.8141,0.0,0.0711,0.1289,0.0523,0.8332,0.8387,sym,0
1.04,0.823,0.0,0.0578,0.1155,0.053,0.8441,0.8479,sym,0
1.06,0.8313,0.0,0.0472,0.103,0.0503,0.8628,0.855,sym,0
1.08,0.839,0.0,0.0444,0.0916,0.0528,0.8626,0.8638,sym,0
1.1,0.8463,0.0,0.0346,0.0806,0.047,0.8821,0.8684,sym,0
1.12,0.8527,0.0,0.0372,0.0709,0.0488,0.8757,0.8757,sym,0
1.14,0.8591,0.0,0.0259,0.0614,0.0438,0.8945,0.8797,sym,0
1.16,0.8644,0.0,0.0296,0.0534,0.046,0.8868,0.886,sym,0
1.18,0.8698,0.0,0.0209,0.0453,0.0414,0.9042,0.8893,sym,0
1.2,0.8743,0.0,0.0244,0.0385,0.0439,0.8952,0.895,sym,0
1.22,0.8789,0.0,0.0189,0.0316,0.0402,0.9098,0.8978,sym,0
1.24,0.8828,0.0,0.0201,0.0258,0.042,0.9026,0.9025,sym,0
1.26,0.8866,0.0,0.0179,0.0201,0.0399,0.9123,0.9054,sym,0
1.28,0.89,0.0,0.0185,0.0151,0.0407,0.9072,0.9091,sym,0
1.3,0.8931,0.0,0.0171,0.0103,0.0395,0.914,0.9117,sym,0
1.32,0.896,0.0,0.0173,0.006,0.0399,0.9104,0.9147,sym,0
1.34,0.8986,0.0,0.0163,0.002,0.0388,0.9159,0.9169,sym,0
1.36,0.9011,0.0,0.0165,0.0,0.039,0.9136,0.9011,normal,0
1.38,0.9033,0.0,0.0158,0.0,0.0382,0.9174,0.9033,normal,0
1.4,0.9053,0.0,0.0159,0.0,0.0382,0.9166,0.9053,normal,0
1.42,0.9072,0.0,0.0156,0.0,0.0378,0.9185,0.9072,normal,0
1.44,0.9076,0.0,0.0157,0.0,0.0378,0.918,0.9076,normal,0
1.46,0.9076,0.0,0.0156,0.0,0.0378,0.9184,0.9076,normal,0
1.48,0.9076,0.0,0.0156,0.0,0.0378,0.9182,0.9076,normal,0
1.5,0.9076,0.0,0.0156,0.0,0.0378,0.9183,0.9076,normal,0
1.52,0.9076,0.0,0.0156,0.0,0.0378,0.9182,0.9076,normal,0
1.54,0.9076,0.0,0.0156,0.0,0.0378,0.9183,0.9076,normal,0
1.56,0.9076,0.0,0.0156,0.0,0.0378,0.9182,0.9076,normal,0
1.58,0.9076,0.0,0.0156,0.0,0.0378,0.9182,0.9076,normal,0
1.6,0.9076,0.0,0.0156,0.0,0.0378,0.9182,0.9076,normal,0
1.62,0.9076,0.0,0.0156,0.0,0.0378,0.9182,0.9076,normal,0
1.64,0.9076,0.0,0.0156,0.0,0.0378,0.9182,0.9076,normal,0
1.66,0.9076,0.0,0.0156,0.0,0.0378,0.9182,0.9076,normal,0
