t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9524,0.0,0.0156,0.0,0.0414,-0.0482,0.9254,0.9524,normal,0
0.02,0.953,0.0,0.0122,0.0,0.031,-0.0028,0.9349,0.953,normal,0
0.04,0.9528,0.0,0.0111,0.0,0.0315,-0.0221,0.9301,0.9528,normal,0
0.06,0.9528,0.0,0.0118,0.0,0.0316,-0.0162,0.9307,0.9528,normal,0
0.08,0.9529,0.0,0.0116,0.0,0.0315,-0.0178,0.9304,0.9529,normal,0
0.1,0.1109,0.0,0.27,0.3,0.0467,0.1468,0.8126,0.1328,normal,1
0.12,0.1186,0.0,0.27,0.3,0.0079,-0.1838,0.8186,0.1224,sym,1
0.14,0.1187,0.0,0.27,0.3,0.0414,-0.1998,0.7691,0.1381,sym,1
0.16,0.1187,0.0,0.27,0.3,0.0334,-0.1999,0.7658,0.1344,sym,1
0.18,0.1187,0.0,0.27,0.3,0.0341,-0.1999,0.7639,0.1347,sym,1
0.2,0.1187,0.0,0.27,0.3,0.0339,-0.1999,0.7638,0.1346,sym,1
0.22,0.1187,0.0,0.27,0.3,0.0339,-0.1999,0.7637,0.1346,sym,1
0.24,0.1187,0.0,0.27,0.3,0.0339,-0.1999,0.7637,0.1346,sym,1
0.26,0.9621,0.0,0.0034,0.0,0.0196,0.0251,0.8971,0.9621,sym,0
0.28,0.9527,0.0,0.0109,0.0,0.0293,-0.0311,0.9191,0.9527,normal,0
0.3,0.9528,0.0,0.0121,0.0,0.0317,-0.0141,0.9281,0.9528,normal,0
0.32,0.9529,0.0,0.0114,0.0,0.0312,-0.0179,0.9301,0.9529,normal,0
0.34,0.9528,0.0,0.0117,0.0,0.0315,-0.0175,0.9303,0.9528,normal,0
0.36,0.9529,0.0,0.0116,0.0,0.0315,-0.0174,0.9305,0.9529,normal,0
0.38,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.4,0.9528,0.0,0.0116,0.0,0.0315,-0.0174,0.9305,0.9528,normal,0
0.42,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.44,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.46,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.48,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.5,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.52,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.54,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.56,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.58,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.6,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.62,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
0.64,0.9528,0.0,0.0116,0.0,0.0315,-0.0175,0.9305,0.9528,normal,0
