t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9491,0.0,0.0159,0.0,0.0415,-0.0479,0.9254,0.9491,normal,0
0.02,0.9498,0.0,0.0124,0.0,0.0314,-0.0028,0.9344,0.9498,normal,0
0.04,0.9496,0.0,0.0114,0.0,0.032,-0.0221,0.9293,0.9496,normal,0
0.06,0.9496,0.0,0.0121,0.0,0.0318,-0.0158,0.9302,0.9496,normal,0
0.08,0.9496,0.0,0.0118,0.0,0.0318,-0.0176,0.9299,0.9496,normal,0
0.1,0.8918,0.0581,0.0123,0.0124,0.0324,-0.0357,0.9224,0.907,normal,1
0.12,0.8918,0.0581,0.1934,0.0123,0.0491,-0.1935,0.8294,0.9149,sym,1
0.14,0.8986,0.0575,0.2408,0.0022,0.0237,-0.192,0.8353,0.9097,sym,1
0.16,0.9002,0.0574,0.2227,0.0,0.027,-0.1736,0.8402,0.9002,sym,1
0.18,0.8997,0.0574,0.2214,0.0005,0.0276,-0.1801,0.8385,0.9126,sym,1
0.2,0.8996,0.0574,0.2246,0.0006,0.0277,-0.1813,0.8372,0.9126,sym,1
0.22,0.8997,0.0574,0.2237,0.0004,0.0275,-0.1802,0.8376,0.9127,sym,1
0.24,0.8997,0.0574,0.2236,0.0005,0.0276,-0.1804,0.8376,0.9126,sym,1
0.26,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9127,sym,1
0.28,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1804,0.8375,0.9126,sym,1
0.3,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.32,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.34,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.36,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.38,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.4,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.42,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.44,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.46,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.48,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.5,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.52,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.54,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.56,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.58,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.6,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.62,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.64,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.66,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.68,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.7,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.72,0.8997,0.0574,0.2237,0.0005,0.0276,-0.1805,0.8375,0.9126,sym,1
0.74,0.957,0.0,0.007,0.0,0.0348,0.0019,0.9054,0.957,sym,0
0.76,0.9494,0.0,0.0112,0.0,0.0276,-0.0171,0.9288,0.9494,normal,0
0.78,0.9496,0.0,0.0121,0.0,0.0328,-0.0201,0.9272,0.9496,normal,0
0.8,0.9496,0.0,0.0118,0.0,0.0314,-0.0154,0.9303,0.9496,normal,0
0.82,0.9496,0.0,0.0118,0.0,0.0319,-0.018,0.9297,0.9496,normal,0
0.84,0.9496,0.0,0.0119,0.0,0.0318,-0.0169,0.93,0.9496,normal,0
0.86,0.9496,0.0,0.0118,0.0,0.0318,-0.0173,0.9299,0.9496,normal,0
0.88,0.9496,0.0,0.0119,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
0.9,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
0.92,0.9496,0.0,0.0119,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
0.94,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
0.96,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
0.98,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
1.0,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
1.02,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
1.04,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
1.06,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
1.08,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
1.1,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
1.12,0.9496,0.0,0.0118,0.0,0.0318,-0.0172,0.93,0.9496,normal,0
