t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9621,0.0,0.0145,0.0,0.0409,-0.0492,0.9258,0.9621,normal,0
0.02,0.9627,0.0,0.0115,0.0,0.03,-0.003,0.9364,0.9627,normal,0
0.04,0.9625,0.0,0.0104,0.0,0.0306,-0.0229,0.9315,0.9625,normal,0
0.06,0.9625,0.0,0.0112,0.0,0.0306,-0.0169,0.9322,0.9625,normal,0
0.08,0.9625,0.0,0.0109,0.0,0.0305,-0.0184,0.9319,0.9625,normal,0
0.1,0.6226,0.3395,0.1795,0.3,0.0383,0.055,0.8923,0.6406,normal,1
0.12,0.6269,0.3431,0.24,0.3,-0.0611,-0.0601,0.926,0.6269,asym,1
0.14,0.6294,0.3446,0.24,0.3,-0.0536,-0.0643,0.9341,0.6294,asym,1
0.16,0.6289,0.3442,0.24,0.3,-0.0525,-0.0638,0.9366,0.6289,asym,1
0.18,0.6292,0.3444,0.24,0.3,-0.0523,-0.0639,0.9373,0.6292,asym,1
0.2,0.629,0.3443,0.24,0.3,-0.0522,-0.0638,0.9375,0.629,asym,1
0.22,0.6291,0.3444,0.24,0.3,-0.0522,-0.0638,0.9375,0.6291,asym,1
0.24,0.629,0.3443,0.24,0.3,-0.0522,-0.0638,0.9375,0.629,asym,1
0.26,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.28,0.629,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.629,asym,1
0.3,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.32,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.34,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.36,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.38,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.4,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.42,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.44,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.46,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.48,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.5,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.52,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.54,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.56,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.58,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.6,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.62,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.64,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.66,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.68,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.7,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.72,0.6291,0.3443,0.24,0.3,-0.0522,-0.0638,0.9376,0.6291,asym,1
0.74,0.9702,0.0,-0.0075,0.0,-0.0026,0.0122,0.9775,0.9702,asym,0
0.76,0.9619,0.0,0.0132,0.0,0.0365,-0.046,0.9266,0.9619,normal,0
0.78,0.9626,0.0,0.0116,0.0,0.0305,-0.0067,0.9346,0.9626,normal,0
0.8,0.9625,0.0,0.0105,0.0,0.0305,-0.0214,0.9317,0.9625,normal,0
0.82,0.9625,0.0,0.0111,0.0,0.0306,-0.0173,0.9321,0.9625,normal,0
0.84,0.9625,0.0,0.0109,0.0,0.0305,-0.0183,0.932,0.9625,normal,0
0.86,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
0.88,0.9625,0.0,0.0109,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
0.9,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
0.92,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
0.94,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
0.96,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
0.98,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
1.0,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
1.02,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
1.04,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
1.06,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
1.08,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
1.1,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
1.12,0.9625,0.0,0.011,0.0,0.0306,-0.0181,0.932,0.9625,normal,0
