t,Vp,Vn,iq,iq_ref,se_d,se_q,Vdc,v_load,gate,in_fault
0.0,0.9783,0.0,0.0126,0.0,0.0396,-0.0504,0.9272,0.9783,normal,0
0.02,0.9785,0.0,0.0104,0.0,0.0284,-0.0041,0.9387,0.9785,normal,0
0.04,0.9784,0.0,0.0094,0.0,0.029,-0.0241,0.9339,0.9784,normal,0
0.06,0.9784,0.0,0.0101,0.0,0.0291,-0.018,0.9346,0.9784,normal,0
0.08,0.9784,0.0,0.0098,0.0,0.029,-0.0196,0.9344,0.9784,normal,0
0.1,0.6182,0.0,0.1545,0.3,0.0449,0.0464,0.8894,0.6392,normal,1
0.12,0.6151,0.0,0.2605,0.3,0.073,-0.1997,0.7735,0.6494,sym,1
0.14,0.6154,0.0,0.27,0.3,-0.0075,-0.1999,0.839,0.6154,sym,1
0.16,0.6154,0.0,0.27,0.3,-0.0085,-0.1998,0.8576,0.6154,sym,1
0.18,0.6154,0.0,0.27,0.3,-0.0082,-0.1998,0.8629,0.6154,sym,1
0.2,0.6154,0.0,0.27,0.3,-0.0082,-0.1998,0.8644,0.6154,sym,1
0.22,0.6154,0.0,0.27,0.3,-0.0082,-0.1998,0.8648,0.6154,sym,1
0.24,0.6154,0.0,0.27,0.3,-0.0082,-0.1998,0.8649,0.6154,sym,1
0.26,0.9815,0.0,0.005,0.0,0.0254,-0.0031,0.9258,0.9815,sym,0
0.28,0.9784,0.0,0.0097,0.0,0.028,-0.0249,0.9314,0.9784,normal,0
0.3,0.9784,0.0,0.0101,0.0,0.0293,-0.0182,0.9335,0.9784,normal,0
0.32,0.9784,0.0,0.0098,0.0,0.0289,-0.0192,0.9344,0.9784,normal,0
0.34,0.9784,0.0,0.0099,0.0,0.0291,-0.0194,0.9343,0.9784,normal,0
0.36,0.9784,0.0,0.0099,0.0,0.029,-0.0192,0.9344,0.9784,normal,0
0.38,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.4,0.9784,0.0,0.0099,0.0,0.029,-0.0192,0.9344,0.9784,normal,0
0.42,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.44,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.46,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.48,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.5,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.52,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.54,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.56,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.58,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.6,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.62,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
0.64,0.9784,0.0,0.0099,0.0,0.029,-0.0193,0.9344,0.9784,normal,0
