t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9783,0.0,0.0126,0.0,0.0396,0.9272,0.9783,normal,0
0.02,0.9785,0.0,0.0104,0.0,0.0284,0.9387,0.9785,normal,0
0.04,0.9784,0.0,0.0094,0.0,0.029,0.9339,0.9784,normal,0
0.06,0.9784,0.0,0.0101,0.0,0.0291,0.9346,0.9784,normal,0
0.08,0.9784,0.0,0.0098,0.0,0.029,0.9344,0.9784,normal,0
0.1,0.7301,0.0,0.0512,0.2548,0.0353,0.9172,0.7467,normal,1
0.12,0.7318,0.0,0.2201,0.2523,0.0772,0.7839,0.7681,sym,1
0.14,0.734,0.0,0.27,0.249,-0.039,0.8461,0.734,sym,1
0.16,0.7345,0.0,0.27,0.2483,-0.0345,0.8639,0.7345,sym,1
0.18,0.7345,0.0,0.27,0.2483,-0.0345,0.869,0.7345,sym,1
0.2,0.7345,0.0,0.27,0.2483,-0.0344,0.8704,0.7345,sym,1
0.22,0.7345,0.0,0.27,0.2483,-0.0344,0.8708,0.7345,sym,1
0.24,0.7345,0.0,0.27,0.2483,-0.0344,0.8709,0.7345,sym,1
0.26,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.28,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.3,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.32,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.34,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.36,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.38,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.4,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.42,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.44,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.46,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.48,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.5,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.52,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.54,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.56,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.58,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.6,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.62,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.64,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.66,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.68,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.7,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.72,0.7345,0.0,0.27,0.2483,-0.0344,0.871,0.7345,sym,1
0.74,0.6384,0.0,0.2526,0.3,0.0714,0.7734,0.672,sym,0
0.76,0.6643,0.0,0.229,0.3,0.0537,0.7739,0.6895,sym,0
0.78,0.6904,0.0,0.2229,0.3,0.0491,0.781,0.7135,sym,0
0.8,0.7145,0.0,0.2079,0.2783,0.0471,0.7879,0.7366,sym,0
0.82,0.7365,0.0,0.1861,0.2453,0.0473,0.7923,0.7587,sym,0
0.84,0.7566,0.0,0.159,0.2151,0.0493,0.7944,0.7798,sym,0
0.86,0.775,0.0,0.1307,0.1875,0.0565,0.7918,0.8015,sym,0
0.88,0.7917,0.0,0.1049,0.1624,0.0535,0.8072,0.8169,sym,0
0.9,0.807,0.0,0.0824,0.1395,0.0547,0.8186,0.8327,sym,0
0.92,0.821,0.0,0.0576,0.1185,0.0512,0.8437,0.8451,sym,0
0.94,0.8339,0.0,0.0451,0.0992,0.0506,0.8629,0.8576,sym,0
0.96,0.8456,0.0,0.0377,0.0816,0.0487,0.8747,0.8685,sym,0
0.98,0.8564,0.0,0.0308,0.0653,0.0463,0.8843,0.8782,sym,0
