t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9933,0.0,0.0112,0.0,0.0379,0.9298,0.9933,normal,0
0.02,0.9934,0.0,0.0094,0.0,0.027,0.9406,0.9934,normal,0
0.04,0.9934,0.0,0.0084,0.0,0.0276,0.9362,0.9934,normal,0
0.06,0.9934,0.0,0.0091,0.0,0.0277,0.9369,0.9934,normal,0
0.08,0.9934,0.0,0.0088,0.0,0.0276,0.9367,0.9934,normal,0
0.1,0.9855,0.0077,0.01,0.0,0.0325,0.9278,0.9855,normal,1
0.12,0.9857,0.0078,0.0105,0.0,0.0292,0.9322,0.9857,normal,1
0.14,0.9858,0.0078,0.0098,0.0,0.0314,0.9283,0.9858,normal,1
0.16,0.9857,0.0078,0.0104,0.0,0.0297,0.9314,0.9857,normal,1
0.18,0.9857,0.0078,0.0099,0.0,0.0311,0.9289,0.9857,normal,1
0.2,0.9857,0.0078,0.0103,0.0,0.03,0.931,0.9857,normal,1
0.22,0.9857,0.0078,0.0099,0.0,0.0309,0.9292,0.9857,normal,1
0.24,0.9857,0.0078,0.0102,0.0,0.0301,0.9307,0.9857,normal,1
0.26,0.9857,0.0078,0.01,0.0,0.0308,0.9295,0.9857,normal,1
0.28,0.9857,0.0078,0.0101,0.0,0.0302,0.9304,0.9857,normal,1
0.3,0.9857,0.0078,0.01,0.0,0.0307,0.9297,0.9857,normal,1
0.32,0.9857,0.0078,0.0101,0.0,0.0303,0.9303,0.9857,normal,1
0.34,0.9857,0.0078,0.01,0.0,0.0306,0.9298,0.9857,normal,1
0.36,0.9857,0.0078,0.0101,0.0,0.0304,0.9302,0.9857,normal,1
0.38,0.9857,0.0078,0.01,0.0,0.0306,0.9298,0.9857,normal,1
0.4,0.9857,0.0078,0.0101,0.0,0.0304,0.9302,0.9857,normal,1
0.42,0.9857,0.0078,0.0101,0.0,0.0305,0.9299,0.9857,normal,1
0.44,0.9857,0.0078,0.0101,0.0,0.0304,0.9301,0.9857,normal,1
0.46,0.9857,0.0078,0.0101,0.0,0.0305,0.9299,0.9857,normal,1
0.48,0.9857,0.0078,0.0101,0.0,0.0304,0.9301,0.9857,normal,1
0.5,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.52,0.9857,0.0078,0.0101,0.0,0.0304,0.9301,0.9857,normal,1
0.54,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.56,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.58,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.6,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.62,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.64,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.66,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.68,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.7,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.72,0.9857,0.0078,0.0101,0.0,0.0305,0.93,0.9857,normal,1
0.76,0.6621,0.0,0.2608,0.3,0.0346,0.8748,0.6784,normal,0
0.78,0.6911,0.0,0.2131,0.3,0.0592,0.7952,0.7189,sym,0
0.8,0.7159,0.0,0.2088,0.2761,0.043,0.7976,0.7361,sym,0
0.82,0.7389,0.0,0.1825,0.2417,0.0509,0.7903,0.7628,sym,0
0.84,0.7597,0.0,0.1541,0.2104,0.0494,0.7949,0.7829,sym,0
0.86,0.7788,0.0,0.1252,0.1817,0.058,0.7916,0.8061,sym,0
0.88,0.7964,0.0,0.0958,0.1554,0.0524,0.8125,0.821,sym,0
0.9,0.8124,0.0,0.0743,0.1313,0.0551,0.8236,0.8383,sym,0
0.92,0.8272,0.0,0.049,0.1092,0.0491,0.8565,0.8503,sym,0
0.94,0.8408,0.0,0.0413,0.0889,0.051,0.8669,0.8647,sym,0
0.96,0.8533,0.0,0.0309,0.0701,0.0462,0.8842,0.875,sym,0
0.98,0.8647,0.0,0.0271,0.0529,0.0446,0.8901,0.8857,sym,0
1.0,0.8753,0.0,0.0199,0.0371,0.0414,0.904,0.8947,sym,0
1.02,0.8849,0.0,0.019,0.0226,0.0408,0.906,0.9041,sym,0
1.04,0.8939,0.0,0.017,0.0092,0.0393,0.9132,0.9123,sym,0
1.06,0.902,0.0,0.0162,0.0,0.0385,0.9148,0.902,sym,0
1.08,0.9095,0.0,0.0153,0.0,0.0372,0.9192,0.9095,normal,0
1.1,0.9164,0.0,0.0148,0.0,0.0363,0.9209,0.9164,normal,0
1.12,0.9227,0.0,0.0142,0.0,0.0353,0.923,0.9227,normal,0
1.14,0.9285,0.0,0.0136,0.0,0.0345,0.9246,0.9285,normal,0
1.16,0.9339,0.0,0.0131,0.0,0.0337,0.9262,0.9339,normal,0
1.18,0.9388,0.0,0.0127,0.0,0.033,0.9275,0.9388,normal,0
1.2,0.9432,0.0,0.0123,0.0,0.0324,0.9287,0.9432,normal,0
1.22,0.9474,0.0,0.0119,0.0,0.0319,0.9296,0.9474,normal,0
1.24,0.9511,0.0,0.0117,0.0,0.0316,0.9302,0.9511,normal,0
1.26,0.9546,0.0,0.0114,0.0,0.0312,0.9308,0.9546,normal,0
1.28,0.9578,0.0,0.0112,0.0,0.0309,0.9313,0.9578,normal,0
1.3,0.9607,0.0,0.011,0.0,0.0307,0.9317,0.9607,normal,0
1.32,0.9634,0.0,0.0109,0.0,0.0304,0.9321,0.9634,normal,0
1.34,0.9659,0.0,0.0107,0.0,0.0302,0.9325,0.9659,normal,0
1.36,0.9681,0.0,0.0106,0.0,0.03,0.9328,0.9681,normal,0
1.38,0.9702,0.0,0.0104,0.0,0.0298,0.9331,0.9702,normal,0
1.4,0.9721,0.0,0.0103,0.0,0.0296,0.9334,0.9721,normal,0
1.42,0.9739,0.0,0.0102,0.0,0.0294,0.9337,0.9739,normal,0
1.44,0.9743,0.0,0.0102,0.0,0.0294,0.9337,0.9743,normal,0
1.46,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.48,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.5,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.52,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.54,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.56,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.58,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.6,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.62,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.64,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.66,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.68,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.7,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.72,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.74,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.76,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.78,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
1.8,0.9743,0.0,0.0102,0.0,0.0294,0.9338,0.9743,normal,0
