file,sc_id,scenario,fault_start_s,fault_end_s,v2_min_pu_fault,v2_mean_pu_fault,v2_recovery_ms_to_0p90,vdc_peak_pu_post_fault,vdc_min_pu_post_fault,i2_peak_pu_post_fault,q2_abs_peak_kvar_fault,lvrt_pass_basic
scenario_0209_switching_6_sc_1ph_run009.mat,6,sc_1ph,0.01605,0.05,0.8592,0.9368,0.2,1.0809,0.9109,1.6819,356.652,True
scenario_0210_switching_6_sc_1ph_run010.mat,6,sc_1ph,0.0193,0.05,0.9192,0.9389,0.0,1.0046,0.6748,1.8234,339.225,False
scenario_0211_switching_6_sc_1ph_run011.mat,6,sc_1ph,0.01575,0.05,0.8317,0.9412,0.2,1.0874,0.889,1.5797,283.859,True
scenario_0212_switching_6_sc_1ph_run012.mat,6,sc_1ph,0.02855,0.05,0.9224,0.9435,0.0,1.0217,0.6487,1.5705,303.328,False
scenario_0213_switching_6_sc_1ph_run013.mat,6,sc_1ph,0.02035,0.05,0.8808,0.946,0.1,1.0197,0.654,1.5986,291.688,False
scenario_0214_switching_6_sc_1ph_run014.mat,6,sc_1ph,0.0151,0.05,0.7542,0.9443,0.25,1.0977,0.8367,1.5397,234.684,True
scenario_0215_switching_6_sc_1ph_run015.mat,6,sc_1ph,0.02825,0.05,0.915,0.9357,0.0,1.0187,0.653,1.8358,375.508,False
scenario_0216_switching_6_sc_1ph_run016.mat,6,sc_1ph,0.0241,0.05,0.6916,0.9392,0.35,1.0168,0.6536,1.7578,344.108,False
scenario_0217_switching_6_sc_1ph_run017.mat,6,sc_1ph,0.0163,0.05,0.8572,0.9395,0.15,1.0755,0.9194,1.6267,303.582,True
scenario_0218_switching_6_sc_1ph_run018.mat,6,sc_1ph,0.0254,0.05,0.7961,0.9382,0.25,1.0151,0.6548,1.6221,356.346,False
scenario_0219_switching_6_sc_1ph_run019.mat,6,sc_1ph,0.01795,0.05,0.9259,0.9444,0.0,1.0302,0.7609,1.5616,266.862,True
scenario_0220_switching_6_sc_1ph_run020.mat,6,sc_1ph,0.0252,0.05,0.7197,0.9351,0.35,1.0178,0.6618,1.9706,385.747,False
scenario_0221_switching_6_sc_1ph_run021.mat,6,sc_1ph,0.022,0.05,0.7306,0.9373,0.45,1.0259,0.654,1.9594,359.978,False
scenario_0222_switching_6_sc_1ph_run022.mat,6,sc_1ph,0.01425,0.05,0.7367,0.9427,0.3,1.1038,0.8257,1.5418,254.938,True
scenario_0223_switching_6_sc_1ph_run023.mat,6,sc_1ph,0.0198,0.05,0.9074,0.941,0.0,1.0226,0.6588,1.735,320.386,False
scenario_0224_switching_6_sc_1ph_run024.mat,6,sc_1ph,0.01895,0.05,0.9154,0.9336,0.0,1.0004,0.6802,1.9743,413.317,False
scenario_0225_switching_6_sc_1ph_run025.mat,6,sc_1ph,0.01585,0.05,0.8219,0.9388,0.2,1.0894,0.8911,1.8014,306.972,True
scenario_0226_switching_6_sc_1ph_run026.mat,6,sc_1ph,0.0197,0.05,0.8981,0.9346,0.15,1.0184,0.6612,2.1648,392.877,False
scenario_0227_switching_6_sc_1ph_run027.mat,6,sc_1ph,0.0155,0.05,0.7791,0.9387,0.25,1.0923,0.8842,1.8169,303.1,True
scenario_0228_switching_6_sc_1ph_run028.mat,6,sc_1ph,0.023,0.05,0.746,0.9368,0.35,1.0175,0.6494,1.8006,371.999,False
scenario_0229_switching_6_sc_1ph_run029.mat,6,sc_1ph,0.0201,0.05,0.9074,0.9432,0.0,1.0228,0.6534,1.621,307.142,False
scenario_0230_switching_6_sc_1ph_run030.mat,6,sc_1ph,0.0207,0.05,0.8629,0.9436,0.15,1.0254,0.6527,1.6798,301.564,False
scenario_0231_switching_6_sc_1ph_run031.mat,6,sc_1ph,0.02825,0.05,0.9219,0.9436,0.0,1.0171,0.6503,1.5663,315.56,False
scenario_0232_switching_6_sc_1ph_run032.mat,6,sc_1ph,0.0156,0.05,0.8212,0.9389,0.2,1.0902,0.8831,1.6213,306.664,True
scenario_0233_switching_6_sc_1ph_run033.mat,6,sc_1ph,0.0286,0.05,0.9129,0.9358,0.0,1.0207,0.6499,1.9186,381.159,False
scenario_0234_switching_6_sc_1ph_run034.mat,6,sc_1ph,0.02455,0.05,0.7142,0.9386,0.4,1.0202,0.6596,1.8347,345.807,False
scenario_0235_switching_6_sc_1ph_run035.mat,6,sc_1ph,0.01735,0.05,0.9172,0.9397,0.0,1.0476,0.8776,1.664,299.722,True
scenario_0236_switching_6_sc_1ph_run036.mat,6,sc_1ph,0.02265,0.05,0.7633,0.9438,0.3,1.0147,0.6468,1.5735,315.04,False
scenario_0237_switching_6_sc_1ph_run037.mat,6,sc_1ph,0.01265,0.05,0.7499,0.9334,0.5,1.0918,0.6563,1.7971,374.287,False
scenario_0238_switching_6_sc_1ph_run038.mat,6,sc_1ph,0.02835,0.05,0.9121,0.9342,0.0,1.0206,0.6545,1.9718,389.858,False
scenario_0239_switching_6_sc_1ph_run039.mat,6,sc_1ph,0.02715,0.05,0.9015,0.9429,0.0,1.0247,0.6513,1.7624,317.795,False
scenario_0240_switching_6_sc_1ph_run040.mat,6,sc_1ph,0.02515,0.05,0.7548,0.9449,0.3,1.02,0.6584,1.6476,299.812,False
scenario_0241_switching_6_sc_1ph_run041.mat,6,sc_1ph,0.0197,0.05,0.9101,0.9398,0.0,1.0188,0.6628,1.8639,334.136,False
scenario_0242_switching_6_sc_1ph_run042.mat,6,sc_1ph,0.02025,0.05,0.8883,0.9384,0.1,1.016,0.6517,1.7597,361.794,False
scenario_0243_switching_6_sc_1ph_run043.mat,6,sc_1ph,0.0197,0.05,0.9096,0.946,0.0,1.019,0.6646,1.7997,292.935,False
scenario_0244_switching_6_sc_1ph_run044.mat,6,sc_1ph,0.01995,0.05,0.8871,0.9393,0.1,1.0169,0.6549,1.9691,365.994,False
scenario_0245_switching_6_sc_1ph_run045.mat,6,sc_1ph,0.02305,0.05,0.7403,0.9389,0.3,1.022,0.6561,1.7666,339.878,False
scenario_0246_switching_6_sc_1ph_run046.mat,6,sc_1ph,0.02615,0.05,0.8522,0.939,0.2,1.0171,0.6538,1.6841,352.901,False
scenario_0247_switching_6_sc_1ph_run047.mat,6,sc_1ph,0.0256,0.05,0.8122,0.9388,0.25,1.0233,0.657,1.6793,336.456,False
scenario_0248_switching_6_sc_1ph_run048.mat,6,sc_1ph,0.0125,0.05,0.7681,0.936,0.45,1.0884,0.6391,1.6483,358.697,False
scenario_0249_switching_6_sc_1ph_run049.mat,6,sc_1ph,0.0134,0.05,0.7341,0.9414,0.35,1.1014,0.7772,1.5162,251.514,True
scenario_0250_switching_6_sc_1ph_run050.mat,6,sc_1ph,0.0143,0.05,0.656,0.9385,0.35,1.0997,0.8208,1.7881,311.221,True
scenario_0251_switching_7_sc_3ph_run001.mat,7,sc_3ph,0.0161,0.05,0.3132,0.9282,1.05,1.0828,0.6823,2.5249,436.868,False
scenario_0252_switching_7_sc_3ph_run002.mat,7,sc_3ph,0.02135,0.05,0.3258,0.9202,1.4,1.0307,0.4853,3.102,431.418,False
scenario_0253_switching_7_sc_3ph_run003.mat,7,sc_3ph,0.02515,0.05,0.4567,0.9295,0.8,1.0154,0.5633,2.3251,384.673,False
scenario_0254_switching_7_sc_3ph_run004.mat,7,sc_3ph,0.019,0.05,0.3824,0.9237,1.2,1.0128,0.5231,2.9039,429.617,False
scenario_0255_switching_7_sc_3ph_run005.mat,7,sc_3ph,0.01925,0.05,0.3947,0.9313,0.9,1.0031,0.5193,2.5148,379.277,False
scenario_0256_switching_7_sc_3ph_run006.mat,7,sc_3ph,0.021,0.05,0.3944,0.9257,1.05,1.0168,0.5532,2.7022,405.448,False
scenario_0257_switching_7_sc_3ph_run007.mat,7,sc_3ph,0.01605,0.05,0.3924,0.9248,1.0,1.0826,0.7062,2.5485,450.472,False
scenario_0258_switching_7_sc_3ph_run008.mat,7,sc_3ph,0.01275,0.05,0.4146,0.9286,1.0,1.0955,0.7759,2.3159,485.172,True
scenario_0259_switching_7_sc_3ph_run009.mat,7,sc_3ph,0.01305,0.05,0.4113,0.9256,1.2,1.1051,0.8028,2.5513,495.501,True
scenario_0260_switching_7_sc_3ph_run010.mat,7,sc_3ph,0.01495,0.05,0.3463,0.9233,1.2,1.0974,0.7454,2.6975,445.978,False
scenario_0261_switching_7_sc_3ph_run011.mat,7,sc_3ph,0.0287,0.05,0.4652,0.9267,0.85,1.0268,0.6561,2.1316,388.711,False
scenario_0262_switching_7_sc_3ph_run012.mat,7,sc_3ph,0.0178,0.05,0.3221,0.9187,1.65,1.054,0.5198,3.1165,459.629,False
scenario_0263_switching_7_sc_3ph_run013.mat,7,sc_3ph,0.0167,0.05,0.3467,0.9227,1.45,1.0652,0.6296,2.912,502.293,False
scenario_0264_switching_7_sc_3ph_run014.mat,7,sc_3ph,0.013,0.05,0.3891,0.9294,1.25,1.1056,0.7071,2.5104,430.848,False
scenario_0265_switching_7_sc_3ph_run015.mat,7,sc_3ph,0.01565,0.05,0.3921,0.9345,0.8,1.0938,0.7855,2.1541,334.778,True
scenario_0266_switching_7_sc_3ph_run016.mat,7,sc_3ph,0.01335,0.05,0.3447,0.9292,1.4,1.1038,0.7028,2.5874,460.21,False
scenario_0267_switching_7_sc_3ph_run017.mat,7,sc_3ph,0.02085,0.05,0.3187,0.9216,1.5,1.0387,0.5078,3.236,373.285,False
scenario_0268_switching_7_sc_3ph_run018.mat,7,sc_3ph,0.02895,0.05,0.4443,0.9279,0.9,1.0355,0.657,2.1771,330.574,False
scenario_0269_switching_7_sc_3ph_run019.mat,7,sc_3ph,0.02595,0.05,0.4322,0.9206,1.0,1.0155,0.5626,2.6059,470.8,False
scenario_0270_switching_7_sc_3ph_run020.mat,7,sc_3ph,0.02575,0.05,0.3105,0.9287,1.05,1.0229,0.5289,2.6219,295.201,False
scenario_0271_switching_7_sc_3ph_run021.mat,7,sc_3ph,0.0273,0.05,0.407,0.9146,1.75,1.0185,0.5359,2.8105,554.104,False
scenario_0272_switching_7_sc_3ph_run022.mat,7,sc_3ph,0.0299,0.05,0.3518,0.918,1.35,1.0315,0.582,2.5003,424.846,False
scenario_0273_switching_7_sc_3ph_run023.mat,7,sc_3ph,0.01895,0.05,0.4765,0.9328,0.8,0.998,0.5385,2.3517,381.789,False
scenario_0274_switching_7_sc_3ph_run024.mat,7,sc_3ph,0.02635,0.05,0.3544,0.9287,1.1,1.0241,0.5277,2.6223,300.998,False
scenario_0275_switching_7_sc_3ph_run025.mat,7,sc_3ph,0.0162,0.05,0.3363,0.9269,1.05,1.0795,0.6782,2.6045,431.254,False
scenario_0276_switching_7_sc_3ph_run026.mat,7,sc_3ph,0.01825,0.05,0.3479,0.923,1.2,1.017,0.555,2.7843,452.082,False
scenario_0277_switching_7_sc_3ph_run027.mat,7,sc_3ph,0.02925,0.05,0.2536,0.9075,2.0,1.034,0.6052,2.9705,544.232,False
scenario_0278_switching_7_sc_3ph_run028.mat,7,sc_3ph,0.02885,0.05,0.379,0.9284,1.0,1.0172,0.5847,2.3276,350.346,False
scenario_0279_switching_7_sc_3ph_run029.mat,7,sc_3ph,0.0188,0.05,0.309,0.9154,1.75,1.0394,0.4698,3.4346,507.296,False
scenario_0280_switching_7_sc_3ph_run030.mat,7,sc_3ph,0.0201,0.05,0.3846,0.9271,0.95,1.0068,0.513,2.5541,443.514,False
scenario_0281_switching_7_sc_3ph_run031.mat,7,sc_3ph,0.0288,0.05,0.4321,0.9247,1.05,1.0382,0.6477,2.3074,369.968,False
scenario_0282_switching_7_sc_3ph_run032.mat,7,sc_3ph,0.02525,0.05,0.4479,0.9235,1.0,1.0177,0.5565,2.5623,437.616,False
scenario_0283_switching_7_sc_3ph_run033.mat,7,sc_3ph,0.01515,0.05,0.38,0.9296,1.1,1.0984,0.7688,2.5659,361.699,True
scenario_0284_switching_7_sc_3ph_run034.mat,7,sc_3ph,0.02845,0.05,0.4238,0.9278,1.0,1.0261,0.6246,2.2038,380.263,False
scenario_0285_switching_7_sc_3ph_run035.mat,7,sc_3ph,0.02535,0.05,0.2774,0.9204,1.3,1.0321,0.5298,2.9788,359.6,False
scenario_0286_switching_7_sc_3ph_run036.mat,7,sc_3ph,0.01285,0.05,0.4068,0.9328,0.9,1.0977,0.7825,2.1582,404.558,True
scenario_0287_switching_7_sc_3ph_run037.mat,7,sc_3ph,0.02235,0.05,0.321,0.9191,1.5,1.0319,0.4857,3.2469,375.974,False
scenario_0288_switching_7_sc_3ph_run038.mat,7,sc_3ph,0.02165,0.05,0.3424,0.9206,1.2,1.0228,0.511,2.9031,452.305,False
scenario_0289_switching_7_sc_3ph_run039.mat,7,sc_3ph,0.02605,0.05,0.4142,0.9327,0.8,1.0181,0.5849,2.2499,332.94,False
scenario_0290_switching_7_sc_3ph_run040.mat,7,sc_3ph,0.02465,0.05,0.4816,0.9305,0.9,1.0165,0.5513,2.3615,357.579,False
scenario_0291_switching_7_sc_3ph_run041.mat,7,sc_3ph,0.01895,0.05,0.2884,0.9235,1.4,1.0154,0.4895,3.1376,399.028,False
scenario_0292_switching_7_sc_3ph_run042.mat,7,sc_3ph,0.0261,0.05,0.2553,0.9211,1.45,1.0364,0.5115,3.0865,342.987,False
scenario_0293_switching_7_sc_3ph_run043.mat,7,sc_3ph,0.0174,0.05,0.4487,0.9331,0.85,1.0482,0.643,2.3041,347.896,False
scenario_0294_switching_7_sc_3ph_run044.mat,7,sc_3ph,0.0122,0.05,0.4126,0.9287,0.85,1.0864,0.7147,2.2146,457.458,False
scenario_0295_switching_7_sc_3ph_run045.mat,7,sc_3ph,0.01555,0.05,0.3856,0.9283,1.0,1.0934,0.7131,2.5357,385.778,False
scenario_0296_switching_7_sc_3ph_run046.mat,7,sc_3ph,0.0126,0.05,0.4468,0.9379,0.85,1.0946,0.742,2.0178,333.343,False
scenario_0297_switching_7_sc_3ph_run047.mat,7,sc_3ph,0.0261,0.05,0.3157,0.9222,1.25,1.025,0.5299,2.8217,367.771,False
scenario_0298_switching_7_sc_3ph_run048.mat,7,sc_3ph,0.01435,0.05,0.418,0.9272,0.9,1.1047,0.7984,2.3719,395.122,True
scenario_0299_switching_7_sc_3ph_run049.mat,7,sc_3ph,0.0133,0.05,0.3388,0.9241,1.15,1.104,0.8157,2.6181,551.902,True
scenario_0300_switching_7_sc_3ph_run050.mat,7,sc_3ph,0.0235,0.05,0.427,0.9337,0.85,1.0215,0.5466,2.3508,321.449,False
scenario_0301_switching_8_cascade_run001.mat,8,cascade,0.0165,0.05,0.838,0.9314,2.2,1.1128,0.744,1.4671,369.476,False
scenario_0302_switching_8_cascade_run002.mat,8,cascade,0.0213,0.05,0.8287,0.9235,0.0,1.058,0.8218,1.714,431.449,True
scenario_0303_switching_8_cascade_run003.mat,8,cascade,0.01915,0.05,0.8339,0.9131,0.0,1.1543,0.8042,1.2231,226.031,True
scenario_0304_switching_8_cascade_run004.mat,8,cascade,0.0169,0.05,0.8469,0.9313,1.8,1.1097,0.7443,1.4955,380.403,False
scenario_0305_switching_8_cascade_run005.mat,8,cascade,0.01675,0.05,0.8462,0.9237,2.0,1.0631,0.7552,1.5324,368.685,True
scenario_0306_switching_8_cascade_run006.mat,8,cascade,0.02375,0.05,0.8291,0.9263,0.0,1.097,0.8194,1.561,409.955,True
scenario_0307_switching_8_cascade_run007.mat,8,cascade,0.02785,0.05,0.842,0.9312,0.0,1.1142,0.7529,1.4374,355.132,True
scenario_0308_switching_8_cascade_run008.mat,8,cascade,0.02485,0.05,0.8435,0.9303,0.0,1.1416,0.7704,1.5119,323.785,True
scenario_0309_switching_8_cascade_run009.mat,8,cascade,0.01635,0.05,0.8392,0.926,2.4,1.075,0.7514,1.4189,338.022,True
scenario_0310_switching_8_cascade_run010.mat,8,cascade,0.0283,0.05,0.842,0.9249,0.0,1.1404,0.7704,1.6657,386.812,True
scenario_0311_switching_8_cascade_run011.mat,8,cascade,0.02275,0.05,0.831,0.9095,5.9,1.153,0.8917,1.2097,213.056,True
scenario_0312_switching_8_cascade_run012.mat,8,cascade,0.01735,0.05,0.8239,0.9285,1.15,1.0967,0.8177,1.4979,334.248,True
scenario_0313_switching_8_cascade_run013.mat,8,cascade,0.0286,0.05,0.8297,0.9187,0.0,1.1013,0.8348,1.7401,446.514,True
scenario_0314_switching_8_cascade_run014.mat,8,cascade,0.02345,0.05,0.8312,0.9117,5.35,1.1533,0.8402,1.1864,268.797,True
scenario_0315_switching_8_cascade_run015.mat,8,cascade,0.01305,0.05,0.8425,0.9179,0.0,1.1532,0.8062,1.3348,325.352,True
scenario_0316_switching_8_cascade_run016.mat,8,cascade,0.02225,0.05,0.8406,0.931,0.0,1.1148,0.7309,1.5645,412.239,False
scenario_0317_switching_8_cascade_run017.mat,8,cascade,0.02625,0.05,0.8396,0.9249,0.0,1.1179,0.7489,1.7428,465.699,False
scenario_0318_switching_8_cascade_run018.mat,8,cascade,0.02195,0.05,0.8306,0.9299,0.0,1.059,0.8258,1.4446,323.698,True
scenario_0319_switching_8_cascade_run019.mat,8,cascade,0.0153,0.05,0.8405,0.9188,0.0,1.1543,0.8393,1.2511,287.186,True
scenario_0320_switching_8_cascade_run020.mat,8,cascade,0.02825,0.05,0.8263,0.9202,0.0,1.0687,0.8767,1.4455,309.691,True
scenario_0321_switching_8_cascade_run021.mat,8,cascade,0.01405,0.05,0.8405,0.9163,0.0,1.1542,0.8447,1.3581,306.037,True
scenario_0322_switching_8_cascade_run022.mat,8,cascade,0.02765,0.05,0.8325,0.9289,0.0,1.1032,0.8393,1.3228,279.591,True
scenario_0323_switching_8_cascade_run023.mat,8,cascade,0.01635,0.05,0.8336,0.9145,0.0,1.1545,0.7958,1.2519,242.469,True
scenario_0324_switching_8_cascade_run024.mat,8,cascade,0.014,0.05,0.8216,0.9223,4.55,1.1283,0.859,1.5179,349.525,True
scenario_0325_switching_8_cascade_run025.mat,8,cascade,0.02745,0.05,0.8295,0.925,0.0,1.0786,0.877,1.2869,213.027,True
scenario_0326_switching_8_cascade_run026.mat,8,cascade,0.0172,0.05,0.8443,0.9171,0.0,1.1513,0.8304,1.2712,276.624,True
scenario_0327_switching_8_cascade_run027.mat,8,cascade,0.02135,0.05,0.8403,0.9338,0.0,1.1112,0.7263,1.4699,386.968,False
scenario_0328_switching_8_cascade_run028.mat,8,cascade,0.01585,0.05,0.8386,0.9297,2.7,1.0919,0.7562,1.3037,214.723,True
scenario_0329_switching_8_cascade_run029.mat,8,cascade,0.02755,0.05,0.8421,0.9268,0.0,1.1229,0.7605,1.6111,393.477,True
scenario_0330_switching_8_cascade_run030.mat,8,cascade,0.02935,0.05,0.8426,0.925,0.0,1.1309,0.7713,1.6242,377.495,True
scenario_0331_switching_8_cascade_run031.mat,8,cascade,0.0134,0.05,0.8417,0.9173,0.0,1.1543,0.8477,1.3446,289.033,True
scenario_0332_switching_8_cascade_run032.mat,8,cascade,0.0145,0.05,0.8399,0.9153,0.0,1.1545,0.8193,1.3796,322.825,True
scenario_0333_switching_8_cascade_run033.mat,8,cascade,0.01835,0.05,0.8352,0.9241,0.55,1.12,0.7312,1.8185,503.091,False
scenario_0334_switching_8_cascade_run034.mat,8,cascade,0.0174,0.05,0.8226,0.9269,1.3,1.0929,0.8175,1.5715,385.72,True
scenario_0335_switching_8_cascade_run035.mat,8,cascade,0.0298,0.05,0.8429,0.9258,0.0,1.1312,0.773,1.572,360.924,True
scenario_0336_switching_8_cascade_run036.mat,8,cascade,0.0294,0.05,0.8344,0.9244,0.0,1.1153,0.9254,1.4473,365.333,True
scenario_0337_switching_8_cascade_run037.mat,8,cascade,0.02515,0.05,0.8339,0.9129,3.6,1.1494,0.9118,1.2852,219.819,True
scenario_0338_switching_8_cascade_run038.mat,8,cascade,0.0158,0.05,0.8213,0.9298,2.7,1.1161,0.8096,1.3368,273.729,True
scenario_0339_switching_8_cascade_run039.mat,8,cascade,0.0203,0.05,0.8284,0.9248,0.0,1.1051,0.8387,1.6619,427.83,True
scenario_0340_switching_8_cascade_run040.mat,8,cascade,0.0215,0.05,0.8452,0.9257,0.0,1.0628,0.7525,1.5034,331.299,True
scenario_0341_switching_8_cascade_run041.mat,8,cascade,0.0272,0.05,0.8339,0.9261,0.0,1.1143,0.8535,1.4512,288.999,True
scenario_0342_switching_8_cascade_run042.mat,8,cascade,0.02245,0.05,0.8271,0.9037,6.5,1.1546,0.7741,1.4016,317.043,True
scenario_0343_switching_8_cascade_run043.mat,8,cascade,0.02415,0.05,0.8336,0.9261,0.0,1.1166,0.8576,1.5402,311.246,True
scenario_0344_switching_8_cascade_run044.mat,8,cascade,0.0164,0.05,0.8355,0.9287,2.35,1.1133,0.7401,1.5726,418.641,False
scenario_0345_switching_8_cascade_run045.mat,8,cascade,0.02305,0.05,0.8256,0.9077,5.75,1.1532,0.8639,1.2695,289.426,True
scenario_0346_switching_8_cascade_run046.mat,8,cascade,0.0239,0.05,0.8432,0.9277,0.0,1.0934,0.869,1.3386,232.274,True
scenario_0347_switching_8_cascade_run047.mat,8,cascade,0.01275,0.05,0.8179,0.9212,5.95,1.1062,0.7925,1.5581,400.714,True
scenario_0348_switching_8_cascade_run048.mat,8,cascade,0.0246,0.05,0.8675,0.9293,0.0,1.1125,0.7599,1.583,353.02,True
scenario_0349_switching_8_cascade_run049.mat,8,cascade,0.0223,0.05,0.8491,0.9311,0.0,1.0715,0.7529,1.3235,219.045,True
scenario_0350_switching_8_cascade_run050.mat,8,cascade,0.0285,0.05,0.8255,0.9189,0.0,1.0661,0.8779,1.4833,335.722,True
