scenario_idx,sc_id,strategy,vdc_min_pu,vdc_max_pu,i2_max_pu,lvrt_pass
81,3,2,0.760676164443884,1.06601489451571,1.42264419895653,1
81,3,3,0.754114857139901,1.0651321038597,1.43207784686645,1
82,3,0,0.795643800304386,1.08468491532265,1.59397651380771,1
82,3,1,0.803396887513517,1.05756994987475,1.54800639376446,1
82,3,2,0.795418541906055,1.05987759960188,1.52826382610735,1
82,3,3,0.764150822587458,1.06264124249286,1.4988205588562,1
83,3,0,0.774539763043407,1.07076304359758,1.30478534941557,1
83,3,1,0.772023304213633,1.04506623749028,1.28231674669374,1
83,3,2,0.766301332861914,1.03998103002259,1.271667603706,1
83,3,3,0.781931007759543,1.05044947348553,1.22801337536055,1
84,3,0,0.786620764642533,1.07431524522694,1.42838530241648,1
84,3,1,0.790438523689025,1.04778729551752,1.37825925763289,1
84,3,2,0.782848213445103,1.04172464706653,1.36694571366498,1
84,3,3,0.761986304948211,1.05197729188071,1.32526607708542,1
85,3,0,0.744950145701584,1.08576785904,1.61509162967546,0
85,3,1,0.726468026609772,1.07729162708198,1.61278039368494,0
85,3,2,0.72645477291647,1.0668732528663,1.59623391094606,0
85,3,3,0.704387195886299,1.05872102119504,1.53861495166785,0
86,3,0,0.792453694230695,1.07581429387986,1.64866143726026,1
86,3,1,0.794364420181223,1.04551198598583,1.60333081489071,1
86,3,2,0.791381180300492,1.0440435067678,1.59450765513671,1
86,3,3,0.765618015696651,1.0524786420879,1.55058314608872,1
87,3,0,0.81675247300879,1.10931432071477,1.49187761859365,1
87,3,1,0.813559725291588,1.09309141137513,1.456189519761,1
87,3,2,0.794865383310742,1.07919656547555,1.44108906447127,1
87,3,3,0.770648376814592,1.06519050665517,1.4288301017646,1
88,3,0,0.820843166277546,1.11416226732911,1.32105592361182,1
88,3,1,0.788130302141148,1.10021896724157,1.31918320255206,1
88,3,2,0.756371497690022,1.09557679373152,1.32469250880355,1
88,3,3,0.725973427036665,1.08809886052515,1.32200559401077,0
89,3,0,0.753251375257388,1.0913266266279,1.37724013642209,1
89,3,1,0.758794572388958,1.08621303500958,1.36379190215614,1
89,3,2,0.757420426287267,1.0824116710634,1.36320471677073,1
89,3,3,0.754657099470517,1.0758712711913,1.37003662117796,1
90,3,0,0.818191948991953,1.11312260604663,1.43831055398562,1
90,3,1,0.766343956740055,1.10011985601518,1.44114117869534,1
90,3,2,0.745102573455398,1.0946162914295,1.43787588105202,0
90,3,3,0.713284608105838,1.09370581670199,1.45687193959603,0
91,3,0,0.820424765062639,1.11696006575638,1.40944629454088,1
91,3,1,0.772418268558929,1.10270978086263,1.40783010958024,1
91,3,2,0.754137859989199,1.09571679710168,1.40901186952768,1
91,3,3,0.726725571196555,1.09095354068504,1.42115842819924,0
92,3,0,0.776154132140785,1.05114821521112,1.48978416884392,1
92,3,1,0.77832722188086,1.02756686747344,1.45354961043075,1
92,3,2,0.772004431120889,1.022265508762,1.43367851530961,1
92,3,3,0.758348265298543,1.04421627915658,1.39156781575858,1
93,3,0,0.769471988695052,1.09346798096554,1.45059179011645,1
93,3,1,0.724921966775159,1.08548296820764,1.45956630665544,0
93,3,2,0.70385729744825,1.07165712732377,1.45475973192623,0
93,3,3,0.705317038839337,1.06521941698255,1.45680570741926,0
94,3,0,0.745838650215435,1.08791438994418,1.30002825184696,0
94,3,1,0.734048104795524,1.07658603264002,1.28503128842967,0
94,3,2,0.7297837584397,1.06519801168499,1.27200582704839,0
94,3,3,0.709427952501631,1.0594515290335,1.21897025031484,0
95,3,0,0.787308746335681,1.09109623432094,1.1504760057762,1
95,3,1,0.781695353873027,1.07360873698494,1.12586953771108,1
95,3,2,0.77534522904585,1.06072033441075,1.11928455196782,1
95,3,3,0.781071649099932,1.0653120940547,1.09506299620604,1
96,3,0,0.825011580329249,1.11208333110823,1.52941045518706,1
96,3,1,0.768731148277992,1.10546399488577,1.5359065382764,1
96,3,2,0.731919681651504,1.10309955174718,1.53735107906988,0
96,3,3,0.703688090902187,1.10293531348108,1.56965137679007,0
97,3,0,0.749874057811338,1.08679556878785,1.28932366968609,0
97,3,1,0.755325109170389,1.07701828086585,1.27372799124624,1
97,3,2,0.755482983234059,1.07240373642472,1.27186199750799,1
97,3,3,0.751138007486715,1.06989193235042,1.27955143572364,1
98,3,0,0.797147054327259,1.08857111360101,1.43004967571514,1
98,3,1,0.788273449739468,1.06996631991859,1.4195079765341,1
98,3,2,0.783614060470633,1.05955620585179,1.41307165978641,1
98,3,3,0.788463271312367,1.06263863964957,1.39694577712993,1
99,3,0,0.795544661781578,1.10075627399423,1.48660987110269,1
99,3,1,0.775348074516036,1.09216500737007,1.50493086092519,1
99,3,2,0.768389411234141,1.09089627572867,1.5043235379717,1
99,3,3,0.762528254633827,1.09078795994376,1.50378601541965,1
100,3,0,0.800807898800156,1.10029962651246,1.42242007938087,1
100,3,1,0.812578021035066,1.08283550964097,1.36892184238738,1
100,3,2,0.796185358848678,1.0837509065477,1.33409685566447,1
100,3,3,0.758676017972902,1.07120588688993,1.32770866307572,1
101,4,0,0.932446656483732,1.12240255099685,1.27708934424958,1
101,4,1,0.928473191409981,1.10457226630373,1.27812815945383,1
101,4,2,0.916604987111404,1.1159676211564,1.28603365874761,1
101,4,3,0.887239821411521,1.12393237605272,1.26790760132664,1
102,4,0,0.91988802803557,1.14199873503977,1.47538624210059,1
102,4,1,0.901954145069702,1.12201051285015,1.44405612826603,1
102,4,2,0.880497738797261,1.11925131177986,1.43936031393652,1
102,4,3,0.854431086934416,1.14024271410412,1.40628469123134,1
103,4,0,0.933454927689301,1.12515801325288,1.29483915946115,1
103,4,1,0.928556938329364,1.10729871774917,1.30030188329623,1
103,4,2,0.916666458664874,1.11755202982814,1.30200112064495,1
103,4,3,0.891201553589466,1.12586965238022,1.28775575813917,1
104,4,0,0.914780992069139,1.08707865814383,1.53023893556083,1
104,4,1,0.904970324947885,1.03816632637519,1.54056019091285,1
104,4,2,0.877728614086062,1.04617282642309,1.53083575407051,1
104,4,3,0.850040722951209,1.07445907740293,1.46317765731094,1
105,4,0,0.925606411617174,1.11438596538556,1.22367480892203,1
105,4,1,0.923603831663728,1.10203905492794,1.22247221442877,1
105,4,2,0.91382870057375,1.10979708262643,1.22159327293152,1
105,4,3,0.876344020166607,1.12296285806455,1.20292798272824,1
106,4,0,0.903245754223893,1.08089316807742,1.2848737075593,1
106,4,1,0.896755718159848,1.03391226037913,1.28834315164686,1
106,4,2,0.879746623119448,1.0369184023908,1.28376818504513,1
106,4,3,0.849055130257074,1.06298001422343,1.22819750282196,1
107,4,0,0.908745122046864,1.08001911130282,1.38265197667648,1
107,4,1,0.898905208775153,1.03293088451034,1.38754829002237,1
107,4,2,0.88297330373749,1.03492413006176,1.38581806719464,1
107,4,3,0.8497699919181,1.06147504633778,1.33522333594106,1
108,4,0,0.909757308551265,1.09380929335319,1.53980142420979,1
108,4,1,0.880560022196028,1.08197677638836,1.56156143287664,1
