file,sc_id,scenario,fault_start_s,fault_end_s,v2_min_pu_fault,v2_mean_pu_fault,v2_recovery_ms_to_0p90,vdc_peak_pu_post_fault,vdc_min_pu_post_fault,i2_peak_pu_post_fault,q2_abs_peak_kvar_fault,lvrt_pass_basic
scenario_0184_switching_5_cap_fault_run034.mat,5,cap_fault,0.01625,0.05,0.9303,0.9513,0.0,0.9821,0.2186,1.2649,296.275,False
scenario_0185_switching_5_cap_fault_run035.mat,5,cap_fault,0.02285,0.05,0.9271,0.9461,0.0,0.9815,0.2786,1.3963,315.9,False
scenario_0186_switching_5_cap_fault_run036.mat,5,cap_fault,0.02955,0.05,0.9267,0.9451,0.0,0.9801,0.5304,1.4166,314.856,False
scenario_0187_switching_5_cap_fault_run037.mat,5,cap_fault,0.0275,0.05,0.9174,0.9356,0.0,0.9812,0.4688,1.6903,451.736,False
scenario_0188_switching_5_cap_fault_run038.mat,5,cap_fault,0.01955,0.05,0.9303,0.9511,0.0,0.9817,0.237,1.2538,285.052,False
scenario_0189_switching_5_cap_fault_run039.mat,5,cap_fault,0.02005,0.05,0.9279,0.9475,0.0,0.9816,0.2643,1.3652,311.464,False
scenario_0190_switching_5_cap_fault_run040.mat,5,cap_fault,0.02475,0.05,0.9249,0.9431,0.0,0.9814,0.4338,1.4435,350.713,False
scenario_0191_switching_5_cap_fault_run041.mat,5,cap_fault,0.01805,0.05,0.9231,0.9444,0.0,0.9818,0.2461,1.4381,396.675,False
scenario_0192_switching_5_cap_fault_run042.mat,5,cap_fault,0.01215,0.05,0.9244,0.945,0.0,0.9846,0.2129,1.4405,405.411,False
scenario_0193_switching_5_cap_fault_run043.mat,5,cap_fault,0.01585,0.05,0.9271,0.9481,0.0,0.9813,0.2347,1.3755,334.921,False
scenario_0194_switching_5_cap_fault_run044.mat,5,cap_fault,0.0159,0.05,0.9202,0.9411,0.0,0.9826,0.2455,1.5928,429.577,False
scenario_0195_switching_5_cap_fault_run045.mat,5,cap_fault,0.02215,0.05,0.9267,0.9464,0.0,0.9803,0.255,1.345,337.315,False
scenario_0196_switching_5_cap_fault_run046.mat,5,cap_fault,0.02515,0.05,0.9221,0.9407,0.0,0.9809,0.4482,1.5045,400.67,False
scenario_0197_switching_5_cap_fault_run047.mat,5,cap_fault,0.0242,0.05,0.917,0.935,0.0,0.9814,0.4422,1.6988,459.585,False
scenario_0198_switching_5_cap_fault_run048.mat,5,cap_fault,0.0265,0.05,0.9253,0.9434,0.0,0.9814,0.4369,1.4849,344.2,False
scenario_0199_switching_5_cap_fault_run049.mat,5,cap_fault,0.0285,0.05,0.9297,0.9482,0.0,0.9806,0.4698,1.3125,286.347,False
scenario_0200_switching_5_cap_fault_run050.mat,5,cap_fault,0.0235,0.05,0.9304,0.9495,0.0,0.9816,0.3311,1.2446,285.855,False
scenario_0201_switching_6_sc_1ph_run001.mat,6,sc_1ph,0.0256,0.05,0.8516,0.9701,0.15,0.9814,0.5177,1.4782,326.563,False
scenario_0202_switching_6_sc_1ph_run002.mat,6,sc_1ph,0.0225,0.05,0.7042,0.9625,0.35,0.981,0.5097,1.9527,404.474,False
scenario_0203_switching_6_sc_1ph_run003.mat,6,sc_1ph,0.01355,0.05,0.6867,0.9682,0.25,0.9855,0.5242,1.5946,371.42,False
scenario_0204_switching_6_sc_1ph_run004.mat,6,sc_1ph,0.01895,0.05,0.9491,0.9697,0.0,0.9809,0.5215,1.5636,335.369,False
scenario_0205_switching_6_sc_1ph_run005.mat,6,sc_1ph,0.0256,0.05,0.85,0.9631,0.2,0.9805,0.5613,1.7096,388.764,False
scenario_0206_switching_6_sc_1ph_run006.mat,6,sc_1ph,0.02415,0.05,0.8045,0.9685,0.25,0.9812,0.5113,1.6293,326.629,False
scenario_0207_switching_6_sc_1ph_run007.mat,6,sc_1ph,0.0226,0.05,0.7562,0.9624,0.3,0.9807,0.5601,1.7671,400.837,False
scenario_0208_switching_6_sc_1ph_run008.mat,6,sc_1ph,0.02885,0.05,0.9649,0.9733,0.0,0.9814,0.5709,1.4267,311.836,False
scenario_0209_switching_6_sc_1ph_run009.mat,6,sc_1ph,0.01605,0.05,0.8594,0.9657,0.15,0.9794,0.5124,1.6545,367.383,False
scenario_0210_switching_6_sc_1ph_run010.mat,6,sc_1ph,0.0193,0.05,0.9348,0.9661,0.0,0.9806,0.5131,1.6978,360.99,False
scenario_0211_switching_6_sc_1ph_run011.mat,6,sc_1ph,0.01575,0.05,0.8296,0.9702,0.15,0.9802,0.5103,1.5539,322.263,False
scenario_0212_switching_6_sc_1ph_run012.mat,6,sc_1ph,0.02855,0.05,0.9614,0.9706,0.0,0.9814,0.5662,1.6254,334.444,False
scenario_0213_switching_6_sc_1ph_run013.mat,6,sc_1ph,0.02035,0.05,0.8868,0.9725,0.1,0.9811,0.5122,1.4723,311.638,False
scenario_0214_switching_6_sc_1ph_run014.mat,6,sc_1ph,0.0151,0.05,0.7533,0.9733,0.2,0.9807,0.505,1.5292,327.998,False
scenario_0215_switching_6_sc_1ph_run015.mat,6,sc_1ph,0.02825,0.05,0.9536,0.9628,0.0,0.9807,0.5755,1.8512,400.66,False
scenario_0216_switching_6_sc_1ph_run016.mat,6,sc_1ph,0.0241,0.05,0.7154,0.9656,0.25,0.9811,0.5224,1.6749,366.163,False
scenario_0217_switching_6_sc_1ph_run017.mat,6,sc_1ph,0.0163,0.05,0.8552,0.9677,0.1,0.9803,0.5265,1.5786,346.868,False
scenario_0218_switching_6_sc_1ph_run018.mat,6,sc_1ph,0.0254,0.05,0.8215,0.9646,0.15,0.9811,0.522,1.628,377.521,False
scenario_0219_switching_6_sc_1ph_run019.mat,6,sc_1ph,0.01795,0.05,0.9516,0.9716,0.0,0.9806,0.519,1.4365,310.173,False
scenario_0220_switching_6_sc_1ph_run020.mat,6,sc_1ph,0.0252,0.05,0.7433,0.9618,0.3,0.9811,0.5207,1.9968,413.138,False
scenario_0221_switching_6_sc_1ph_run021.mat,6,sc_1ph,0.022,0.05,0.7543,0.964,0.3,0.9812,0.5097,1.8505,381.864,False
scenario_0222_switching_6_sc_1ph_run022.mat,6,sc_1ph,0.01425,0.05,0.7312,0.9717,0.25,0.9822,0.5145,1.5297,336.81,False
scenario_0223_switching_6_sc_1ph_run023.mat,6,sc_1ph,0.0198,0.05,0.913,0.9681,0.0,0.9809,0.5078,1.6127,336.617,False
scenario_0224_switching_6_sc_1ph_run024.mat,6,sc_1ph,0.01895,0.05,0.9269,0.9612,0.0,0.978,0.5689,1.8591,425.486,False
scenario_0225_switching_6_sc_1ph_run025.mat,6,sc_1ph,0.01585,0.05,0.82,0.9687,0.15,0.9788,0.4996,1.7711,335.686,False
scenario_0226_switching_6_sc_1ph_run026.mat,6,sc_1ph,0.0197,0.05,0.91,0.9621,0.0,0.9801,0.5589,2.0556,410.765,False
scenario_0227_switching_6_sc_1ph_run027.mat,6,sc_1ph,0.0155,0.05,0.7768,0.9687,0.2,0.9798,0.4996,1.7949,344.529,False
scenario_0228_switching_6_sc_1ph_run028.mat,6,sc_1ph,0.023,0.05,0.7613,0.963,0.3,0.9811,0.5165,1.708,394.74,False
scenario_0229_switching_6_sc_1ph_run029.mat,6,sc_1ph,0.0201,0.05,0.912,0.97,0.0,0.9808,0.5135,1.5028,321.399,False
scenario_0230_switching_6_sc_1ph_run030.mat,6,sc_1ph,0.0207,0.05,0.8694,0.9705,0.1,0.981,0.5107,1.5597,319.115,False
scenario_0231_switching_6_sc_1ph_run031.mat,6,sc_1ph,0.02825,0.05,0.9606,0.9702,0.0,0.9811,0.5719,1.5879,344.343,False
scenario_0232_switching_6_sc_1ph_run032.mat,6,sc_1ph,0.0156,0.05,0.8193,0.9682,0.15,0.9802,0.5075,1.6119,334.331,False
scenario_0233_switching_6_sc_1ph_run033.mat,6,sc_1ph,0.0286,0.05,0.9515,0.963,0.0,0.9832,0.5781,1.9586,410.986,False
scenario_0234_switching_6_sc_1ph_run034.mat,6,sc_1ph,0.02455,0.05,0.7392,0.9654,0.3,0.9811,0.5203,1.8061,369.996,False
scenario_0235_switching_6_sc_1ph_run035.mat,6,sc_1ph,0.01735,0.05,0.9194,0.9678,0.0,0.9803,0.5167,1.5713,343.014,False
scenario_0236_switching_6_sc_1ph_run036.mat,6,sc_1ph,0.02265,0.05,0.7918,0.9696,0.2,0.9812,0.5186,1.4477,336.46,False
scenario_0237_switching_6_sc_1ph_run037.mat,6,sc_1ph,0.01265,0.05,0.7479,0.9617,0.3,0.9816,0.5758,1.8795,435.3,False
scenario_0238_switching_6_sc_1ph_run038.mat,6,sc_1ph,0.02835,0.05,0.9507,0.9615,0.0,0.9828,0.5799,2.0067,417.167,False
scenario_0239_switching_6_sc_1ph_run039.mat,6,sc_1ph,0.02715,0.05,0.934,0.9702,0.0,0.9828,0.5687,1.8058,347.257,False
scenario_0240_switching_6_sc_1ph_run040.mat,6,sc_1ph,0.02515,0.05,0.7702,0.9716,0.2,0.9814,0.5175,1.6459,332.289,False
scenario_0241_switching_6_sc_1ph_run041.mat,6,sc_1ph,0.0197,0.05,0.9218,0.967,0.0,0.9806,0.5079,1.7439,353.202,False
scenario_0242_switching_6_sc_1ph_run042.mat,6,sc_1ph,0.02025,0.05,0.8928,0.9647,0.1,0.9809,0.5144,1.675,380.041,False
scenario_0243_switching_6_sc_1ph_run043.mat,6,sc_1ph,0.0197,0.05,0.922,0.9731,0.0,0.981,0.5062,1.6517,322.459,False
scenario_0244_switching_6_sc_1ph_run044.mat,6,sc_1ph,0.01995,0.05,0.8971,0.9659,0.05,0.9808,0.5156,1.8684,386.243,False
scenario_0245_switching_6_sc_1ph_run045.mat,6,sc_1ph,0.02305,0.05,0.7561,0.9654,0.25,0.9813,0.5116,1.6571,361.366,False
scenario_0246_switching_6_sc_1ph_run046.mat,6,sc_1ph,0.02615,0.05,0.8773,0.9655,0.15,0.9811,0.5321,1.692,373.662,False
scenario_0247_switching_6_sc_1ph_run047.mat,6,sc_1ph,0.0256,0.05,0.8375,0.9658,0.15,0.9813,0.5119,1.6929,357.108,False
scenario_0248_switching_6_sc_1ph_run048.mat,6,sc_1ph,0.0125,0.05,0.7628,0.9637,0.3,0.9808,0.5806,1.7429,415.738,False
scenario_0249_switching_6_sc_1ph_run049.mat,6,sc_1ph,0.0134,0.05,0.7315,0.9702,0.25,0.9889,0.5133,1.5435,342.498,False
scenario_0250_switching_6_sc_1ph_run050.mat,6,sc_1ph,0.0143,0.05,0.6559,0.9672,0.3,0.9825,0.5234,1.8115,392.33,False
scenario_0251_switching_7_sc_3ph_run001.mat,7,sc_3ph,0.0161,0.05,0.3121,0.9629,0.75,0.979,0.5187,2.6749,529.556,False
scenario_0252_switching_7_sc_3ph_run002.mat,7,sc_3ph,0.02135,0.05,0.3281,0.9502,0.95,0.9654,0.5239,3.173,377.037,False
scenario_0253_switching_7_sc_3ph_run003.mat,7,sc_3ph,0.02515,0.05,0.473,0.9583,0.6,0.98,0.5523,2.42,357.484,False
scenario_0254_switching_7_sc_3ph_run004.mat,7,sc_3ph,0.019,0.05,0.3886,0.9543,0.85,0.9579,0.5129,2.9564,416.516,False
scenario_0255_switching_7_sc_3ph_run005.mat,7,sc_3ph,0.01925,0.05,0.3961,0.9611,0.7,0.972,0.5273,2.5808,380.339,False
scenario_0256_switching_7_sc_3ph_run006.mat,7,sc_3ph,0.021,0.05,0.405,0.9555,0.75,0.9756,0.5279,2.7876,366.045,False
scenario_0257_switching_7_sc_3ph_run007.mat,7,sc_3ph,0.01605,0.05,0.4002,0.9566,0.7,0.9795,0.5367,2.699,560.826,False
scenario_0258_switching_7_sc_3ph_run008.mat,7,sc_3ph,0.01275,0.05,0.4395,0.9596,0.7,0.9807,0.5497,2.6175,611.82,False
scenario_0259_switching_7_sc_3ph_run009.mat,7,sc_3ph,0.01305,0.05,0.4265,0.9575,0.8,0.9805,0.5507,2.8669,632.555,False
scenario_0260_switching_7_sc_3ph_run010.mat,7,sc_3ph,0.01495,0.05,0.3455,0.9555,0.8,0.9813,0.5346,2.8778,588.413,False
scenario_0261_switching_7_sc_3ph_run011.mat,7,sc_3ph,0.0287,0.05,0.4759,0.9565,0.6,0.981,0.5875,2.2222,433.584,False
scenario_0262_switching_7_sc_3ph_run012.mat,7,sc_3ph,0.0178,0.05,0.3225,0.9507,0.95,0.9721,0.5124,3.2134,451.381,False
scenario_0263_switching_7_sc_3ph_run013.mat,7,sc_3ph,0.0167,0.05,0.3531,0.9546,0.9,0.9793,0.5123,3.0352,632.494,False
scenario_0264_switching_7_sc_3ph_run014.mat,7,sc_3ph,0.013,0.05,0.405,0.961,0.85,0.9806,0.5469,2.9044,588.458,False
scenario_0265_switching_7_sc_3ph_run015.mat,7,sc_3ph,0.01565,0.05,0.401,0.9661,0.6,0.9805,0.5373,2.3372,460.31,False
scenario_0266_switching_7_sc_3ph_run016.mat,7,sc_3ph,0.01335,0.05,0.3571,0.9609,0.9,0.981,0.5466,2.9226,619.889,False
scenario_0267_switching_7_sc_3ph_run017.mat,7,sc_3ph,0.02085,0.05,0.3209,0.9525,1.0,0.9553,0.5061,3.2626,362.502,False
scenario_0268_switching_7_sc_3ph_run018.mat,7,sc_3ph,0.02895,0.05,0.4539,0.9582,0.6,0.9803,0.5848,2.3535,383.837,False
scenario_0269_switching_7_sc_3ph_run019.mat,7,sc_3ph,0.02595,0.05,0.4503,0.95,0.65,0.9797,0.5537,2.7064,449.027,False
scenario_0270_switching_7_sc_3ph_run020.mat,7,sc_3ph,0.02575,0.05,0.3239,0.9588,0.8,0.9761,0.5459,2.7399,302.374,False
scenario_0271_switching_7_sc_3ph_run021.mat,7,sc_3ph,0.0273,0.05,0.422,0.9449,0.9,0.9764,0.5692,2.9373,583.628,False
scenario_0272_switching_7_sc_3ph_run022.mat,7,sc_3ph,0.0299,0.05,0.3642,0.9492,0.8,0.9774,0.5811,2.7244,506.331,False
scenario_0273_switching_7_sc_3ph_run023.mat,7,sc_3ph,0.01895,0.05,0.478,0.9624,0.6,0.9753,0.5276,2.4095,342.672,False
scenario_0274_switching_7_sc_3ph_run024.mat,7,sc_3ph,0.02635,0.05,0.3661,0.9588,0.85,0.976,0.5637,2.7471,306.212,False
scenario_0275_switching_7_sc_3ph_run025.mat,7,sc_3ph,0.0162,0.05,0.3353,0.9586,0.75,0.98,0.5326,2.7494,560.699,False
scenario_0276_switching_7_sc_3ph_run026.mat,7,sc_3ph,0.01825,0.05,0.3484,0.9534,0.75,0.964,0.524,2.8623,410.073,False
scenario_0277_switching_7_sc_3ph_run027.mat,7,sc_3ph,0.02925,0.05,0.2593,0.9402,1.1,0.976,0.587,3.1956,645.115,False
scenario_0278_switching_7_sc_3ph_run028.mat,7,sc_3ph,0.02885,0.05,0.3938,0.9584,0.75,0.9779,0.5747,2.5157,408.853,False
scenario_0279_switching_7_sc_3ph_run029.mat,7,sc_3ph,0.0188,0.05,0.3094,0.9467,1.1,0.956,0.5026,3.4742,508.664,False
scenario_0280_switching_7_sc_3ph_run030.mat,7,sc_3ph,0.0201,0.05,0.3861,0.9565,0.65,0.9754,0.5314,2.6186,399.214,False
scenario_0281_switching_7_sc_3ph_run031.mat,7,sc_3ph,0.0288,0.05,0.4516,0.9552,0.7,0.9779,0.583,2.4748,429.38,False
scenario_0282_switching_7_sc_3ph_run032.mat,7,sc_3ph,0.02525,0.05,0.4637,0.9527,0.7,0.9802,0.5526,2.6532,409.369,False
scenario_0283_switching_7_sc_3ph_run033.mat,7,sc_3ph,0.01515,0.05,0.3907,0.9618,0.8,0.9803,0.5323,2.7821,536.775,False
scenario_0284_switching_7_sc_3ph_run034.mat,7,sc_3ph,0.02845,0.05,0.4405,0.9576,0.65,0.98,0.5882,2.314,418.426,False
scenario_0285_switching_7_sc_3ph_run035.mat,7,sc_3ph,0.02535,0.05,0.2829,0.9505,0.95,0.9758,0.5566,3.1008,383.486,False
scenario_0286_switching_7_sc_3ph_run036.mat,7,sc_3ph,0.01285,0.05,0.4235,0.964,0.6,0.9808,0.5602,2.4574,529.41,False
scenario_0287_switching_7_sc_3ph_run037.mat,7,sc_3ph,0.02235,0.05,0.3396,0.9522,1.05,0.9666,0.5195,3.3249,374.001,False
scenario_0288_switching_7_sc_3ph_run038.mat,7,sc_3ph,0.02165,0.05,0.3521,0.9503,0.8,0.975,0.5254,2.981,411.459,False
scenario_0289_switching_7_sc_3ph_run039.mat,7,sc_3ph,0.02605,0.05,0.4283,0.9599,0.65,0.9815,0.5517,2.3494,385.776,False
scenario_0290_switching_7_sc_3ph_run040.mat,7,sc_3ph,0.02465,0.05,0.5104,0.9599,0.6,0.9802,0.544,2.4467,319.897,False
scenario_0291_switching_7_sc_3ph_run041.mat,7,sc_3ph,0.01895,0.05,0.2886,0.9546,0.95,0.95,0.5064,3.1909,470.53,False
scenario_0292_switching_7_sc_3ph_run042.mat,7,sc_3ph,0.0261,0.05,0.2638,0.9521,1.05,0.9758,0.551,3.2227,408.011,False
scenario_0293_switching_7_sc_3ph_run043.mat,7,sc_3ph,0.0174,0.05,0.4569,0.9642,0.6,0.9746,0.5206,2.3993,344.592,False
scenario_0294_switching_7_sc_3ph_run044.mat,7,sc_3ph,0.0122,0.05,0.4273,0.9591,0.6,0.982,0.5496,2.5051,580.311,False
scenario_0295_switching_7_sc_3ph_run045.mat,7,sc_3ph,0.01555,0.05,0.3839,0.9605,0.7,0.9803,0.5361,2.6948,525.21,False
scenario_0296_switching_7_sc_3ph_run046.mat,7,sc_3ph,0.0126,0.05,0.4639,0.9688,0.6,0.9811,0.5464,2.3136,459.269,False
scenario_0297_switching_7_sc_3ph_run047.mat,7,sc_3ph,0.0261,0.05,0.329,0.9524,0.9,0.9763,0.5608,2.9441,357.465,False
scenario_0298_switching_7_sc_3ph_run048.mat,7,sc_3ph,0.01435,0.05,0.4347,0.9595,0.65,0.9831,0.5425,2.5779,516.664,False
scenario_0299_switching_7_sc_3ph_run049.mat,7,sc_3ph,0.0133,0.05,0.3497,0.9563,0.8,0.9807,0.545,2.8655,661.742,False
scenario_0300_switching_7_sc_3ph_run050.mat,7,sc_3ph,0.0235,0.05,0.44,0.9632,0.6,0.9794,0.5488,2.4485,282.058,False
scenario_0301_switching_8_cascade_run001.mat,8,cascade,0.0165,0.05,0.8424,0.9339,2.35,1.0497,0.6988,1.4817,400.517,False
scenario_0302_switching_8_cascade_run002.mat,8,cascade,0.0213,0.05,0.8255,0.9407,0.0,0.9826,0.5059,1.8242,449.448,False
scenario_0303_switching_8_cascade_run003.mat,8,cascade,0.01915,0.05,0.8836,0.9339,0.0,1.0315,0.4769,1.4506,332.969,False
scenario_0304_switching_8_cascade_run004.mat,8,cascade,0.0169,0.05,0.8506,0.9345,2.05,1.0272,0.6898,1.5132,408.42,False
scenario_0305_switching_8_cascade_run005.mat,8,cascade,0.01675,0.05,0.8334,0.9351,1.95,0.9866,0.4796,1.5629,400.577,False
scenario_0306_switching_8_cascade_run006.mat,8,cascade,0.02375,0.05,0.8235,0.9423,0.0,0.9822,0.5184,1.689,433.176,False
scenario_0307_switching_8_cascade_run007.mat,8,cascade,0.02785,0.05,0.8464,0.951,0.0,0.9951,0.5628,1.5034,415.343,False
scenario_0308_switching_8_cascade_run008.mat,8,cascade,0.02485,0.05,0.8493,0.9523,0.0,0.9986,0.5298,1.5873,396.728,False
scenario_0309_switching_8_cascade_run009.mat,8,cascade,0.01635,0.05,0.832,0.9363,2.15,0.9865,0.4813,1.4465,369.175,False
scenario_0310_switching_8_cascade_run010.mat,8,cascade,0.0283,0.05,0.8479,0.947,0.0,0.9998,0.5535,1.7422,457.217,False
scenario_0311_switching_8_cascade_run011.mat,8,cascade,0.02275,0.05,0.8862,0.9355,4.25,1.0289,0.4699,1.3989,312.495,False
scenario_0312_switching_8_cascade_run012.mat,8,cascade,0.01735,0.05,0.828,0.9438,0.95,0.9901,0.5174,1.6121,360.249,False
scenario_0313_switching_8_cascade_run013.mat,8,cascade,0.0286,0.05,0.8237,0.9333,0.0,0.9874,0.5169,1.8797,473.83,False
scenario_0314_switching_8_cascade_run014.mat,8,cascade,0.02345,0.05,0.8832,0.9362,3.95,1.0276,0.4512,1.3571,358.794,False
scenario_0315_switching_8_cascade_run015.mat,8,cascade,0.01305,0.05,0.8816,0.9347,0.0,1.0283,0.4682,1.447,420.848,False
scenario_0316_switching_8_cascade_run016.mat,8,cascade,0.02225,0.05,0.844,0.9513,0.0,1.0007,0.5593,1.6437,470.698,False
scenario_0317_switching_8_cascade_run017.mat,8,cascade,0.02625,0.05,0.8445,0.9471,0.0,0.9998,0.545,1.8188,525.0,False
scenario_0318_switching_8_cascade_run018.mat,8,cascade,0.02195,0.05,0.8274,0.9459,0.0,0.9903,0.5143,1.5418,332.891,False
scenario_0319_switching_8_cascade_run019.mat,8,cascade,0.0153,0.05,0.8817,0.9355,0.0,1.0239,0.4611,1.35,352.738,False
scenario_0320_switching_8_cascade_run020.mat,8,cascade,0.02825,0.05,0.8187,0.9276,0.0,1.0788,0.5782,1.5568,345.383,False
scenario_0321_switching_8_cascade_run021.mat,8,cascade,0.01405,0.05,0.8814,0.9335,0.0,1.0311,0.4746,1.4729,376.965,False
scenario_0322_switching_8_cascade_run022.mat,8,cascade,0.02765,0.05,0.8262,0.9424,0.0,1.0001,0.5198,1.4306,292.576,False
scenario_0323_switching_8_cascade_run023.mat,8,cascade,0.01635,0.05,0.882,0.9338,0.0,1.0348,0.4796,1.4866,356.371,False
scenario_0324_switching_8_cascade_run024.mat,8,cascade,0.014,0.05,0.826,0.9364,4.5,1.0009,0.5142,1.6581,375.607,False
scenario_0325_switching_8_cascade_run025.mat,8,cascade,0.02745,0.05,0.8201,0.9318,0.0,1.0951,0.6039,1.394,252.8,False
scenario_0326_switching_8_cascade_run026.mat,8,cascade,0.0172,0.05,0.8837,0.9353,0.0,1.0235,0.465,1.3724,326.825,False
scenario_0327_switching_8_cascade_run027.mat,8,cascade,0.02135,0.05,0.8434,0.9527,0.0,0.9973,0.5554,1.5525,447.077,False
scenario_0328_switching_8_cascade_run028.mat,8,cascade,0.01585,0.05,0.8302,0.9359,2.65,1.0281,0.4856,1.2808,252.862,False
scenario_0329_switching_8_cascade_run029.mat,8,cascade,0.02755,0.05,0.8471,0.9485,0.0,0.9996,0.5539,1.6878,453.427,False
scenario_0330_switching_8_cascade_run030.mat,8,cascade,0.02935,0.05,0.8476,0.9468,0.0,1.0021,0.564,1.6986,435.771,False
scenario_0331_switching_8_cascade_run031.mat,8,cascade,0.0134,0.05,0.8822,0.9341,0.0,1.0299,0.4803,1.4547,368.303,False
scenario_0332_switching_8_cascade_run032.mat,8,cascade,0.0145,0.05,0.8797,0.9325,0.0,1.0339,0.4726,1.4963,394.678,False
scenario_0333_switching_8_cascade_run033.mat,8,cascade,0.01835,0.05,0.8428,0.9457,0.4,1.0059,0.4529,1.9407,565.634,False
scenario_0334_switching_8_cascade_run034.mat,8,cascade,0.0174,0.05,0.8262,0.9422,1.1,0.9842,0.5212,1.689,406.745,False
scenario_0335_switching_8_cascade_run035.mat,8,cascade,0.0298,0.05,0.8469,0.9467,0.0,1.0033,0.5451,1.6525,423.787,False
scenario_0336_switching_8_cascade_run036.mat,8,cascade,0.0294,0.05,0.8091,0.9302,0.0,1.0788,0.7999,1.4613,398.872,True
scenario_0337_switching_8_cascade_run037.mat,8,cascade,0.02515,0.05,0.8895,0.9396,1.05,1.0217,0.4872,1.4354,308.556,False
scenario_0338_switching_8_cascade_run038.mat,8,cascade,0.0158,0.05,0.8282,0.9438,2.5,0.9958,0.513,1.4478,314.027,False
scenario_0339_switching_8_cascade_run039.mat,8,cascade,0.0203,0.05,0.8245,0.9412,0.0,0.9829,0.5082,1.7993,454.476,False
scenario_0340_switching_8_cascade_run040.mat,8,cascade,0.0215,0.05,0.8331,0.9382,0.0,0.9903,0.4587,1.5447,368.368,False
scenario_0341_switching_8_cascade_run041.mat,8,cascade,0.0272,0.05,0.828,0.9407,0.0,1.0062,0.5202,1.561,302.708,False
scenario_0342_switching_8_cascade_run042.mat,8,cascade,0.02245,0.05,0.8749,0.9296,4.95,1.0478,0.5005,1.6321,431.812,False
scenario_0343_switching_8_cascade_run043.mat,8,cascade,0.02415,0.05,0.8288,0.9426,0.0,1.0,0.5223,1.6559,327.844,False
scenario_0344_switching_8_cascade_run044.mat,8,cascade,0.0164,0.05,0.8399,0.9364,2.55,1.0514,0.6816,1.592,441.764,False
scenario_0345_switching_8_cascade_run045.mat,8,cascade,0.02305,0.05,0.8816,0.934,4.35,1.0356,0.4587,1.4685,400.339,False
scenario_0346_switching_8_cascade_run046.mat,8,cascade,0.0239,0.05,0.8257,0.9356,0.0,1.0523,0.5477,1.4583,285.438,False
scenario_0347_switching_8_cascade_run047.mat,8,cascade,0.01275,0.05,0.8227,0.9349,5.75,0.9956,0.5202,1.6996,439.173,False
scenario_0348_switching_8_cascade_run048.mat,8,cascade,0.0246,0.05,0.8653,0.9468,0.0,0.9879,0.5341,1.6376,446.091,False
scenario_0349_switching_8_cascade_run049.mat,8,cascade,0.0223,0.05,0.83,0.9388,0.0,1.0218,0.5033,1.37,256.114,False
scenario_0350_switching_8_cascade_run050.mat,8,cascade,0.0285,0.05,0.8179,0.9278,0.0,1.0756,0.5638,1.5929,370.239,False
