file,sc_id,scenario,fault_start_s,fault_end_s,v2_min_pu_fault,v2_mean_pu_fault,v2_recovery_ms_to_0p90,vdc_peak_pu_post_fault,vdc_min_pu_post_fault,i2_peak_pu_post_fault,q2_abs_peak_kvar_fault,lvrt_pass_basic
scenario_0226_switching_6_sc_1ph_run026.mat,6,sc_1ph,0.0197,0.05,0.8982,0.935,0.15,0.9899,0.5716,2.1385,416.987,False
scenario_0227_switching_6_sc_1ph_run027.mat,6,sc_1ph,0.0155,0.05,0.7792,0.9394,0.25,1.0916,0.7785,1.7713,304.421,True
scenario_0228_switching_6_sc_1ph_run028.mat,6,sc_1ph,0.023,0.05,0.746,0.9372,0.35,0.989,0.5673,1.7966,391.383,False
scenario_0229_switching_6_sc_1ph_run029.mat,6,sc_1ph,0.0201,0.05,0.9062,0.9436,0.0,0.9888,0.5665,1.6126,327.468,False
scenario_0230_switching_6_sc_1ph_run030.mat,6,sc_1ph,0.0207,0.05,0.8628,0.9441,0.15,0.9904,0.5549,1.6698,325.166,False
scenario_0231_switching_6_sc_1ph_run031.mat,6,sc_1ph,0.02825,0.05,0.9199,0.9439,0.0,0.99,0.5635,1.5672,341.419,False
scenario_0232_switching_6_sc_1ph_run032.mat,6,sc_1ph,0.0156,0.05,0.8211,0.9393,0.25,1.0907,0.7868,1.588,322.357,True
scenario_0233_switching_6_sc_1ph_run033.mat,6,sc_1ph,0.0286,0.05,0.9105,0.9361,0.0,0.9917,0.5721,1.9176,404.982,False
scenario_0234_switching_6_sc_1ph_run034.mat,6,sc_1ph,0.02455,0.05,0.7144,0.9391,0.4,0.9906,0.5681,1.8273,368.826,False
scenario_0235_switching_6_sc_1ph_run035.mat,6,sc_1ph,0.01735,0.05,0.9171,0.9392,0.0,1.0476,0.9251,1.6304,306.093,True
scenario_0236_switching_6_sc_1ph_run036.mat,6,sc_1ph,0.02265,0.05,0.7635,0.9441,0.3,0.9881,0.569,1.5693,334.746,False
scenario_0237_switching_6_sc_1ph_run037.mat,6,sc_1ph,0.01265,0.05,0.7499,0.9342,0.5,1.0911,0.5189,1.7137,374.874,False
scenario_0238_switching_6_sc_1ph_run038.mat,6,sc_1ph,0.02835,0.05,0.9096,0.9346,0.0,0.9921,0.5687,1.9783,412.149,False
scenario_0239_switching_6_sc_1ph_run039.mat,6,sc_1ph,0.02715,0.05,0.9018,0.9433,0.0,0.9921,0.5607,1.7583,346.909,False
scenario_0240_switching_6_sc_1ph_run040.mat,6,sc_1ph,0.02515,0.05,0.7549,0.9454,0.3,0.9901,0.5592,1.6512,329.481,False
scenario_0241_switching_6_sc_1ph_run041.mat,6,sc_1ph,0.0197,0.05,0.907,0.9401,0.0,0.9871,0.5806,1.8455,357.344,False
scenario_0242_switching_6_sc_1ph_run042.mat,6,sc_1ph,0.02025,0.05,0.8882,0.9387,0.1,0.9878,0.5783,1.7545,379.125,False
scenario_0243_switching_6_sc_1ph_run043.mat,6,sc_1ph,0.0197,0.05,0.9097,0.9466,0.0,0.9887,0.566,1.7748,324.513,False
scenario_0244_switching_6_sc_1ph_run044.mat,6,sc_1ph,0.01995,0.05,0.8872,0.9397,0.1,0.9892,0.5657,1.9636,392.663,False
scenario_0245_switching_6_sc_1ph_run045.mat,6,sc_1ph,0.02305,0.05,0.7404,0.9394,0.3,0.9899,0.563,1.7555,358.54,False
scenario_0246_switching_6_sc_1ph_run046.mat,6,sc_1ph,0.02615,0.05,0.8524,0.9395,0.2,0.9883,0.5735,1.6883,369.435,False
scenario_0247_switching_6_sc_1ph_run047.mat,6,sc_1ph,0.0256,0.05,0.8124,0.9393,0.25,0.99,0.5636,1.6906,356.784,False
scenario_0248_switching_6_sc_1ph_run048.mat,6,sc_1ph,0.0125,0.05,0.7668,0.9366,0.45,1.0871,0.5306,1.58,359.487,False
scenario_0249_switching_6_sc_1ph_run049.mat,6,sc_1ph,0.0134,0.05,0.734,0.9426,0.35,1.1,0.5366,1.4153,254.024,False
scenario_0250_switching_6_sc_1ph_run050.mat,6,sc_1ph,0.0143,0.05,0.656,0.9396,0.45,1.096,0.5678,1.7026,294.189,False
scenario_0251_switching_7_sc_3ph_run001.mat,7,sc_3ph,0.0161,0.05,0.3133,0.9314,0.95,1.0794,0.7249,2.4823,370.586,False
scenario_0252_switching_7_sc_3ph_run002.mat,7,sc_3ph,0.02135,0.05,0.3258,0.9212,1.3,1.0083,0.4453,3.0453,413.548,False
scenario_0253_switching_7_sc_3ph_run003.mat,7,sc_3ph,0.02515,0.05,0.4568,0.9299,0.8,1.0052,0.5328,2.326,378.605,False
scenario_0254_switching_7_sc_3ph_run004.mat,7,sc_3ph,0.019,0.05,0.3875,0.9247,1.15,0.9974,0.4914,2.8869,429.86,False
scenario_0255_switching_7_sc_3ph_run005.mat,7,sc_3ph,0.01925,0.05,0.394,0.932,0.9,0.9991,0.5194,2.4818,385.864,False
scenario_0256_switching_7_sc_3ph_run006.mat,7,sc_3ph,0.021,0.05,0.4024,0.9266,1.05,1.013,0.4803,2.6759,397.821,False
scenario_0257_switching_7_sc_3ph_run007.mat,7,sc_3ph,0.01605,0.05,0.4019,0.925,0.9,1.0822,0.7279,2.5108,472.017,False
scenario_0258_switching_7_sc_3ph_run008.mat,7,sc_3ph,0.01275,0.05,0.424,0.9301,0.9,1.0921,0.546,2.2355,465.057,False
scenario_0259_switching_7_sc_3ph_run009.mat,7,sc_3ph,0.01305,0.05,0.4114,0.9272,1.2,1.0983,0.5708,2.4697,478.129,False
scenario_0260_switching_7_sc_3ph_run010.mat,7,sc_3ph,0.01495,0.05,0.3463,0.9239,1.2,1.0936,0.7474,2.6189,414.302,False
scenario_0261_switching_7_sc_3ph_run011.mat,7,sc_3ph,0.0287,0.05,0.4647,0.928,0.85,0.9975,0.5621,2.1989,403.887,False
scenario_0262_switching_7_sc_3ph_run012.mat,7,sc_3ph,0.0178,0.05,0.3221,0.9187,1.65,1.0337,0.5639,3.1012,481.251,False
scenario_0263_switching_7_sc_3ph_run013.mat,7,sc_3ph,0.0167,0.05,0.3537,0.9228,1.35,1.0613,0.6552,2.8924,474.824,False
scenario_0264_switching_7_sc_3ph_run014.mat,7,sc_3ph,0.013,0.05,0.396,0.9306,1.25,1.0991,0.5364,2.4932,431.463,False
scenario_0265_switching_7_sc_3ph_run015.mat,7,sc_3ph,0.01565,0.05,0.4033,0.935,0.8,1.0896,0.7662,2.1164,337.53,True
scenario_0266_switching_7_sc_3ph_run016.mat,7,sc_3ph,0.01335,0.05,0.3446,0.9308,1.3,1.099,0.5654,2.5249,456.973,False
scenario_0267_switching_7_sc_3ph_run017.mat,7,sc_3ph,0.02085,0.05,0.3187,0.9229,1.4,1.0053,0.4321,3.2126,374.878,False
scenario_0268_switching_7_sc_3ph_run018.mat,7,sc_3ph,0.02895,0.05,0.4443,0.9289,0.8,1.0064,0.579,2.2096,334.012,False
scenario_0269_switching_7_sc_3ph_run019.mat,7,sc_3ph,0.02595,0.05,0.4407,0.9213,0.9,1.0023,0.5282,2.6068,464.646,False
scenario_0270_switching_7_sc_3ph_run020.mat,7,sc_3ph,0.02575,0.05,0.318,0.9298,1.0,1.0122,0.5005,2.63,295.321,False
scenario_0271_switching_7_sc_3ph_run021.mat,7,sc_3ph,0.0273,0.05,0.4131,0.9159,1.45,0.9991,0.5028,2.8008,548.006,False
scenario_0272_switching_7_sc_3ph_run022.mat,7,sc_3ph,0.0299,0.05,0.3519,0.9196,1.25,1.0151,0.5647,2.5137,427.373,False
scenario_0273_switching_7_sc_3ph_run023.mat,7,sc_3ph,0.01895,0.05,0.4766,0.9334,0.8,0.9951,0.5499,2.3115,364.908,False
scenario_0274_switching_7_sc_3ph_run024.mat,7,sc_3ph,0.02635,0.05,0.3545,0.9297,1.0,1.0125,0.5017,2.6298,300.956,False
scenario_0275_switching_7_sc_3ph_run025.mat,7,sc_3ph,0.0162,0.05,0.3364,0.927,1.05,1.076,0.7185,2.5674,432.894,False
scenario_0276_switching_7_sc_3ph_run026.mat,7,sc_3ph,0.01825,0.05,0.3479,0.923,1.2,1.0181,0.6077,2.7558,448.629,False
scenario_0277_switching_7_sc_3ph_run027.mat,7,sc_3ph,0.02925,0.05,0.2537,0.9107,1.8,0.9973,0.5105,3.0157,561.368,False
scenario_0278_switching_7_sc_3ph_run028.mat,7,sc_3ph,0.02885,0.05,0.3791,0.9295,1.0,1.0032,0.532,2.3569,364.615,False
scenario_0279_switching_7_sc_3ph_run029.mat,7,sc_3ph,0.0188,0.05,0.3086,0.9165,1.55,0.9994,0.4581,3.4143,494.038,False
scenario_0280_switching_7_sc_3ph_run030.mat,7,sc_3ph,0.0201,0.05,0.3843,0.9279,0.85,1.0056,0.504,2.5033,424.162,False
scenario_0281_switching_7_sc_3ph_run031.mat,7,sc_3ph,0.0288,0.05,0.4406,0.926,0.95,1.0032,0.5499,2.3686,380.601,False
scenario_0282_switching_7_sc_3ph_run032.mat,7,sc_3ph,0.02525,0.05,0.448,0.924,0.9,1.0021,0.5257,2.5557,427.926,False
scenario_0283_switching_7_sc_3ph_run033.mat,7,sc_3ph,0.01515,0.05,0.3904,0.9304,1.1,1.0934,0.7394,2.518,353.326,False
scenario_0284_switching_7_sc_3ph_run034.mat,7,sc_3ph,0.02845,0.05,0.4239,0.9288,0.9,1.0021,0.5447,2.2285,384.344,False
scenario_0285_switching_7_sc_3ph_run035.mat,7,sc_3ph,0.02535,0.05,0.2775,0.9213,1.3,1.0054,0.4809,2.9827,359.709,False
scenario_0286_switching_7_sc_3ph_run036.mat,7,sc_3ph,0.01285,0.05,0.415,0.9344,0.8,1.0914,0.5399,2.0843,386.113,False
scenario_0287_switching_7_sc_3ph_run037.mat,7,sc_3ph,0.02235,0.05,0.3286,0.9229,1.3,1.0033,0.4236,3.2011,364.388,False
scenario_0288_switching_7_sc_3ph_run038.mat,7,sc_3ph,0.02165,0.05,0.3499,0.9218,1.1,1.0055,0.4481,2.8621,441.274,False
scenario_0289_switching_7_sc_3ph_run039.mat,7,sc_3ph,0.02605,0.05,0.4143,0.9333,0.8,1.0048,0.5527,2.2486,322.83,False
scenario_0290_switching_7_sc_3ph_run040.mat,7,sc_3ph,0.02465,0.05,0.4929,0.9311,0.8,1.0086,0.5358,2.3524,345.455,False
scenario_0291_switching_7_sc_3ph_run041.mat,7,sc_3ph,0.01895,0.05,0.2884,0.9246,1.3,0.9955,0.4702,3.1112,445.067,False
scenario_0292_switching_7_sc_3ph_run042.mat,7,sc_3ph,0.0261,0.05,0.2554,0.9226,1.35,1.0055,0.4629,3.0913,336.55,False
scenario_0293_switching_7_sc_3ph_run043.mat,7,sc_3ph,0.0174,0.05,0.4564,0.9328,0.85,1.0458,0.7298,2.2525,386.472,False
scenario_0294_switching_7_sc_3ph_run044.mat,7,sc_3ph,0.0122,0.05,0.4123,0.9301,0.85,1.0785,0.4915,2.1733,451.812,False
scenario_0295_switching_7_sc_3ph_run045.mat,7,sc_3ph,0.01555,0.05,0.3848,0.9287,1.0,1.0875,0.7361,2.4794,389.895,False
scenario_0296_switching_7_sc_3ph_run046.mat,7,sc_3ph,0.0126,0.05,0.4547,0.9393,0.8,1.0884,0.5177,1.9461,318.954,False
scenario_0297_switching_7_sc_3ph_run047.mat,7,sc_3ph,0.0261,0.05,0.3228,0.9236,1.15,1.0042,0.4946,2.8266,364.395,False
scenario_0298_switching_7_sc_3ph_run048.mat,7,sc_3ph,0.01435,0.05,0.4254,0.9287,1.0,1.0998,0.6867,2.2448,359.699,False
scenario_0299_switching_7_sc_3ph_run049.mat,7,sc_3ph,0.0133,0.05,0.3386,0.9261,1.15,1.0981,0.6077,2.4821,504.715,False
scenario_0300_switching_7_sc_3ph_run050.mat,7,sc_3ph,0.0235,0.05,0.4271,0.9344,0.75,1.013,0.5229,2.3466,313.95,False
scenario_0301_switching_8_cascade_run001.mat,8,cascade,0.0165,0.05,0.8385,0.9313,2.2,1.1215,0.7723,1.4299,330.764,True
scenario_0302_switching_8_cascade_run002.mat,8,cascade,0.0213,0.05,0.8309,0.9239,0.0,1.0949,0.8332,1.6944,425.053,True
scenario_0303_switching_8_cascade_run003.mat,8,cascade,0.01915,0.05,0.8339,0.9132,0.0,1.1545,0.8176,1.2175,223.749,True
scenario_0304_switching_8_cascade_run004.mat,8,cascade,0.0169,0.05,0.8472,0.9311,1.8,1.1188,0.7735,1.4623,343.015,True
scenario_0305_switching_8_cascade_run005.mat,8,cascade,0.01675,0.05,0.8451,0.9239,2.0,1.0608,0.7544,1.5045,359.112,True
scenario_0306_switching_8_cascade_run006.mat,8,cascade,0.02375,0.05,0.8289,0.9263,0.0,1.088,0.8201,1.562,409.296,True
scenario_0307_switching_8_cascade_run007.mat,8,cascade,0.02785,0.05,0.8425,0.9316,0.0,1.1209,0.7484,1.4385,346.337,False
scenario_0308_switching_8_cascade_run008.mat,8,cascade,0.02485,0.05,0.8446,0.9306,0.0,1.1322,0.7608,1.51,326.007,True
scenario_0309_switching_8_cascade_run009.mat,8,cascade,0.01635,0.05,0.8394,0.9262,2.4,1.0709,0.7491,1.386,325.285,False
scenario_0310_switching_8_cascade_run010.mat,8,cascade,0.0283,0.05,0.843,0.9252,0.0,1.1317,0.762,1.6639,389.007,True
scenario_0311_switching_8_cascade_run011.mat,8,cascade,0.02275,0.05,0.8317,0.9098,5.9,1.1521,0.9103,1.2061,214.127,True
scenario_0312_switching_8_cascade_run012.mat,8,cascade,0.01735,0.05,0.8284,0.9287,1.15,1.1152,0.8529,1.486,335.009,True
scenario_0313_switching_8_cascade_run013.mat,8,cascade,0.0286,0.05,0.8302,0.9188,0.0,1.0933,0.8312,1.7414,447.184,True
scenario_0314_switching_8_cascade_run014.mat,8,cascade,0.02345,0.05,0.8278,0.9113,5.2,1.1521,0.8952,1.1807,261.62,True
scenario_0315_switching_8_cascade_run015.mat,8,cascade,0.01305,0.05,0.8404,0.9177,0.0,1.1547,0.8301,1.329,327.632,True
scenario_0316_switching_8_cascade_run016.mat,8,cascade,0.02225,0.05,0.8411,0.9311,0.0,1.1212,0.7431,1.5627,400.035,False
scenario_0317_switching_8_cascade_run017.mat,8,cascade,0.02625,0.05,0.8405,0.9251,0.0,1.1239,0.7482,1.7423,455.508,False
scenario_0318_switching_8_cascade_run018.mat,8,cascade,0.02195,0.05,0.8322,0.9302,0.0,1.097,0.8397,1.4275,316.516,True
scenario_0319_switching_8_cascade_run019.mat,8,cascade,0.0153,0.05,0.8404,0.9189,0.0,1.154,0.8358,1.241,286.791,True
scenario_0320_switching_8_cascade_run020.mat,8,cascade,0.02825,0.05,0.8264,0.92,0.0,1.0712,0.8767,1.4438,309.377,True
scenario_0321_switching_8_cascade_run021.mat,8,cascade,0.01405,0.05,0.8409,0.9165,0.0,1.1547,0.8323,1.351,305.935,True
scenario_0322_switching_8_cascade_run022.mat,8,cascade,0.02765,0.05,0.8316,0.9289,0.0,1.096,0.8389,1.3241,280.165,True
scenario_0323_switching_8_cascade_run023.mat,8,cascade,0.01635,0.05,0.8336,0.9145,0.0,1.1549,0.8158,1.2464,240.128,True
scenario_0324_switching_8_cascade_run024.mat,8,cascade,0.014,0.05,0.8215,0.9223,4.55,1.1294,0.8596,1.5289,351.706,True
scenario_0325_switching_8_cascade_run025.mat,8,cascade,0.02745,0.05,0.8303,0.925,0.0,1.0758,0.8778,1.2812,213.774,True
scenario_0326_switching_8_cascade_run026.mat,8,cascade,0.0172,0.05,0.8424,0.9169,0.0,1.1541,0.8418,1.2642,266.835,True
scenario_0327_switching_8_cascade_run027.mat,8,cascade,0.02135,0.05,0.8413,0.9339,0.0,1.1201,0.7395,1.4724,375.442,False
scenario_0328_switching_8_cascade_run028.mat,8,cascade,0.01585,0.05,0.8383,0.9299,2.7,1.0873,0.7555,1.2755,197.701,True
scenario_0329_switching_8_cascade_run029.mat,8,cascade,0.02755,0.05,0.8431,0.9271,0.0,1.1264,0.7561,1.6114,384.908,True
scenario_0330_switching_8_cascade_run030.mat,8,cascade,0.02935,0.05,0.8436,0.9254,0.0,1.1334,0.7642,1.6236,367.914,True
scenario_0331_switching_8_cascade_run031.mat,8,cascade,0.0134,0.05,0.8418,0.9174,0.0,1.154,0.8485,1.3384,290.885,True
scenario_0332_switching_8_cascade_run032.mat,8,cascade,0.0145,0.05,0.8401,0.9155,0.0,1.155,0.8149,1.3729,322.588,True
scenario_0333_switching_8_cascade_run033.mat,8,cascade,0.01835,0.05,0.8365,0.9239,0.6,1.1408,0.7782,1.8145,474.897,True
scenario_0334_switching_8_cascade_run034.mat,8,cascade,0.0174,0.05,0.8264,0.9271,1.3,1.1095,0.8449,1.5556,384.396,True
scenario_0335_switching_8_cascade_run035.mat,8,cascade,0.0298,0.05,0.844,0.9264,0.0,1.1315,0.7614,1.5714,352.372,True
scenario_0336_switching_8_cascade_run036.mat,8,cascade,0.0294,0.05,0.8342,0.9242,0.0,1.117,0.9286,1.4496,368.196,True
scenario_0337_switching_8_cascade_run037.mat,8,cascade,0.02515,0.05,0.8321,0.9133,3.6,1.151,0.9179,1.2755,218.668,True
scenario_0338_switching_8_cascade_run038.mat,8,cascade,0.0158,0.05,0.8254,0.9299,2.7,1.1271,0.8481,1.3459,279.721,True
scenario_0339_switching_8_cascade_run039.mat,8,cascade,0.0203,0.05,0.8263,0.9247,0.0,1.0998,0.8395,1.665,428.899,True
scenario_0340_switching_8_cascade_run040.mat,8,cascade,0.0215,0.05,0.845,0.926,0.0,1.0612,0.7469,1.4799,321.022,False
scenario_0341_switching_8_cascade_run041.mat,8,cascade,0.0272,0.05,0.8345,0.9263,0.0,1.1063,0.8492,1.4512,289.926,True
scenario_0342_switching_8_cascade_run042.mat,8,cascade,0.02245,0.05,0.826,0.9032,6.5,1.1548,0.8229,1.4008,318.031,True
scenario_0343_switching_8_cascade_run043.mat,8,cascade,0.02415,0.05,0.8336,0.9263,0.0,1.1102,0.8534,1.54,311.724,True
scenario_0344_switching_8_cascade_run044.mat,8,cascade,0.0164,0.05,0.8361,0.9284,2.35,1.1214,0.7716,1.5325,379.262,True
scenario_0345_switching_8_cascade_run045.mat,8,cascade,0.02305,0.05,0.8261,0.9079,5.75,1.154,0.8646,1.2682,292.797,True
scenario_0346_switching_8_cascade_run046.mat,8,cascade,0.0239,0.05,0.8442,0.9278,0.0,1.0963,0.8601,1.3423,233.761,True
scenario_0347_switching_8_cascade_run047.mat,8,cascade,0.01275,0.05,0.8186,0.9214,5.95,1.1203,0.8397,1.5614,411.334,True
scenario_0348_switching_8_cascade_run048.mat,8,cascade,0.0246,0.05,0.868,0.9297,0.0,1.1184,0.7569,1.5699,332.394,True
scenario_0349_switching_8_cascade_run049.mat,8,cascade,0.0223,0.05,0.8489,0.9315,0.0,1.0702,0.7506,1.2994,206.297,True
scenario_0350_switching_8_cascade_run050.mat,8,cascade,0.0285,0.05,0.8251,0.9187,0.0,1.0709,0.8753,1.4826,334.508,True
