hpt_bus,fault_bus,fault_type,r_fault,Vp,Vn,gate,iq,iq_ref,se_d,se_q,vdc_eq,vdc_min,v_load,clipped,dur,connect,reactive,limit,recover,survive,frt_pass,flags
14,31,1ph_g,6.0,0.8598,0.0645,asym,0.0662,0.0603,-0.0667,-0.0183,0.9847,0.9847,0.8598,0,0.625,1,1,1,1,1,1,
14,31,1ph_g,12.0,0.882,0.0457,sym,0.2352,0.027,0.0183,-0.185,0.8514,0.8514,0.8906,0,0.625,1,0,1,1,1,0,
14,31,1ph_g,30.0,0.9001,0.0232,normal,0.0136,0.0,0.0291,-0.024,0.9316,0.9316,0.9001,0,0.625,1,1,1,1,1,1,
14,32,1ph_g,0.3,0.8211,0.1028,asym,0.1264,0.1184,-0.0703,-0.0421,0.9666,0.9666,0.8211,0,0.625,1,1,1,1,1,1,
14,32,1ph_g,0.6,0.8242,0.0995,asym,0.1209,0.1138,-0.0703,-0.041,0.9678,0.9678,0.8242,0,0.625,1,1,1,1,1,1,
14,32,1ph_g,1.0,0.828,0.0956,asym,0.1139,0.108,-0.0705,-0.0396,0.9692,0.9692,0.828,0,0.625,1,1,1,1,1,1,
14,32,1ph_g,1.8,0.8351,0.0884,asym,0.1009,0.0974,-0.0705,-0.0371,0.9718,0.9718,0.8351,0,0.625,1,1,1,1,1,1,
14,32,1ph_g,3.0,0.8444,0.0792,asym,0.0864,0.0833,-0.0688,-0.0312,0.9762,0.9762,0.8444,0,0.625,1,1,1,1,1,1,
14,32,1ph_g,6.0,0.8614,0.0625,asym,0.0639,0.0579,-0.0664,-0.0171,0.9855,0.9855,0.8614,0,0.625,1,1,1,1,1,1,
14,32,1ph_g,12.0,0.8828,0.0447,sym,0.2348,0.0259,0.0186,-0.1848,0.8509,0.8509,0.8915,0,0.625,1,0,1,1,1,0,
14,32,1ph_g,30.0,0.9002,0.023,normal,0.0136,0.0,0.0291,-0.024,0.9316,0.9316,0.9002,0,0.625,1,1,1,1,1,1,
14,33,1ph_g,0.3,0.8286,0.0951,asym,0.1128,0.1072,-0.0705,-0.0393,0.9694,0.9694,0.8286,0,0.625,1,1,1,1,1,1,
14,33,1ph_g,0.6,0.831,0.0924,asym,0.1081,0.1034,-0.0706,-0.0384,0.9704,0.9704,0.831,0,0.625,1,1,1,1,1,1,
14,33,1ph_g,1.0,0.8342,0.0891,asym,0.1023,0.0987,-0.0705,-0.0374,0.9715,0.9715,0.8342,0,0.625,1,1,1,1,1,1,
14,33,1ph_g,1.8,0.8402,0.083,asym,0.0924,0.0897,-0.0696,-0.0345,0.9739,0.9739,0.8402,0,0.625,1,1,1,1,1,1,
14,33,1ph_g,3.0,0.8483,0.075,asym,0.0809,0.0776,-0.0682,-0.0279,0.9784,0.9784,0.8483,0,0.625,1,1,1,1,1,1,
14,33,1ph_g,6.0,0.8632,0.0603,asym,0.0617,0.0552,-0.0662,-0.0158,0.9864,0.9864,0.8632,0,0.625,1,1,1,1,1,1,
14,33,1ph_g,12.0,0.8834,0.0438,sym,0.2344,0.0249,0.0189,-0.1847,0.8505,0.8505,0.8923,0,0.625,1,0,1,1,1,0,
14,33,1ph_g,30.0,0.9003,0.0228,normal,0.0136,0.0,0.0291,-0.024,0.9316,0.9316,0.9003,0,0.625,1,1,1,1,1,1,
25,2,sym3ph,0.3,0.7236,0.0,sym,0.27,0.2646,-0.0317,-0.1993,0.8705,0.8705,0.7236,1,0.625,1,1,1,1,1,1,
25,2,sym3ph,0.6,0.8337,0.0,sym,0.2646,0.0995,-0.0104,-0.1952,0.877,0.877,0.8337,0,0.625,1,0,1,1,1,0,
25,2,sym3ph,1.0,0.8853,0.0,sym,0.2357,0.0221,0.0174,-0.1847,0.8533,0.8533,0.8934,0,0.625,1,0,1,1,1,0,
25,2,sym3ph,1.8,0.9214,0.0,normal,0.0129,0.0,0.0292,-0.0231,0.9319,0.9319,0.9214,0,0.625,1,1,1,1,1,1,
25,2,sym3ph,3.0,0.9411,0.0,normal,0.0127,0.0,0.028,-0.0189,0.9363,0.9363,0.9411,0,0.625,1,1,1,1,1,1,
25,2,sym3ph,6.0,0.9563,0.0,normal,0.0125,0.0,0.0267,-0.0145,0.941,0.941,0.9563,0,0.625,1,1,1,1,1,1,
25,2,sym3ph,12.0,0.9641,0.0,normal,0.0131,0.0,0.0259,-0.0121,0.9436,0.9436,0.9641,0,0.625,1,1,1,1,1,1,
25,2,sym3ph,30.0,0.9688,0.0,normal,0.0138,0.0,0.0253,-0.01,0.9458,0.9458,0.9688,0,0.625,1,1,1,1,1,1,
25,3,sym3ph,0.3,0.3225,0.0,sym,0.27,0.3,0.0186,-0.1999,0.7978,0.7978,0.3313,1,0.3,1,1,1,1,1,1,
25,3,sym3ph,0.6,0.4863,0.0,sym,0.27,0.3,-0.0055,-0.1999,0.8556,0.8556,0.4863,1,0.3,1,1,1,1,1,1,
25,3,sym3ph,1.8,0.7177,0.0,sym,0.27,0.2734,-0.0302,-0.1994,0.8702,0.8702,0.7177,1,0.625,1,1,1,1,1,1,
25,3,sym3ph,3.0,0.8046,0.0,sym,0.27,0.1431,-0.0241,-0.1978,0.8743,0.8743,0.8046,1,0.625,1,0,1,1,1,0,
25,3,sym3ph,6.0,0.8821,0.0,sym,0.2377,0.0269,0.0157,-0.1855,0.8558,0.8558,0.8895,0,0.625,1,0,1,1,1,0,
25,3,sym3ph,12.0,0.9245,0.0,normal,0.0129,0.0,0.029,-0.0226,0.9324,0.9324,0.9245,0,0.625,1,1,1,1,1,1,
25,3,sym3ph,30.0,0.9525,0.0,normal,0.0126,0.0,0.027,-0.0157,0.9398,0.9398,0.9525,0,0.625,1,1,1,1,1,1,
25,4,sym3ph,0.3,0.5103,0.0,sym,0.27,0.3,-0.0087,-0.1999,0.8577,0.8577,0.5103,1,0.3,1,1,1,1,1,1,
25,4,sym3ph,0.6,0.5847,0.0,sym,0.27,0.3,-0.007,-0.1999,0.8631,0.8631,0.5847,1,0.3,1,1,1,1,1,1,
25,4,sym3ph,1.0,0.6632,0.0,sym,0.27,0.3,-0.0182,-0.1998,0.8676,0.8676,0.6632,1,0.3,1,1,1,1,1,1,
25,4,sym3ph,3.0,0.818,0.0,sym,0.27,0.123,-0.0179,-0.1968,0.8752,0.8752,0.818,1,0.625,1,0,1,1,1,0,
25,4,sym3ph,6.0,0.886,0.0,sym,0.2353,0.021,0.0178,-0.1845,0.8527,0.8527,0.8943,0,0.625,1,0,1,1,1,0,
25,4,sym3ph,12.0,0.9256,0.0,normal,0.0129,0.0,0.029,-0.0223,0.9327,0.9327,0.9256,0,0.625,1,1,1,1,1,1,
25,4,sym3ph,30.0,0.9527,0.0,normal,0.0126,0.0,0.027,-0.0156,0.9399,0.9399,0.9527,0,0.625,1,1,1,1,1,1,
25,5,sym3ph,0.3,0.6079,0.0,sym,0.27,0.3,-0.007,-0.1998,0.8645,0.8646,0.6079,1,0.15,1,1,1,1,1,1,
25,5,sym3ph,0.6,0.6624,0.0,sym,0.27,0.3,-0.018,-0.1998,0.8675,0.8675,0.6624,1,0.3,1,1,1,1,1,1,
25,5,sym3ph,1.0,0.7153,0.0,sym,0.27,0.277,-0.0295,-0.1994,0.8701,0.8701,0.7153,1,0.3,1,1,1,1,1,1,
25,5,sym3ph,1.8,0.7811,0.0,sym,0.27,0.1784,-0.0301,-0.1987,0.873,0.873,0.7811,1,0.625,1,1,1,1,1,1,
25,5,sym3ph,3.0,0.831,0.0,sym,0.266,0.1035,-0.0116,-0.1955,0.8766,0.8766,0.831,0,0.625,1,0,1,1,1,0,
25,5,sym3ph,6.0,0.8899,0.0,sym,0.2331,0.0152,0.0197,-0.1836,0.8497,0.8497,0.8992,0,0.625,1,0,1,1,1,0,
25,5,sym3ph,12.0,0.9267,0.0,normal,0.0129,0.0,0.0289,-0.0221,0.9329,0.9329,0.9267,0,0.625,1,1,1,1,1,1,
25,5,sym3ph,30.0,0.9529,0.0,normal,0.0126,0.0,0.027,-0.0156,0.9399,0.9399,0.9529,0,0.625,1,1,1,1,1,1,
25,6,sym3ph,0.3,0.7477,0.0,sym,0.27,0.2285,-0.0338,-0.1991,0.8715,0.8716,0.7477,1,0.15,1,1,1,1,1,1,
25,6,sym3ph,0.6,0.7678,0.0,sym,0.27,0.1983,-0.0317,-0.199,0.8724,0.8724,0.7678,1,0.15,1,1,1,1,1,1,
25,6,sym3ph,1.0,0.7907,0.0,sym,0.27,0.1639,-0.0281,-0.1984,0.8735,0.8735,0.7907,1,0.3,1,1,1,1,1,1,
25,6,sym3ph,1.8,0.8258,0.0,sym,0.2684,0.1113,-0.014,-0.196,0.876,0.876,0.8258,0,0.3,1,0,1,1,1,0,
25,6,sym3ph,3.0,0.8587,0.0,sym,0.2521,0.062,0.0031,-0.1913,0.8749,0.8749,0.8601,0,0.625,1,0,1,1,1,0,
25,6,sym3ph,6.0,0.8973,0.0,sym,0.2288,0.004,0.0233,-0.1817,0.8445,0.8445,0.9083,0,0.625,1,0,1,1,1,0,
25,6,sym3ph,12.0,0.9289,0.0,normal,0.0129,0.0,0.0288,-0.0217,0.9334,0.9334,0.9289,0,0.625,1,1,1,1,1,1,
25,6,sym3ph,30.0,0.9533,0.0,normal,0.0126,0.0,0.0269,-0.0154,0.9401,0.9401,0.9533,0,0.625,1,1,1,1,1,1,
25,7,sym3ph,0.3,0.7864,0.0,sym,0.27,0.1704,-0.0294,-0.1986,0.8732,0.8733,0.7864,1,0.15,1,1,1,1,1,1,
25,7,sym3ph,0.6,0.7982,0.0,sym,0.27,0.1527,-0.026,-0.1981,0.8739,0.8739,0.7982,1,0.15,1,1,1,1,1,1,
25,7,sym3ph,1.0,0.8129,0.0,sym,0.27,0.1306,-0.0209,-0.1972,0.8748,0.8748,0.8129,1,0.3,1,0,1,1,1,0,
25,7,sym3ph,1.8,0.8382,0.0,sym,0.2626,0.0927,-0.0083,-0.1946,0.8776,0.8776,0.8382,0,0.3,1,0,1,1,1,0,
25,7,sym3ph,3.0,0.8648,0.0,sym,0.2482,0.0528,0.0066,-0.1901,0.8695,0.8695,0.8679,0,0.625,1,0,1,1,1,0,
25,7,sym3ph,6.0,0.8986,0.0,sym,0.2281,0.0021,0.0238,-0.1813,0.8437,0.8437,0.9098,0,0.625,1,0,1,1,1,0,
25,7,sym3ph,12.0,0.929,0.0,normal,0.0129,0.0,0.0288,-0.0216,0.9334,0.9334,0.929,0,0.625,1,1,1,1,1,1,
25,7,sym3ph,30.0,0.9533,0.0,normal,0.0126,0.0,0.0269,-0.0155,0.9401,0.9401,0.9533,0,0.625,1,1,1,1,1,1,
25,8,sym3ph,0.3,0.8611,0.0,sym,0.2506,0.0583,0.0045,-0.1908,0.8727,0.8727,0.8633,0,0.15,1,0,1,1,1,0,
25,8,sym3ph,0.6,0.8652,0.0,sym,0.248,0.0522,0.0068,-0.19,0.8692,0.8692,0.8684,0,0.15,1,0,1,1,1,0,
25,8,sym3ph,1.0,0.8704,0.0,sym,0.2448,0.0444,0.0097,-0.1887,0.8647,0.8647,0.875,0,0.15,1,0,1,1,1,0,
25,8,sym3ph,1.8,0.8797,0.0,sym,0.2392,0.0305,0.0145,-0.1862,0.8577,0.8577,0.8864,0,0.3,1,0,1,1,1,0,
25,8,sym3ph,3.0,0.8915,0.0,sym,0.2322,0.0127,0.0206,-0.1832,0.8485,0.8485,0.9012,0,0.3,1,0,1,1,1,0,
25,8,sym3ph,6.0,0.9128,0.0,normal,0.0131,0.0,0.0294,-0.0243,0.9309,0.9309,0.9128,0,0.625,1,1,1,1,1,1,
25,8,sym3ph,12.0,0.9333,0.0,normal,0.0128,0.0,0.0285,-0.0208,0.9343,0.9343,0.9333,0,0.625,1,1,1,1,1,1,
25,8,sym3ph,30.0,0.954,0.0,normal,0.0126,0.0,0.0269,-0.0152,0.9403,0.9403,0.954,0,0.625,1,1,1,1,1,1,
25,9,sym3ph,0.3,0.8809,0.0,sym,0.2384,0.0286,0.0151,-0.1858,0.8568,0.8568,0.888,0,0.15,1,0,1,1,1,0,
25,9,sym3ph,0.6,0.8835,0.0,sym,0.2368,0.0247,0.0165,-0.1851,0.8547,0.8547,0.8913,0,0.15,1,0,1,1,1,0,
25,9,sym3ph,1.0,0.8869,0.0,sym,0.2348,0.0197,0.0182,-0.1843,0.852,0.852,0.8955,0,0.15,1,0,1,1,1,0,
25,9,sym3ph,1.8,0.8935,0.0,sym,0.231,0.0097,0.0215,-0.1827,0.8471,0.8471,0.9036,0,0.3,1,0,1,1,1,0,
25,9,sym3ph,3.0,0.902,0.0,normal,0.0135,0.0,0.0292,-0.0243,0.9312,0.9312,0.902,0,0.3,1,1,1,1,1,1,
25,9,sym3ph,6.0,0.9192,0.0,normal,0.013,0.0,0.0292,-0.0234,0.9316,0.9316,0.9192,0,0.3,1,1,1,1,1,1,
25,9,sym3ph,12.0,0.9356,0.0,normal,0.0128,0.0,0.0284,-0.0203,0.9349,0.9349,0.9356,0,0.625,1,1,1,1,1,1,
25,9,sym3ph,30.0,0.9545,0.0,normal,0.0126,0.0,0.0268,-0.0151,0.9404,0.9404,0.9545,0,0.625,1,1,1,1,1,1,
25,10,sym3ph,0.3,0.8945,0.0,sym,0.2305,0.0082,0.022,-0.1824,0.8464,0.8465,0.9048,0,0.15,1,0,1,1,1,0,
25,10,sym3ph,0.6,0.8967,0.0,sym,0.2292,0.0049,0.023,-0.1818,0.8449,0.845,0.9075,0,0.15,1,0,1,1,1,0,
25,10,sym3ph,1.0,0.8996,0.0,sym,0.2275,0.0006,0.0243,-0.181,0.843,0.8431,0.911,0,0.15,1,0,1,1,1,0,
25,10,sym3ph,1.8,0.9038,0.0,normal,0.0134,0.0,0.0292,-0.0245,0.931,0.9311,0.9038,0,0.15,1,1,1,1,1,1,
25,10,sym3ph,3.0,0.9111,0.0,normal,0.0131,0.0,0.0294,-0.0245,0.9308,0.9308,0.9111,0,0.3,1,1,1,1,1,1,
25,10,sym3ph,6.0,0.9241,0.0,normal,0.0129,0.0,0.0291,-0.0226,0.9324,0.9324,0.9241,0,0.3,1,1,1,1,1,1,
25,10,sym3ph,12.0,0.9383,0.0,normal,0.0128,0.0,0.0282,-0.0196,0.9356,0.9356,0.9383,0,0.625,1,1,1,1,1,1,
25,10,sym3ph,30.0,0.9549,0.0,normal,0.0126,0.0,0.0268,-0.015,0.9406,0.9406,0.9549,0,0.625,1,1,1,1,1,1,
25,11,sym3ph,0.3,0.8963,0.0,sym,0.2294,0.0055,0.0228,-0.182,0.8452,0.8452,0.907,0,0.15,1,0,1,1,1,0,
25,11,sym3ph,0.6,0.8985,0.0,sym,0.2281,0.0022,0.0238,-0.1813,0.8437,0.8438,0.9097,0,0.15,1,0,1,1,1,0,
25,11,sym3ph,1.0,0.9001,0.0,normal,0.0135,0.0,0.0292,-0.0242,0.9313,0.9313,0.9001,0,0.15,1,1,1,1,1,1,
25,11,sym3ph,1.8,0.9054,0.0,normal,0.0134,0.0,0.0293,-0.0246,0.9309,0.9309,0.9054,0,0.15,1,1,1,1,1,1,
25,11,sym3ph,3.0,0.9123,0.0,normal,0.0131,0.0,0.0294,-0.0244,0.9309,0.9309,0.9123,0,0.3,1,1,1,1,1,1,
25,11,sym3ph,6.0,0.9249,0.0,normal,0.0129,0.0,0.029,-0.0225,0.9325,0.9325,0.9249,0,0.3,1,1,1,1,1,1,
25,11,sym3ph,12.0,0.9388,0.0,normal,0.0128,0.0,0.0281,-0.0195,0.9357,0.9357,0.9388,0,0.625,1,1,1,1,1,1,
25,11,sym3ph,30.0,0.955,0.0,normal,0.0126,0.0,0.0268,-0.0149,0.9406,0.9406,0.955,0,0.625,1,1,1,1,1,1,
25,12,sym3ph,0.3,0.8999,0.0,sym,0.2273,0.0002,0.0244,-0.181,0.8429,0.8429,0.9113,0,0.15,1,0,1,1,1,0,
25,12,sym3ph,0.6,0.9007,0.0,normal,0.0135,0.0,0.0292,-0.0242,0.9312,0.9313,0.9007,0,0.15,1,1,1,1,1,1,
25,12,sym3ph,1.0,0.9033,0.0,normal,0.0134,0.0,0.0292,-0.0244,0.9311,0.9311,0.9033,0,0.15,1,1,1,1,1,1,
25,12,sym3ph,1.8,0.9081,0.0,normal,0.0132,0.0,0.0293,-0.0246,0.9308,0.9308,0.9081,0,0.15,1,1,1,1,1,1,
25,12,sym3ph,3.0,0.9145,0.0,normal,0.0131,0.0,0.0293,-0.0241,0.9311,0.9311,0.9145,0,0.3,1,1,1,1,1,1,
25,12,sym3ph,6.0,0.9264,0.0,normal,0.0129,0.0,0.0289,-0.0222,0.9328,0.9328,0.9264,0,0.3,1,1,1,1,1,1,
25,12,sym3ph,12.0,0.9396,0.0,normal,0.0127,0.0,0.0281,-0.0193,0.9359,0.9359,0.9396,0,0.625,1,1,1,1,1,1,
25,12,sym3ph,30.0,0.9552,0.0,normal,0.0126,0.0,0.0268,-0.0149,0.9407,0.9407,0.9552,0,0.625,1,1,1,1,1,1,
25,13,sym3ph,0.3,0.9125,0.0,normal,0.0131,0.0,0.0294,-0.0244,0.9309,0.9309,0.9125,0,0.15,1,1,1,1,1,1,
25,13,sym3ph,0.6,0.9139,0.0,normal,0.0131,0.0,0.0293,-0.0242,0.931,0.931,0.9139,0,0.15,1,1,1,1,1,1,
25,13,sym3ph,1.0,0.9155,0.0,normal,0.013,0.0,0.0293,-0.024,0.9312,0.9312,0.9155,0,0.15,1,1,1,1,1,1,
25,13,sym3ph,1.8,0.9187,0.0,normal,0.013,0.0,0.0292,-0.0235,0.9315,0.9316,0.9187,0,0.15,1,1,1,1,1,1,
25,13,sym3ph,3.0,0.9229,0.0,normal,0.0129,0.0,0.0291,-0.0229,0.9321,0.9321,0.9229,0,0.3,1,1,1,1,1,1,
25,13,sym3ph,6.0,0.9318,0.0,normal,0.0128,0.0,0.0286,-0.0211,0.934,0.934,0.9318,0,0.3,1,1,1,1,1,1,
25,13,sym3ph,12.0,0.9426,0.0,normal,0.0127,0.0,0.0278,-0.0185,0.9368,0.9368,0.9426,0,0.625,1,1,1,1,1,1,
25,13,sym3ph,30.0,0.9558,0.0,normal,0.0125,0.0,0.0267,-0.0147,0.9408,0.9408,0.9558,0,0.625,1,1,1,1,1,1,
25,14,sym3ph,0.3,0.9173,0.0,normal,0.013,0.0,0.0293,-0.0238,0.9314,0.9314,0.9173,0,0.15,1,1,1,1,1,1,
25,14,sym3ph,0.6,0.9184,0.0,normal,0.013,0.0,0.0293,-0.0236,0.9315,0.9315,0.9184,0,0.15,1,1,1,1,1,1,
25,14,sym3ph,1.0,0.9198,0.0,normal,0.013,0.0,0.0292,-0.0233,0.9317,0.9317,0.9198,0,0.15,1,1,1,1,1,1,
25,14,sym3ph,1.8,0.9223,0.0,normal,0.0129,0.0,0.0291,-0.023,0.932,0.932,0.9223,0,0.15,1,1,1,1,1,1,
25,14,sym3ph,3.0,0.9259,0.0,normal,0.0129,0.0,0.029,-0.0223,0.9327,0.9327,0.9259,0,0.3,1,1,1,1,1,1,
25,14,sym3ph,6.0,0.9337,0.0,normal,0.0128,0.0,0.0285,-0.0207,0.9344,0.9344,0.9337,0,0.3,1,1,1,1,1,1,
25,14,sym3ph,12.0,0.9436,0.0,normal,0.0127,0.0,0.0278,-0.0182,0.9371,0.9371,0.9436,0,0.625,1,1,1,1,1,1,
25,14,sym3ph,30.0,0.956,0.0,normal,0.0125,0.0,0.0267,-0.0147,0.9409,0.9409,0.956,0,0.625,1,1,1,1,1,1,
25,15,sym3ph,0.3,0.9209,0.0,normal,0.0129,0.0,0.0292,-0.0232,0.9318,0.9318,0.9209,0,0.15,1,1,1,1,1,1,
25,15,sym3ph,0.6,0.9219,0.0,normal,0.0129,0.0,0.0292,-0.023,0.932,0.932,0.9219,0,0.15,1,1,1,1,1,1,
25,15,sym3ph,1.0,0.9231,0.0,normal,0.0129,0.0,0.0291,-0.0229,0.9321,0.9322,0.9231,0,0.15,1,1,1,1,1,1,
25,15,sym3ph,1.8,0.9253,0.0,normal,0.0129,0.0,0.029,-0.0224,0.9326,0.9326,0.9253,0,0.15,1,1,1,1,1,1,
25,15,sym3ph,3.0,0.9285,0.0,normal,0.0129,0.0,0.0288,-0.0217,0.9333,0.9333,0.9285,0,0.3,1,1,1,1,1,1,
25,15,sym3ph,6.0,0.9354,0.0,normal,0.0128,0.0,0.0284,-0.0203,0.9348,0.9348,0.9354,0,0.3,1,1,1,1,1,1,
25,15,sym3ph,12.0,0.9445,0.0,normal,0.0127,0.0,0.0277,-0.018,0.9373,0.9373,0.9445,0,0.3,1,1,1,1,1,1,
25,15,sym3ph,30.0,0.9562,0.0,normal,0.0125,0.0,0.0267,-0.0146,0.941,0.941,0.9562,0,0.625,1,1,1,1,1,1,
25,16,sym3ph,0.3,0.9245,0.0,normal,0.0129,0.0,0.029,-0.0226,0.9324,0.9324,0.9245,0,0.15,1,1,1,1,1,1,
25,16,sym3ph,0.6,0.9254,0.0,normal,0.0129,0.0,0.029,-0.0224,0.9326,0.9326,0.9254,0,0.15,1,1,1,1,1,1,
25,16,sym3ph,1.0,0.9264,0.0,normal,0.0129,0.0,0.0289,-0.0222,0.9328,0.9329,0.9264,0,0.15,1,1,1,1,1,1,
25,16,sym3ph,1.8,0.9283,0.0,normal,0.0129,0.0,0.0288,-0.0218,0.9333,0.9333,0.9283,0,0.15,1,1,1,1,1,1,
25,16,sym3ph,3.0,0.9312,0.0,normal,0.0128,0.0,0.0287,-0.0212,0.9338,0.9339,0.9312,0,0.15,1,1,1,1,1,1,
25,16,sym3ph,6.0,0.9372,0.0,normal,0.0128,0.0,0.0283,-0.0199,0.9353,0.9353,0.9372,0,0.3,1,1,1,1,1,1,
25,16,sym3ph,12.0,0.9455,0.0,normal,0.0127,0.0,0.0276,-0.0177,0.9376,0.9376,0.9455,0,0.3,1,1,1,1,1,1,
25,16,sym3ph,30.0,0.9565,0.0,normal,0.0125,0.0,0.0267,-0.0145,0.941,0.941,0.9565,0,0.625,1,1,1,1,1,1,
25,17,sym3ph,0.3,0.9315,0.0,normal,0.0128,0.0,0.0286,-0.0211,0.9339,0.9339,0.9315,0,0.15,1,1,1,1,1,1,
25,17,sym3ph,0.6,0.9321,0.0,normal,0.0128,0.0,0.0286,-0.021,0.934,0.934,0.9321,0,0.15,1,1,1,1,1,1,
25,17,sym3ph,1.0,0.9328,0.0,normal,0.0128,0.0,0.0286,-0.0209,0.9342,0.9342,0.9328,0,0.15,1,1,1,1,1,1,
25,17,sym3ph,1.8,0.9342,0.0,normal,0.0128,0.0,0.0285,-0.0205,0.9345,0.9346,0.9342,0,0.15,1,1,1,1,1,1,
25,17,sym3ph,3.0,0.9362,0.0,normal,0.0128,0.0,0.0283,-0.0201,0.935,0.935,0.9362,0,0.15,1,1,1,1,1,1,
25,17,sym3ph,6.0,0.9406,0.0,normal,0.0127,0.0,0.028,-0.019,0.9362,0.9362,0.9406,0,0.3,1,1,1,1,1,1,
25,17,sym3ph,12.0,0.9472,0.0,normal,0.0126,0.0,0.0275,-0.0172,0.9382,0.9382,0.9472,0,0.3,1,1,1,1,1,1,
25,17,sym3ph,30.0,0.9569,0.0,normal,0.0125,0.0,0.0266,-0.0144,0.9412,0.9412,0.9569,0,0.625,1,1,1,1,1,1,
25,18,sym3ph,0.3,0.934,0.0,normal,0.0128,0.0,0.0285,-0.0206,0.9345,0.9345,0.934,0,0.15,1,1,1,1,1,1,
25,18,sym3ph,0.6,0.9345,0.0,normal,0.0128,0.0,0.0285,-0.0205,0.9346,0.9346,0.9345,0,0.15,1,1,1,1,1,1,
25,18,sym3ph,1.0,0.9351,0.0,normal,0.0128,0.0,0.0284,-0.0204,0.9347,0.9348,0.9351,0,0.15,1,1,1,1,1,1,
25,18,sym3ph,1.8,0.9363,0.0,normal,0.0128,0.0,0.0283,-0.0201,0.935,0.9351,0.9363,0,0.15,1,1,1,1,1,1,
25,18,sym3ph,3.0,0.938,0.0,normal,0.0128,0.0,0.0282,-0.0197,0.9355,0.9355,0.938,0,0.15,1,1,1,1,1,1,
25,18,sym3ph,6.0,0.942,0.0,normal,0.0127,0.0,0.0279,-0.0187,0.9366,0.9366,0.942,0,0.3,1,1,1,1,1,1,
25,18,sym3ph,12.0,0.9479,0.0,normal,0.0126,0.0,0.0274,-0.017,0.9384,0.9384,0.9479,0,0.3,1,1,1,1,1,1,
25,18,sym3ph,30.0,0.9571,0.0,normal,0.0125,0.0,0.0266,-0.0143,0.9412,0.9412,0.9571,0,0.625,1,1,1,1,1,1,
25,19,sym3ph,0.3,0.794,0.0,sym,0.27,0.159,-0.0272,-0.1983,0.8736,0.8736,0.794,1,0.625,1,1,1,1,1,1,
25,19,sym3ph,0.6,0.8556,0.0,sym,0.254,0.0666,0.0013,-0.1919,0.8779,0.8779,0.8562,0,0.625,1,0,1,1,1,0,
25,19,sym3ph,1.0,0.8936,0.0,sym,0.231,0.0096,0.0215,-0.1827,0.8471,0.8471,0.9037,0,0.625,1,0,1,1,1,0,
25,19,sym3ph,1.8,0.924,0.0,normal,0.0129,0.0,0.0291,-0.0227,0.9323,0.9323,0.924,0,0.625,1,1,1,1,1,1,
25,19,sym3ph,3.0,0.9421,0.0,normal,0.0127,0.0,0.0279,-0.0187,0.9366,0.9366,0.9421,0,0.625,1,1,1,1,1,1,
25,19,sym3ph,6.0,0.9566,0.0,normal,0.0125,0.0,0.0267,-0.0145,0.9411,0.9411,0.9566,0,0.625,1,1,1,1,1,1,
25,19,sym3ph,12.0,0.9642,0.0,normal,0.0131,0.0,0.0259,-0.012,0.9436,0.9436,0.9642,0,0.625,1,1,1,1,1,1,
25,19,sym3ph,30.0,0.9688,0.0,normal,0.0138,0.0,0.0253,-0.01,0.9459,0.9459,0.9688,0,0.625,1,1,1,1,1,1,
25,20,sym3ph,0.3,0.9313,0.0,normal,0.0128,0.0,0.0287,-0.0212,0.9339,0.9339,0.9313,0,0.15,1,1,1,1,1,1,
25,20,sym3ph,0.6,0.9345,0.0,normal,0.0128,0.0,0.0284,-0.0205,0.9346,0.9346,0.9345,0,0.3,1,1,1,1,1,1,
25,20,sym3ph,1.0,0.9384,0.0,normal,0.0128,0.0,0.0282,-0.0196,0.9356,0.9356,0.9384,0,0.3,1,1,1,1,1,1,
25,20,sym3ph,1.8,0.9447,0.0,normal,0.0127,0.0,0.0277,-0.0179,0.9374,0.9374,0.9447,0,0.3,1,1,1,1,1,1,
25,20,sym3ph,3.0,0.9509,0.0,normal,0.0126,0.0,0.0271,-0.0161,0.9393,0.9393,0.9509,0,0.625,1,1,1,1,1,1,
25,20,sym3ph,6.0,0.959,0.0,normal,0.0125,0.0,0.0264,-0.0137,0.9419,0.9419,0.959,0,0.625,1,1,1,1,1,1,
25,20,sym3ph,12.0,0.9648,0.0,normal,0.0132,0.0,0.0259,-0.0118,0.9439,0.9439,0.9648,0,0.625,1,1,1,1,1,1,
25,20,sym3ph,30.0,0.9689,0.0,normal,0.0138,0.0,0.0253,-0.01,0.9459,0.9459,0.9689,0,0.625,1,1,1,1,1,1,
25,21,sym3ph,0.3,0.9395,0.0,normal,0.0127,0.0,0.0281,-0.0193,0.9359,0.9359,0.9395,0,0.15,1,1,1,1,1,1,
25,21,sym3ph,0.6,0.9414,0.0,normal,0.0127,0.0,0.0279,-0.0188,0.9364,0.9364,0.9414,0,0.15,1,1,1,1,1,1,
25,21,sym3ph,1.0,0.9439,0.0,normal,0.0127,0.0,0.0277,-0.0182,0.9372,0.9372,0.9439,0,0.3,1,1,1,1,1,1,
25,21,sym3ph,1.8,0.9482,0.0,normal,0.0126,0.0,0.0274,-0.017,0.9385,0.9385,0.9482,0,0.3,1,1,1,1,1,1,
25,21,sym3ph,3.0,0.9529,0.0,normal,0.0126,0.0,0.027,-0.0156,0.9399,0.9399,0.9529,0,0.625,1,1,1,1,1,1,
