hpt_bus,fault_bus,fault_type,r_fault,Vp,Vn,gate,iq,iq_ref,se_d,se_q,vdc_eq,vdc_min,v_load,clipped,dur,connect,reactive,limit,recover,survive,frt_pass,flags
14,2,sym3ph,3.0,0.8933,0.0,sym,0.2312,0.0101,0.0214,-0.1828,0.8473,0.8473,0.9033,0,0.625,1,0,1,1,1,0,
14,2,sym3ph,6.0,0.9051,0.0,normal,0.0134,0.0,0.0293,-0.0245,0.931,0.931,0.9051,0,0.625,1,1,1,1,1,1,
14,2,sym3ph,12.0,0.9133,0.0,normal,0.0131,0.0,0.0293,-0.0243,0.931,0.931,0.9133,0,0.625,1,1,1,1,1,1,
14,2,sym3ph,30.0,0.9183,0.0,normal,0.013,0.0,0.0293,-0.0236,0.9315,0.9315,0.9183,0,0.625,1,1,1,1,1,1,
14,3,sym3ph,0.3,0.3376,0.0,sym,0.27,0.3,0.0174,-0.1999,0.803,0.803,0.3457,1,0.3,1,1,1,1,1,1,
14,3,sym3ph,0.6,0.4835,0.0,sym,0.27,0.3,-0.0051,-0.1999,0.8554,0.8554,0.4835,1,0.3,1,1,1,1,1,1,
14,3,sym3ph,1.8,0.6507,0.0,sym,0.27,0.3,-0.0146,-0.1998,0.8669,0.8669,0.6507,1,0.625,1,1,1,1,1,1,
14,3,sym3ph,3.0,0.7464,0.0,sym,0.27,0.2305,-0.034,-0.1991,0.8715,0.8715,0.7464,1,0.625,1,1,1,1,1,1,
14,3,sym3ph,6.0,0.8299,0.0,sym,0.2665,0.1052,-0.0121,-0.1956,0.8765,0.8765,0.8299,0,0.625,1,0,1,1,1,0,
14,3,sym3ph,12.0,0.8759,0.0,sym,0.2416,0.0362,0.0125,-0.1873,0.8605,0.8605,0.8817,0,0.625,1,0,1,1,1,0,
14,3,sym3ph,30.0,0.901,0.0,normal,0.0135,0.0,0.0292,-0.0242,0.9312,0.9312,0.901,0,0.625,1,1,1,1,1,1,
14,4,sym3ph,0.3,0.2567,0.0,sym,0.27,0.3,0.0244,-0.1999,0.7817,0.7817,0.2681,1,0.3,1,1,1,1,1,1,
14,4,sym3ph,0.6,0.3764,0.0,sym,0.27,0.3,0.0144,-0.1999,0.8152,0.8152,0.3832,1,0.3,1,1,1,1,1,1,
14,4,sym3ph,1.0,0.4877,0.0,sym,0.27,0.3,-0.0057,-0.1999,0.8557,0.8557,0.4877,1,0.3,1,1,1,1,1,1,
14,4,sym3ph,3.0,0.6596,0.0,sym,0.27,0.3,-0.0172,-0.1998,0.8674,0.8674,0.6596,1,0.625,1,1,1,1,1,1,
14,4,sym3ph,6.0,0.7779,0.0,sym,0.27,0.1831,-0.0305,-0.1988,0.8728,0.8728,0.7779,1,0.625,1,1,1,1,1,1,
14,4,sym3ph,12.0,0.8475,0.0,sym,0.2583,0.0788,-0.0037,-0.1932,0.879,0.879,0.8475,0,0.625,1,0,1,1,1,0,
14,4,sym3ph,30.0,0.8931,0.0,sym,0.2313,0.0104,0.0213,-0.1828,0.8474,0.8474,0.9031,0,0.625,1,0,1,1,1,0,
14,5,sym3ph,0.3,0.2123,0.0,sym,0.27,0.3,0.0266,-0.1999,0.7775,0.7775,0.2248,1,0.15,1,1,1,1,1,1,
14,5,sym3ph,0.6,0.3114,0.0,sym,0.27,0.3,0.0195,-0.1999,0.7936,0.7936,0.3206,1,0.3,1,1,1,1,1,1,
14,5,sym3ph,1.0,0.4131,0.0,sym,0.27,0.3,0.0114,-0.1999,0.8262,0.8262,0.4184,1,0.3,1,1,1,1,1,1,
14,5,sym3ph,1.8,0.527,0.0,sym,0.27,0.3,-0.0092,-0.1999,0.8591,0.8591,0.527,1,0.625,1,1,1,1,1,1,
14,5,sym3ph,3.0,0.5914,0.0,sym,0.27,0.3,-0.0069,-0.1999,0.8635,0.8635,0.5914,1,0.625,1,1,1,1,1,1,
14,5,sym3ph,6.0,0.7295,0.0,sym,0.27,0.2557,-0.0332,-0.1993,0.8708,0.8708,0.7295,1,0.625,1,1,1,1,1,1,
14,5,sym3ph,12.0,0.8198,0.0,sym,0.27,0.1204,-0.017,-0.1966,0.8754,0.8754,0.8198,1,0.625,1,0,1,1,1,0,
14,5,sym3ph,30.0,0.8809,0.0,sym,0.2384,0.0286,0.0151,-0.1858,0.8568,0.8568,0.888,0,0.625,1,0,1,1,1,0,
14,6,sym3ph,0.3,0.1589,0.0,sym,0.27,0.3,0.0288,-0.1999,0.7734,0.7734,0.1724,1,0.15,0,1,1,1,1,0,
14,6,sym3ph,0.6,0.2272,0.0,sym,0.27,0.3,0.0259,-0.1999,0.7788,0.7789,0.2394,1,0.15,1,1,1,1,1,1,
14,6,sym3ph,1.0,0.3079,0.0,sym,0.27,0.3,0.0198,-0.1999,0.7922,0.7922,0.3172,1,0.3,1,1,1,1,1,1,
14,6,sym3ph,1.8,0.4302,0.0,sym,0.27,0.3,0.0098,-0.1999,0.8312,0.8312,0.4348,1,0.3,1,1,1,1,1,1,
14,6,sym3ph,3.0,0.5302,0.0,sym,0.27,0.3,-0.0092,-0.1999,0.8593,0.8593,0.5302,1,0.625,1,1,1,1,1,1,
14,6,sym3ph,6.0,0.6396,0.0,sym,0.27,0.3,-0.0116,-0.1998,0.8663,0.8663,0.6396,1,0.625,1,1,1,1,1,1,
14,6,sym3ph,12.0,0.7646,0.0,sym,0.27,0.203,-0.0319,-0.199,0.8722,0.8722,0.7646,1,0.625,1,1,1,1,1,1,
14,6,sym3ph,30.0,0.8562,0.0,sym,0.2536,0.0657,0.0016,-0.1918,0.8773,0.8773,0.8569,0,0.625,1,0,1,1,1,0,
14,7,sym3ph,0.3,0.1436,0.0,sym,0.27,0.3,0.0304,-0.1999,0.7703,0.7703,0.1579,1,0.15,0,1,1,1,1,0,
14,7,sym3ph,0.6,0.2029,0.0,sym,0.27,0.3,0.0271,-0.1999,0.7766,0.7767,0.2156,1,0.15,1,1,1,1,1,1,
14,7,sym3ph,1.0,0.2765,0.0,sym,0.27,0.3,0.0229,-0.1999,0.7845,0.7845,0.2873,1,0.3,1,1,1,1,1,1,
14,7,sym3ph,1.8,0.3947,0.0,sym,0.27,0.3,0.0129,-0.1999,0.8208,0.8208,0.4008,1,0.3,1,1,1,1,1,1,
14,7,sym3ph,3.0,0.5076,0.0,sym,0.27,0.3,-0.0084,-0.1999,0.8575,0.8575,0.5076,1,0.625,1,1,1,1,1,1,
14,7,sym3ph,6.0,0.6127,0.0,sym,0.27,0.3,-0.0078,-0.1998,0.8648,0.8648,0.6127,1,0.625,1,1,1,1,1,1,
14,7,sym3ph,12.0,0.7492,0.0,sym,0.27,0.2262,-0.0336,-0.1991,0.8716,0.8716,0.7492,1,0.625,1,1,1,1,1,1,
14,7,sym3ph,30.0,0.8498,0.0,sym,0.2571,0.0753,-0.0022,-0.1929,0.8794,0.8794,0.8498,0,0.625,1,0,1,1,1,0,
14,8,sym3ph,0.3,0.1071,0.0,sym,0.27,0.3,0.0348,-0.1999,0.7619,0.7619,0.1235,1,0.15,0,1,1,1,1,0,
14,8,sym3ph,0.6,0.1432,0.0,sym,0.27,0.3,0.0304,-0.1999,0.7702,0.7703,0.1575,1,0.15,0,1,1,1,1,0,
14,8,sym3ph,1.0,0.1914,0.0,sym,0.27,0.3,0.0278,-0.1999,0.7753,0.7754,0.2044,1,0.15,1,1,1,1,1,1,
14,8,sym3ph,1.8,0.2772,0.0,sym,0.27,0.3,0.0229,-0.1999,0.7846,0.7846,0.288,1,0.3,1,1,1,1,1,1,
14,8,sym3ph,3.0,0.3778,0.0,sym,0.27,0.3,0.0143,-0.1999,0.8157,0.8157,0.3845,1,0.3,1,1,1,1,1,1,
14,8,sym3ph,6.0,0.5298,0.0,sym,0.27,0.3,-0.0092,-0.1999,0.8593,0.8593,0.5298,1,0.625,1,1,1,1,1,1,
14,8,sym3ph,12.0,0.6556,0.0,sym,0.27,0.3,-0.0161,-0.1998,0.8672,0.8672,0.6556,1,0.625,1,1,1,1,1,1,
14,8,sym3ph,30.0,0.8023,0.0,sym,0.27,0.1466,-0.0248,-0.1979,0.8741,0.8741,0.8023,1,0.625,1,0,1,1,1,0,
14,9,sym3ph,0.3,0.0903,0.0,sym,0.27,0.3,0.0367,-0.1999,0.7583,0.7584,0.1075,1,0.15,0,1,1,1,1,0,
14,9,sym3ph,0.6,0.1199,0.0,sym,0.27,0.3,0.0335,-0.1999,0.7644,0.7645,0.1357,1,0.15,0,1,1,1,1,0,
14,9,sym3ph,1.0,0.16,0.0,sym,0.27,0.3,0.0287,-0.1999,0.7734,0.7735,0.1736,1,0.15,0,1,1,1,1,0,
14,9,sym3ph,1.8,0.2348,0.0,sym,0.27,0.3,0.0255,-0.1999,0.7795,0.7795,0.2468,1,0.3,1,1,1,1,1,1,
14,9,sym3ph,3.0,0.3295,0.0,sym,0.27,0.3,0.018,-0.1999,0.8003,0.8003,0.3379,1,0.3,1,1,1,1,1,1,
14,9,sym3ph,6.0,0.4867,0.0,sym,0.27,0.3,-0.0055,-0.1999,0.8557,0.8557,0.4867,1,0.3,1,1,1,1,1,1,
14,9,sym3ph,12.0,0.6097,0.0,sym,0.27,0.3,-0.0073,-0.1998,0.8647,0.8647,0.6097,1,0.625,1,1,1,1,1,1,
14,9,sym3ph,30.0,0.7761,0.0,sym,0.27,0.1859,-0.0306,-0.1988,0.8728,0.8728,0.7761,1,0.625,1,1,1,1,1,1,
14,10,sym3ph,0.3,0.0718,0.0,sym,0.27,0.3,0.0387,-0.1999,0.7545,0.7545,0.09,1,0.15,0,1,1,1,1,0,
14,10,sym3ph,0.6,0.0997,0.0,sym,0.27,0.3,0.0357,-0.1999,0.7603,0.7603,0.1165,1,0.15,0,1,1,1,1,0,
14,10,sym3ph,1.0,0.1357,0.0,sym,0.27,0.3,0.0313,-0.1999,0.7685,0.7686,0.1504,1,0.15,0,1,1,1,1,0,
14,10,sym3ph,1.8,0.2036,0.0,sym,0.27,0.3,0.027,-0.1999,0.7767,0.7768,0.2163,1,0.15,1,1,1,1,1,1,
14,10,sym3ph,3.0,0.2908,0.0,sym,0.27,0.3,0.0215,-0.1999,0.7871,0.7871,0.3009,1,0.3,1,1,1,1,1,1,
14,10,sym3ph,6.0,0.4416,0.0,sym,0.27,0.3,0.0067,-0.1999,0.8384,0.8384,0.4447,1,0.3,1,1,1,1,1,1,
14,10,sym3ph,12.0,0.5796,0.0,sym,0.27,0.3,-0.0072,-0.1999,0.8628,0.8628,0.5796,1,0.625,1,1,1,1,1,1,
14,10,sym3ph,30.0,0.7513,0.0,sym,0.27,0.223,-0.0333,-0.1991,0.8717,0.8717,0.7513,1,0.625,1,1,1,1,1,1,
14,11,sym3ph,0.3,0.0688,0.0,sym,0.27,0.3,0.0391,-0.1999,0.7538,0.7539,0.0872,1,0.15,0,1,1,1,1,0,
14,11,sym3ph,0.6,0.0967,0.0,sym,0.27,0.3,0.036,-0.1999,0.7597,0.7597,0.1136,1,0.15,0,1,1,1,1,0,
14,11,sym3ph,1.0,0.1322,0.0,sym,0.27,0.3,0.0319,-0.1999,0.7675,0.7676,0.1472,1,0.15,0,1,1,1,1,0,
14,11,sym3ph,1.8,0.1992,0.0,sym,0.27,0.3,0.0273,-0.1999,0.7762,0.7763,0.212,1,0.15,1,1,1,1,1,1,
14,11,sym3ph,3.0,0.2852,0.0,sym,0.27,0.3,0.0221,-0.1999,0.786,0.786,0.2956,1,0.3,1,1,1,1,1,1,
14,11,sym3ph,6.0,0.435,0.0,sym,0.27,0.3,0.0091,-0.1999,0.8331,0.8331,0.4393,1,0.3,1,1,1,1,1,1,
14,11,sym3ph,12.0,0.575,0.0,sym,0.27,0.3,-0.0074,-0.1999,0.8625,0.8625,0.575,1,0.625,1,1,1,1,1,1,
14,11,sym3ph,30.0,0.7471,0.0,sym,0.27,0.2294,-0.0339,-0.1991,0.8715,0.8715,0.7471,1,0.625,1,1,1,1,1,1,
14,12,sym3ph,0.3,0.0656,0.0,sym,0.27,0.3,0.0394,-0.1999,0.7532,0.7532,0.0842,1,0.15,0,1,1,1,1,0,
14,12,sym3ph,0.6,0.0915,0.0,sym,0.27,0.3,0.0366,-0.1999,0.7586,0.7586,0.1087,1,0.15,0,1,1,1,1,0,
14,12,sym3ph,1.0,0.126,0.0,sym,0.27,0.3,0.0327,-0.1999,0.7659,0.766,0.1414,1,0.15,0,1,1,1,1,0,
14,12,sym3ph,1.8,0.1911,0.0,sym,0.27,0.3,0.0278,-0.1999,0.7753,0.7753,0.2042,1,0.15,1,1,1,1,1,1,
14,12,sym3ph,3.0,0.2748,0.0,sym,0.27,0.3,0.0231,-0.1999,0.7842,0.7842,0.2856,1,0.3,1,1,1,1,1,1,
14,12,sym3ph,6.0,0.4228,0.0,sym,0.27,0.3,0.0105,-0.1999,0.829,0.829,0.4278,1,0.3,1,1,1,1,1,1,
14,12,sym3ph,12.0,0.5663,0.0,sym,0.27,0.3,-0.0079,-0.1999,0.8619,0.8619,0.5663,1,0.625,1,1,1,1,1,1,
14,12,sym3ph,30.0,0.7391,0.0,sym,0.27,0.2413,-0.0344,-0.1992,0.8712,0.8712,0.7391,1,0.625,1,1,1,1,1,1,
14,13,sym3ph,0.3,0.0415,0.0,sym,0.27,0.3,0.0415,-0.1999,0.7492,0.7492,0.0611,1,0.15,1,1,1,1,0,0,VDC_LOW
14,13,sym3ph,0.6,0.0676,0.0,sym,0.27,0.3,0.0392,-0.1999,0.7536,0.7536,0.086,1,0.15,0,1,1,1,1,0,
14,13,sym3ph,1.0,0.0987,0.0,sym,0.27,0.3,0.0358,-0.1999,0.7601,0.7601,0.1155,1,0.15,0,1,1,1,1,0,
14,13,sym3ph,1.8,0.1569,0.0,sym,0.27,0.3,0.029,-0.1999,0.773,0.7731,0.1705,1,0.15,0,1,1,1,1,0,
14,13,sym3ph,3.0,0.2326,0.0,sym,0.27,0.3,0.0257,-0.1999,0.7793,0.7793,0.2446,1,0.3,1,1,1,1,1,1,
14,13,sym3ph,6.0,0.3738,0.0,sym,0.27,0.3,0.0147,-0.1999,0.8144,0.8144,0.3807,1,0.3,1,1,1,1,1,1,
14,13,sym3ph,12.0,0.5294,0.0,sym,0.27,0.3,-0.0092,-0.1999,0.8592,0.8592,0.5294,1,0.625,1,1,1,1,1,1,
14,13,sym3ph,30.0,0.7076,0.0,sym,0.27,0.2886,-0.0266,-0.1995,0.8697,0.8697,0.7076,1,0.625,1,1,1,1,1,1,
14,14,sym3ph,0.3,0.0274,0.0,sym,0.27,0.3,0.043,-0.1999,0.7463,0.7463,0.0477,1,0.15,1,1,1,1,0,0,VDC_LOW
14,14,sym3ph,0.6,0.054,0.0,sym,0.27,0.3,0.0406,-0.1999,0.751,0.751,0.0731,1,0.15,0,1,1,1,1,0,
14,14,sym3ph,1.0,0.0857,0.0,sym,0.27,0.3,0.0372,-0.1999,0.7574,0.7575,0.1032,1,0.15,0,1,1,1,1,0,
14,14,sym3ph,1.8,0.1428,0.0,sym,0.27,0.3,0.0305,-0.1999,0.7701,0.7702,0.1571,1,0.15,0,1,1,1,1,0,
14,14,sym3ph,3.0,0.2162,0.0,sym,0.27,0.3,0.0264,-0.1999,0.7778,0.7778,0.2286,1,0.3,1,1,1,1,1,1,
14,14,sym3ph,6.0,0.3549,0.0,sym,0.27,0.3,0.0161,-0.1999,0.8086,0.8086,0.3624,1,0.3,1,1,1,1,1,1,
14,14,sym3ph,12.0,0.5144,0.0,sym,0.27,0.3,-0.009,-0.1999,0.858,0.858,0.5144,1,0.625,1,1,1,1,1,1,
14,14,sym3ph,30.0,0.6956,0.0,sym,0.27,0.3,-0.0244,-0.1996,0.8691,0.8691,0.6956,1,0.625,1,1,1,1,1,1,
14,15,sym3ph,0.3,0.0871,0.0,sym,0.27,0.3,0.037,-0.1999,0.7577,0.7577,0.1045,1,0.15,0,1,1,1,1,0,
14,15,sym3ph,0.6,0.1082,0.0,sym,0.27,0.3,0.0347,-0.1999,0.7621,0.7622,0.1245,1,0.15,0,1,1,1,1,0,
14,15,sym3ph,1.0,0.1337,0.0,sym,0.27,0.3,0.0316,-0.1999,0.7679,0.768,0.1486,1,0.15,0,1,1,1,1,0,
14,15,sym3ph,1.8,0.1823,0.0,sym,0.27,0.3,0.0281,-0.1999,0.7747,0.7747,0.1955,1,0.15,0,1,1,1,1,0,
14,15,sym3ph,3.0,0.2473,0.0,sym,0.27,0.3,0.0249,-0.1999,0.7807,0.7807,0.259,1,0.3,1,1,1,1,1,1,
14,15,sym3ph,6.0,0.3735,0.0,sym,0.27,0.3,0.0147,-0.1999,0.8143,0.8143,0.3804,1,0.3,1,1,1,1,1,1,
14,15,sym3ph,12.0,0.5241,0.0,sym,0.27,0.3,-0.0091,-0.1999,0.8588,0.8588,0.5241,1,0.3,1,1,1,1,1,1,
14,15,sym3ph,30.0,0.6976,0.0,sym,0.27,0.3,-0.0245,-0.1996,0.8692,0.8692,0.6976,1,0.625,1,1,1,1,1,1,
14,16,sym3ph,0.3,0.1487,0.0,sym,0.27,0.3,0.0298,-0.1999,0.7714,0.7714,0.1627,1,0.15,0,1,1,1,1,0,
14,16,sym3ph,0.6,0.1671,0.0,sym,0.27,0.3,0.0286,-0.1999,0.7737,0.7738,0.1805,1,0.15,0,1,1,1,1,0,
14,16,sym3ph,1.0,0.1882,0.0,sym,0.27,0.3,0.0279,-0.1999,0.775,0.775,0.2014,1,0.15,1,1,1,1,1,1,
14,16,sym3ph,1.8,0.229,0.0,sym,0.27,0.3,0.0258,-0.1999,0.779,0.779,0.2412,1,0.15,1,1,1,1,1,1,
14,16,sym3ph,3.0,0.2853,0.0,sym,0.27,0.3,0.0221,-0.1999,0.7861,0.7861,0.2957,1,0.15,1,1,1,1,1,1,
14,16,sym3ph,6.0,0.3969,0.0,sym,0.27,0.3,0.0127,-0.1999,0.8215,0.8215,0.4029,1,0.3,1,1,1,1,1,1,
14,16,sym3ph,12.0,0.5349,0.0,sym,0.27,0.3,-0.0091,-0.1999,0.8597,0.8597,0.5349,1,0.3,1,1,1,1,1,1,
14,16,sym3ph,30.0,0.7005,0.0,sym,0.27,0.2992,-0.0246,-0.1996,0.8694,0.8694,0.7005,1,0.625,1,1,1,1,1,1,
14,17,sym3ph,0.3,0.2627,0.0,sym,0.27,0.3,0.024,-0.1999,0.7824,0.7825,0.274,1,0.15,1,1,1,1,1,1,
14,17,sym3ph,0.6,0.2727,0.0,sym,0.27,0.3,0.0232,-0.1999,0.7839,0.7839,0.2837,1,0.15,1,1,1,1,1,1,
14,17,sym3ph,1.0,0.2862,0.0,sym,0.27,0.3,0.022,-0.1999,0.7862,0.7863,0.2966,1,0.15,1,1,1,1,1,1,
14,17,sym3ph,1.8,0.3132,0.0,sym,0.27,0.3,0.0194,-0.1999,0.7943,0.7943,0.3223,1,0.15,1,1,1,1,1,1,
14,17,sym3ph,3.0,0.3521,0.0,sym,0.27,0.3,0.0163,-0.1999,0.8078,0.8078,0.3597,1,0.15,1,1,1,1,1,1,
14,17,sym3ph,6.0,0.4362,0.0,sym,0.27,0.3,0.0087,-0.1999,0.834,0.834,0.4403,1,0.3,1,1,1,1,1,1,
14,17,sym3ph,12.0,0.551,0.0,sym,0.27,0.3,-0.0086,-0.1999,0.8608,0.8608,0.551,1,0.3,1,1,1,1,1,1,
14,17,sym3ph,30.0,0.7039,0.0,sym,0.27,0.2941,-0.0256,-0.1996,0.8695,0.8695,0.7039,1,0.625,1,1,1,1,1,1,
14,18,sym3ph,0.3,0.3026,0.0,sym,0.27,0.3,0.0203,-0.1999,0.79,0.7901,0.3122,1,0.15,1,1,1,1,1,1,
14,18,sym3ph,0.6,0.3115,0.0,sym,0.27,0.3,0.0195,-0.1999,0.7936,0.7937,0.3206,1,0.15,1,1,1,1,1,1,
14,18,sym3ph,1.0,0.3233,0.0,sym,0.27,0.3,0.0185,-0.1999,0.7981,0.7981,0.332,1,0.15,1,1,1,1,1,1,
14,18,sym3ph,1.8,0.3468,0.0,sym,0.27,0.3,0.0166,-0.1999,0.8061,0.8062,0.3546,1,0.15,1,1,1,1,1,1,
14,18,sym3ph,3.0,0.381,0.0,sym,0.27,0.3,0.014,-0.1999,0.8167,0.8167,0.3876,1,0.15,1,1,1,1,1,1,
14,18,sym3ph,6.0,0.4561,0.0,sym,0.27,0.3,0.0027,-0.1999,0.8476,0.8476,0.4573,1,0.3,1,1,1,1,1,1,
14,18,sym3ph,12.0,0.5606,0.0,sym,0.27,0.3,-0.0081,-0.1999,0.8615,0.8615,0.5606,1,0.3,1,1,1,1,1,1,
14,18,sym3ph,30.0,0.7069,0.0,sym,0.27,0.2896,-0.0264,-0.1995,0.8697,0.8697,0.7069,1,0.625,1,1,1,1,1,1,
14,19,sym3ph,0.3,0.7348,0.0,sym,0.27,0.2478,-0.0345,-0.1992,0.871,0.871,0.7348,1,0.625,1,1,1,1,1,1,
14,19,sym3ph,0.6,0.8015,0.0,sym,0.27,0.1477,-0.025,-0.198,0.8741,0.8741,0.8015,1,0.625,1,0,1,1,1,0,
14,19,sym3ph,1.0,0.8421,0.0,sym,0.2608,0.0869,-0.0066,-0.194,0.8782,0.8782,0.8421,0,0.625,1,0,1,1,1,0,
14,19,sym3ph,1.8,0.8754,0.0,sym,0.2418,0.0369,0.0123,-0.1874,0.8609,0.8609,0.8811,0,0.625,1,0,1,1,1,0,
14,19,sym3ph,3.0,0.8942,0.0,sym,0.2306,0.0087,0.0218,-0.1825,0.8466,0.8466,0.9045,0,0.625,1,0,1,1,1,0,
14,19,sym3ph,6.0,0.9053,0.0,normal,0.0134,0.0,0.0293,-0.0246,0.9309,0.9309,0.9053,0,0.625,1,1,1,1,1,1,
14,19,sym3ph,12.0,0.9134,0.0,normal,0.0131,0.0,0.0293,-0.0243,0.931,0.931,0.9134,0,0.625,1,1,1,1,1,1,
14,19,sym3ph,30.0,0.9183,0.0,normal,0.013,0.0,0.0293,-0.0236,0.9315,0.9315,0.9183,0,0.625,1,1,1,1,1,1,
14,20,sym3ph,0.3,0.883,0.0,sym,0.2371,0.0255,0.0162,-0.1853,0.8551,0.8551,0.8906,0,0.15,1,0,1,1,1,0,
14,20,sym3ph,0.6,0.8863,0.0,sym,0.2351,0.0205,0.018,-0.1844,0.8524,0.8524,0.8948,0,0.3,1,0,1,1,1,0,
14,20,sym3ph,1.0,0.8904,0.0,sym,0.2328,0.0144,0.02,-0.1835,0.8493,0.8493,0.8998,0,0.3,1,0,1,1,1,0,
14,20,sym3ph,1.8,0.8969,0.0,sym,0.2291,0.0046,0.0231,-0.1818,0.8448,0.8448,0.9078,0,0.3,1,0,1,1,1,0,
14,20,sym3ph,3.0,0.9017,0.0,normal,0.0135,0.0,0.0292,-0.0243,0.9312,0.9312,0.9017,0,0.625,1,1,1,1,1,1,
14,20,sym3ph,6.0,0.9079,0.0,normal,0.0132,0.0,0.0293,-0.0246,0.9308,0.9308,0.9079,0,0.625,1,1,1,1,1,1,
14,20,sym3ph,12.0,0.914,0.0,normal,0.0131,0.0,0.0293,-0.0242,0.931,0.931,0.914,0,0.625,1,1,1,1,1,1,
14,20,sym3ph,30.0,0.9184,0.0,normal,0.013,0.0,0.0293,-0.0236,0.9315,0.9315,0.9184,0,0.625,1,1,1,1,1,1,
14,21,sym3ph,0.3,0.8915,0.0,sym,0.2322,0.0127,0.0206,-0.1832,0.8485,0.8485,0.9012,0,0.15,1,0,1,1,1,0,
14,21,sym3ph,0.6,0.8935,0.0,sym,0.231,0.0097,0.0215,-0.1827,0.8471,0.8471,0.9037,0,0.15,1,0,1,1,1,0,
14,21,sym3ph,1.0,0.8961,0.0,sym,0.2295,0.0058,0.0227,-0.182,0.8454,0.8454,0.9068,0,0.3,1,0,1,1,1,0,
14,21,sym3ph,1.8,0.8982,0.0,sym,0.2283,0.0027,0.0237,-0.1814,0.844,0.844,0.9093,0,0.3,1,0,1,1,1,0,
14,21,sym3ph,3.0,0.9014,0.0,normal,0.0135,0.0,0.0292,-0.0243,0.9312,0.9312,0.9014,0,0.625,1,1,1,1,1,1,
14,21,sym3ph,6.0,0.9086,0.0,normal,0.0132,0.0,0.0293,-0.0246,0.9308,0.9308,0.9086,0,0.625,1,1,1,1,1,1,
14,21,sym3ph,12.0,0.9142,0.0,normal,0.0131,0.0,0.0293,-0.0242,0.9311,0.9311,0.9142,0,0.625,1,1,1,1,1,1,
14,21,sym3ph,30.0,0.9184,0.0,normal,0.013,0.0,0.0293,-0.0236,0.9315,0.9315,0.9184,0,0.625,1,1,1,1,1,1,
14,22,sym3ph,0.3,0.8986,0.0,sym,0.2281,0.0022,0.0238,-0.1813,0.8437,0.8438,0.9098,0,0.15,1,0,1,1,1,0,
14,22,sym3ph,0.6,0.8991,0.0,sym,0.2278,0.0013,0.0241,-0.1812,0.8434,0.8434,0.9104,0,0.15,1,0,1,1,1,0,
14,22,sym3ph,1.0,0.9002,0.0,normal,0.0135,0.0,0.0292,-0.0242,0.9313,0.9313,0.9002,0,0.3,1,1,1,1,1,1,
14,22,sym3ph,1.8,0.9014,0.0,normal,0.0135,0.0,0.0292,-0.0243,0.9312,0.9312,0.9014,0,0.3,1,1,1,1,1,1,
14,22,sym3ph,3.0,0.9045,0.0,normal,0.0134,0.0,0.0292,-0.0245,0.931,0.931,0.9045,0,0.3,1,1,1,1,1,1,
14,22,sym3ph,6.0,0.9097,0.0,normal,0.0132,0.0,0.0294,-0.0246,0.9308,0.9308,0.9097,0,0.625,1,1,1,1,1,1,
14,22,sym3ph,12.0,0.9145,0.0,normal,0.0131,0.0,0.0293,-0.0241,0.9311,0.9311,0.9145,0,0.625,1,1,1,1,1,1,
14,22,sym3ph,30.0,0.9185,0.0,normal,0.013,0.0,0.0293,-0.0236,0.9315,0.9315,0.9185,0,0.625,1,1,1,1,1,1,
14,23,sym3ph,0.3,0.5223,0.0,sym,0.27,0.3,-0.0091,-0.1999,0.8587,0.8587,0.5223,1,0.3,1,1,1,1,1,1,
14,23,sym3ph,1.0,0.5982,0.0,sym,0.27,0.3,-0.007,-0.1999,0.864,0.864,0.5982,1,0.3,1,1,1,1,1,1,
14,23,sym3ph,1.8,0.6903,0.0,sym,0.27,0.3,-0.024,-0.1997,0.8689,0.8689,0.6903,1,0.625,1,1,1,1,1,1,
14,23,sym3ph,3.0,0.763,0.0,sym,0.27,0.2055,-0.032,-0.199,0.8722,0.8722,0.763,1,0.625,1,1,1,1,1,1,
14,23,sym3ph,6.0,0.8345,0.0,sym,0.2643,0.0983,-0.01,-0.1951,0.8771,0.8771,0.8345,0,0.625,1,0,1,1,1,0,
14,23,sym3ph,12.0,0.8771,0.0,sym,0.2408,0.0344,0.0131,-0.1869,0.8596,0.8596,0.8832,0,0.625,1,0,1,1,1,0,
14,23,sym3ph,30.0,0.9012,0.0,normal,0.0135,0.0,0.0292,-0.0242,0.9312,0.9312,0.9012,0,0.625,1,1,1,1,1,1,
14,24,sym3ph,0.3,0.6532,0.0,sym,0.27,0.3,-0.0153,-0.1998,0.867,0.8671,0.6532,1,0.15,1,1,1,1,1,1,
14,24,sym3ph,0.6,0.6789,0.0,sym,0.27,0.3,-0.0219,-0.1997,0.8683,0.8683,0.6789,1,0.3,1,1,1,1,1,1,
14,24,sym3ph,1.0,0.7081,0.0,sym,0.27,0.2879,-0.0268,-0.1995,0.8697,0.8697,0.7081,1,0.3,1,1,1,1,1,1,
14,24,sym3ph,1.8,0.7521,0.0,sym,0.27,0.2219,-0.0332,-0.1991,0.8717,0.8717,0.7521,1,0.3,1,1,1,1,1,1,
14,24,sym3ph,3.0,0.7926,0.0,sym,0.27,0.1611,-0.0276,-0.1984,0.8736,0.8736,0.7926,1,0.625,1,1,1,1,1,1,
14,24,sym3ph,6.0,0.8432,0.0,sym,0.2603,0.0852,-0.0062,-0.1939,0.8784,0.8784,0.8432,0,0.625,1,0,1,1,1,0,
