case_id,topology,fault_family,fault_pu,duration_s,model_path,stale_reason,retest_run,voltage_reason,next_action
topology1_hvrt110_60ms_balanced_retrain,topology1,HVRT,1.100,0.060,data/models/hpt_t1_h110_bal_retrain_gate_20260721_dagger1.zip,Failed current accepted-specialist revalidation after manifest gained explicit actor_filter_tau and phase_override fields; actor command no longer reproduces the original promotion behavior under current evaluator/source interface.,lab/results/hpt_accepted_t1_hvrt110_phaseaware_true_recheck_20260722/accepted_specialist_validation.csv,timestep_fault_lv_band;timestep_recovery_envelope,Retrain or re-search topology1 HVRT under the current evaluator interface before returning it to the accepted balanced matrix.
