case_id,topology,fault_family,fault_pu,duration_s,fault_phase_pu,controller_type,model_path,run_dir,control_csv,voltage_survival_pass,beats_conventional,full_frt_pass,policy_score,conventional_score,score_improvement,envelope_violation_max_pu,recovery_violation_max_pu,fault_lv_band_violation_max_pu,vdc_min,vdc_max,reward_trace_csv,convergence_figure,notes
topology1_ab_hvrt110_60ms_detectorfix_sacft,topology1,AB-phase HVRT,1.10,0.060,"[1.10 1.10 1.00]",protected_sac_finetune_chunk01,data/models/hpt_stage6_t1_ab_hvrt110_detectorfix_sacft_20260728_chunk01.zip,lab/results/hpt_stage6_t1_ab_hvrt110_detectorfix_sacft_20260728,lab/results/hpt_v2_control_comparison/control_comparison_topology1_fault_all_hpt_stage6_t1_ab_hvrt110_detectorfix_sacft_20260728_chunk01_switch_20260728_034538.csv,true,true,false,104.716828523735,109.170462272312,4.453633748576991,0.0,0.0,0.0,768.74841163424,878.656613783209,lab/results/hpt_stage6_t1_ab_hvrt110_detectorfix_sacft_20260728/sac_training_reward_trace_combined.csv,lab/results/hpt_stage6_t1_ab_hvrt110_detectorfix_sacft_20260728/sac_reward_and_switch_score_convergence.png,"Voltage-survival only; full FRT remains false due grid-current/reactive-current items."
