case_id,topology,fault_family,fault_pu,duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,model_path,promotion_level,voltage_survival_pass,beats_conventional,full_frt_pass,policy_score,baseline_score,lv_mean,lv_recovery_mean,vdc_min,vdc_max,notes
topology1_lvrt090_60ms_gridobs_clock,topology1,LVRT,0.900,0.060,0.080,0.125,0.020,850.0,1.0,data/models/hpt_t1_l090_pre24_b60_down35_clk_dg3_dagger2.zip,voltage_survival,true,true,false,102.944910783583,112.165578152875,210.136541091906,205.971390770486,769.81320050105,878.140984976149,Carried forward from 20260719 grid-observation accepted manifest; voltage-survival only
topology1_hvrt110_60ms_gridobs_traj,topology1,HVRT,1.100,0.060,0.080,0.125,0.020,850.0,1.0,data/models/hpt_t1_h110_b0_r30_gridobs_traj_20260720_dagger1.zip,voltage_survival,true,true,false,103.589494636551,115.561602142091,196.208049683292,207.66083782201,763.80629978922,910.057104102533,Carried forward from 20260720 topology1 HVRT trajectory specialist; voltage-survival only
topology2_lvrt090_60ms_chop780_r065_timefix,topology2,LVRT,0.900,0.060,0.080,0.125,0.020,780.0,0.65,data/models/hpt_t2_l090_chop780_r065_timefix_purebc_20260720_bc0.zip,voltage_survival,true,true,false,128.457760168509,143.302302036675,194.603324293528,205.082864302393,762.393402180383,978.341788542831,New topology2 LVRT trajectory/state-feedback specialist after relative fault timer fix; voltage-survival only
topology2_hvrt110_60ms_chop780_r065_timefix,topology2,HVRT,1.100,0.060,0.080,0.125,0.020,780.0,0.65,data/models/hpt_t2_h110_chop780_r065_timefix_purebc_20260720_bc0.zip,voltage_survival,true,true,false,113.861130612744,155.991754061038,201.744558516915,204.916007036013,762.393402180383,999.984542947764,New topology2 HVRT trajectory/state-feedback specialist after relative fault timer fix; voltage-survival only
