case_id,curriculum,eval_topology,eval_case_name,fault_family,fault_phase_key,eval_fault_pu,eval_fault_phase_pu,eval_duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,init_model,baseline_score,priority,notes
topology2_ab_hvrt110_60ms_stage4,topology2_ab_hvrt105_60ms,topology2,ab_hvrt110_60ms,HVRT,ab,1.100,"1.100 1.100 1.000",0.060,0.035,0.125,0.020,780.0,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_11_topology2_ab_hvrt105_60ms_new_chunk01.zip,135.190765145462,stage4_failure_repair,"Stage-4 smoke failed AB-HVRT 1.10 when falling back to the balanced HVRT actor. Start from the validated AB-HVRT 1.05 candidate and use conservative protected SAC to seek switch-level voltage-survival at 1.10 pu."
