case_id,topology,fault_family,fault_phase_key,fault_pu,fault_phase_pu,duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,model_path,promotion_level,split,notes
t1fam_lvrt_bal_smoke_center_0900_060ms,topology1,LVRT,,0.900,,0.060,0.080,0.125,0.020,850.0,1.0,0.001,false,data/models/hpt_t1_l090_pre24_b60_down35_clk_dg3_dagger2.zip,family_seed_smoke,train,Center smoke case for topology1 balanced LVRT family.
t1fam_lvrt_bal_smoke_train_edge_0850_080ms,topology1,LVRT,,0.850,,0.080,0.080,0.125,0.020,850.0,1.0,0.001,false,data/models/hpt_t1_l090_pre24_b60_down35_clk_dg3_dagger2.zip,family_seed_smoke,train,Harder train-edge smoke case.
t1fam_lvrt_bal_smoke_val_0925_100ms,topology1,LVRT,,0.925,,0.100,0.080,0.125,0.020,850.0,1.0,0.001,false,data/models/hpt_t1_l090_pre24_b60_down35_clk_dg3_dagger2.zip,family_seed_smoke,validation,Validation smoke case for interpolation-depth and longer-duration behavior.
