case_id,topology,fault_family,fault_phase_key,fault_pu,fault_phase_pu,duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,model_path,promotion_level,notes
t2fam_sac_anchor_reg_bal_lvrt090_60ms,topology2,LVRT,,0.900,,0.060,0.080,0.125,0.020,780.0,0.65,0.0,true,data/models/hpt_stage8_t2_lvrt_family_sac_anchor_pilot_20260728.zip,sac_anchor_pilot,Stage-8 SAC-main BRAC-style support-regularized family actor; evaluated on selector family regression case.
t2fam_sac_anchor_reg_a_lvrt090_60ms,topology2,LVRT,a,0.900,[0.900 1.000 1.000],0.060,0.035,0.125,0.020,780.0,0.65,0.0,false,data/models/hpt_stage8_t2_lvrt_family_sac_anchor_pilot_20260728.zip,sac_anchor_pilot,Stage-8 SAC-main BRAC-style support-regularized family actor; evaluated on selector family regression case.
t2fam_sac_anchor_reg_ab_lvrt090_60ms,topology2,LVRT,ab,0.900,[0.900 0.900 1.000],0.060,0.035,0.125,0.020,780.0,0.65,0.0,true,data/models/hpt_stage8_t2_lvrt_family_sac_anchor_pilot_20260728.zip,sac_anchor_pilot,Stage-8 SAC-main BRAC-style support-regularized family actor; evaluated on selector family regression case.
t2fam_sac_anchor_hold_bal_lvrt0875_100ms,topology2,LVRT,,0.875,,0.100,0.080,0.125,0.020,780.0,0.65,0.0,true,data/models/hpt_stage8_t2_lvrt_family_sac_anchor_pilot_20260728.zip,sac_anchor_pilot,Stage-8 SAC-main BRAC-style support-regularized family actor; evaluated on family holdout case.
t2fam_sac_anchor_hold_b_lvrt0875_100ms,topology2,LVRT,b,0.875,[1.000 0.875 1.000],0.100,0.035,0.125,0.020,780.0,0.65,0.0,false,data/models/hpt_stage8_t2_lvrt_family_sac_anchor_pilot_20260728.zip,sac_anchor_pilot,Stage-8 SAC-main BRAC-style support-regularized family actor; evaluated on family holdout case.
t2fam_sac_anchor_hold_bc_lvrt0875_100ms,topology2,LVRT,bc,0.875,[1.000 0.875 0.875],0.100,0.035,0.125,0.020,780.0,0.65,0.0,true,data/models/hpt_stage8_t2_lvrt_family_sac_anchor_pilot_20260728.zip,sac_anchor_pilot,Stage-8 SAC-main BRAC-style support-regularized family actor; evaluated on family holdout case.
t2fam_sac_anchor_hold_bal_lvrt0925_100ms,topology2,LVRT,,0.925,,0.100,0.080,0.125,0.020,780.0,0.65,0.0,true,data/models/hpt_stage8_t2_lvrt_family_sac_anchor_pilot_20260728.zip,sac_anchor_pilot,Stage-8 SAC-main BRAC-style support-regularized family actor; evaluated on family holdout case.
t2fam_sac_anchor_hold_b_lvrt0925_100ms,topology2,LVRT,b,0.925,[1.000 0.925 1.000],0.100,0.035,0.125,0.020,780.0,0.65,0.0,false,data/models/hpt_stage8_t2_lvrt_family_sac_anchor_pilot_20260728.zip,sac_anchor_pilot,Stage-8 SAC-main BRAC-style support-regularized family actor; evaluated on family holdout case.
t2fam_sac_anchor_hold_bc_lvrt0925_100ms,topology2,LVRT,bc,0.925,[1.000 0.925 0.925],0.100,0.035,0.125,0.020,780.0,0.65,0.0,true,data/models/hpt_stage8_t2_lvrt_family_sac_anchor_pilot_20260728.zip,sac_anchor_pilot,Stage-8 SAC-main BRAC-style support-regularized family actor; evaluated on family holdout case.
