family,topology,category,phase_key,child_run_id,case_pair,command,returncode,run_dir,csv,status,dq_voltage_survival_pass,dq_control_score,dq_vdc_min,dq_vdc_max,dq_grid_current_peak_pu,dq_envelope_violation_max_pu,dq_recovery_violation_max_pu,dq_fault_lv_band_violation_max_pu,dq_voltage_survival_reason,seed_voltage_survival_pass,seed_control_score,seed_vdc_min,seed_vdc_max,seed_grid_current_peak_pu,seed_envelope_violation_max_pu,seed_recovery_violation_max_pu,seed_fault_lv_band_violation_max_pu,seed_voltage_survival_reason,sac_voltage_survival_pass,sac_control_score,sac_vdc_min,sac_vdc_max,sac_grid_current_peak_pu,sac_envelope_violation_max_pu,sac_recovery_violation_max_pu,sac_fault_lv_band_violation_max_pu,sac_voltage_survival_reason
t1_bal_lvrt,topology1,LVRT,abc,hpt_dcsafe_12family_center_smoke2_20260801_r2_t1_bal_lvrt,0.900:60,C:\Users\m1391\AppData\Local\Programs\Python\Python38\python.exe -m version_2.sac.campaigns.run_hpt_t2_balanced_lvrt_dq_seeded_boundary --run-id hpt_dcsafe_12family_center_smoke2_20260801_r2_t1_bal_lvrt --topology topology1 --category LVRT --phase-key abc --case-pairs 0.900:60 --bc-epochs 5 --sac-steps 1 --fault-start-s 0.08 --anchor-min-time-s 0.02 --actor-filter-tau 0.001 --sac-learning-rate 5e-9 --sac-support-weight 80000 --sac-vdc-bounds-weight 120000 --sac-vdc-margin-weight 180000 --sac-vdc-margin-pu 0.06 --sac-proxy-vdc-downshift-pu 0.04 --sac-behavior-anchor-interval-steps 20,0,E:\research_space\Hybrid-power-transformer\lab\results\hpt_dcsafe_12family_center_smoke2_20260801_r2_t1_bal_lvrt,E:\research_space\Hybrid-power-transformer\lab\results\hpt_dcsafe_12family_center_smoke2_20260801_r2_t1_bal_lvrt\boundary_comparison_rows.csv,ok,1,101.773203430803,720.022310732596,863.066892699751,1.3078839473016,0,0,0,,0,106.934159096113,799.985583861304,862.499299461444,1.30267063897978,0.00941282345079086,0.0302334788958763,0,timestep_voltage_envelope;timestep_recovery_envelope,0,107.772059266307,799.985583861304,862.459079740899,1.27512487495677,0.0315093662760294,0.0221423499704859,0,timestep_voltage_envelope;timestep_recovery_envelope
t2_bal_lvrt,topology2,LVRT,abc,hpt_dcsafe_12family_center_smoke2_20260801_r2_t2_bal_lvrt,0.900:60,C:\Users\m1391\AppData\Local\Programs\Python\Python38\python.exe -m version_2.sac.campaigns.run_hpt_t2_balanced_lvrt_dq_seeded_boundary --run-id hpt_dcsafe_12family_center_smoke2_20260801_r2_t2_bal_lvrt --topology topology2 --category LVRT --phase-key abc --case-pairs 0.900:60 --bc-epochs 5 --sac-steps 1 --fault-start-s 0.08 --anchor-min-time-s 0.02 --actor-filter-tau 0.001 --sac-learning-rate 5e-9 --sac-support-weight 80000 --sac-vdc-bounds-weight 120000 --sac-vdc-margin-weight 180000 --sac-vdc-margin-pu 0.06 --sac-proxy-vdc-downshift-pu 0.04 --sac-behavior-anchor-interval-steps 20,0,E:\research_space\Hybrid-power-transformer\lab\results\hpt_dcsafe_12family_center_smoke2_20260801_r2_t2_bal_lvrt,E:\research_space\Hybrid-power-transformer\lab\results\hpt_dcsafe_12family_center_smoke2_20260801_r2_t2_bal_lvrt\boundary_comparison_rows.csv,ok,0,108.824669942555,799.726215904551,977.392339129142,1.53996192050702,0,0,0,grid_current_limit,0,113.102259464072,750.279398436336,938.533032945964,1.46458607835431,0.0069302525381546,0.0279245676254117,0,timestep_voltage_envelope;timestep_recovery_envelope,0,114.550230974918,730.035235547453,939.775458675301,1.45430975792806,0.0115018883439489,0.0225146395637961,0,timestep_voltage_envelope;timestep_recovery_envelope
