case_id,topology,fault_family,fault_pu,duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,model_path,promotion_level,voltage_survival_pass,beats_conventional,full_frt_pass,policy_score,baseline_score,lv_mean,lv_recovery_mean,fault_lv_min,fault_lv_max,fault_lv_band_violation_max_pu,envelope_violation_max_pu,recovery_violation_max_pu,vdc_min,vdc_max,notes
topology1_lvrt090_60ms_gridobs_clock,topology1,LVRT,0.900,0.060,0.080,0.125,0.020,850.0,1.0,0.001,false,data/models/hpt_t1_l090_pre24_b60_down35_clk_dg3_dagger2.zip,voltage_survival,true,true,false,104.012339705228,122.356015435717,199.749743633378,212.837086324142,192.030715281634,211.631651327139,0.0,0.0,0.000809663837893659,766.299345457153,876.573074003992,"Per-case tau recheck 20260722: voltage-survival pass and beats conventional; tiny recovery metric remains below the current accepted gate tolerance."
topology1_hvrt110_60ms_current_iface_const249,topology1,HVRT,1.100,0.060,0.080,0.125,0.020,850.0,1.0,0.001,false,data/models/hpt_t1_hvrt110_const249_current_iface_actor_20260722_bc0.zip,voltage_survival,true,true,false,105.383177829792,116.834427948679,211.515820564376,201.089818615346,204.459484968522,220.63749546212,0.0,0.0,0.0,765.00207606494,878.061555919166,"Current-interface retrain from constant [0.249,0,-0.005,0] trajectory; replaces stale topology1_hvrt110_60ms_balanced_retrain row."
topology2_lvrt090_60ms_phase_nonoise_retrain,topology2,LVRT,0.900,0.060,0.080,0.125,0.020,780.0,0.65,0.0,true,data/models/hpt_t2_lvrt090_fr052_rr016_re008_phase_nonoise_actor_20260722_bc0.zip,voltage_survival,true,true,false,113.664808049493,264.25965703311,206.800382786721,210.07170940089,187.978537717705,225.085081367405,0.0,0.0,0.0,761.399544354245,978.447797160931,"No-noise high-weight BC from phase-grid teacher [0.52,0,0.30,0] fault / [0.16,0,0.08,0] recovery; switch-level voltage-survival pass and beats conventional."
topology2_hvrt110_60ms_balanced_retrain,topology2,HVRT,1.100,0.060,0.080,0.125,0.020,780.0,0.65,0.001,false,data/models/hpt_t2_h110_bal_retrain_gate_20260721_bc0.zip,voltage_survival,true,true,false,114.075781714011,188.704553320719,201.744558516915,203.842751529676,195.623234443089,209.242577571557,0.0,0.0,0.0,762.393402180383,999.984542947764,"Per-case tau recheck 20260722: switch-level voltage-survival pass and beats conventional; DC link remains just below the current upper survival bound."
