case_id,topology,fault_family,fault_phase_key,fault_pu,fault_phase_pu,duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,model_path,promotion_level,notes
t2_balanced_hvrt_tau0,topology2,HVRT,,1.100,,0.060,0.080,0.125,0.020,780.0,0.65,0.000,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,recovery_probe,Stage6 topology2 balanced HVRT recovery probe; remove actor low-pass.
t2_balanced_hvrt_tau001,topology2,HVRT,,1.100,,0.060,0.080,0.125,0.020,780.0,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,recovery_probe,Stage6 topology2 balanced HVRT recovery probe; original accepted settings.
t2_balanced_hvrt_tau002,topology2,HVRT,,1.100,,0.060,0.080,0.125,0.020,780.0,0.65,0.002,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,recovery_probe,Stage6 topology2 balanced HVRT recovery probe; stronger actor low-pass.
t2_balanced_hvrt_chop760,topology2,HVRT,,1.100,,0.060,0.080,0.125,0.020,760.0,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,recovery_probe,Stage6 topology2 balanced HVRT recovery probe; earlier chopper turn-on.
t2_balanced_hvrt_chop800,topology2,HVRT,,1.100,,0.060,0.080,0.125,0.020,800.0,0.65,0.001,false,data/models/hpt_trustregion_promotion_20260726_round1_04_topology2_hvrt110_60ms_balanced_retrain_chunk01.zip,recovery_probe,Stage6 topology2 balanced HVRT recovery probe; later chopper turn-on.
