case_id,topology,fault_family,fault_phase_key,fault_phase_pu,fault_pu,duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,model_path,control_csv,voltage_survival_pass,beats_conventional,full_frt_pass,policy_score,baseline_score,lv_mean,lv_recovery_mean,fault_lv_min,fault_lv_max,fault_lv_band_violation_max_pu,envelope_violation_max_pu,recovery_violation_max_pu,vdc_min,vdc_max,voltage_reason,full_frt_reason
t1_balanced_lvrt,topology1,LVRT,,,0.9,0.06,0.08,0.125,0.02,850.0,1.0,0.001,False,data/models/hpt_t1_l090_pre24_b60_down35_clk_dg3_dagger2.zip,E:\research_space\Hybrid-power-transformer\lab\results\hpt_v2_control_comparison\control_comparison_topology1_fault_all_accepted_t1_balanced_lvrt_20260728_065800.csv,True,True,False,102.285302789182,130.333190824349,199.749743633378,207.88176830801,191.732626075291,210.638150108351,0.0,0.0,0.0,766.299345457153,876.573074003992,,grid_current_limit;not_evaluated_no_sustained_reactive_demand_after_delay
