case_id,topology,fault_family,fault_phase_key,fault_phase_pu,fault_pu,duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,model_path,control_csv,voltage_survival_pass,beats_conventional,full_frt_pass,policy_score,baseline_score,lv_mean,lv_recovery_mean,fault_lv_min,fault_lv_max,fault_lv_band_violation_max_pu,envelope_violation_max_pu,recovery_violation_max_pu,vdc_min,vdc_max,voltage_reason,full_frt_reason
t1_balanced_hvrt,topology1,HVRT,,,1.1,0.06,0.08,0.125,0.02,850.0,1.0,0.001,False,data/models/hpt_t1_hvrt110_const249_current_iface_actor_20260722_bc0.zip,E:\research_space\Hybrid-power-transformer\lab\results\hpt_v2_control_comparison\control_comparison_topology1_fault_all_accepted_t1_balanced_hvrt_20260728_065950.csv,True,True,False,105.293122991022,110.498240444161,211.515820564376,201.540092809194,204.459484968522,220.63749546212,0.0,0.0,0.0,765.00207606494,878.061555919166,,gbt_recover;grid_current_limit;not_evaluated_no_sustained_reactive_demand_after_delay
