model,topology,scenario_type,condition_class,case_name,t,window_zone,window_ok,window_reason,grid_V,fault_pu,grid_pu,lv_rms_inst,vdc_inst,obs_01,obs_02,obs_03,obs_04,obs_05,obs_06,obs_07,obs_08,obs_09,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,action_01,actor_action_01,action_02,actor_action_02,action_03,actor_action_03,action_04,actor_action_04
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.082,"fault",1,"",NaN,1.1,1.1,214.797237660161,885.307302603533,1.00783514238903,1.24375588820856,0.0395644336058932,1.10663412825442,-0.106634128254417,-0.00783514238903082,0.175153694746074,0.502720216736555,0.00589583063190205,9.67897077453371e-05,-4.68113903504413e-05,-1.06872898699621e-05,0,1,0,1,1,0,0.103520000000009,0,1.09494864696355,1.26841708084755,2.68970243836208,2.65291058045913,-0.156702847780616,0.0057769945483328,0,9.48419878139152e-05,0,-4.56312849034697e-05,0,-1.02117676875652e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.084,"fault",1,"",NaN,1.1,1.1,213.756086124398,876.720967556034,1.01719930531486,1.23050026678331,0.0184691936621285,1.09590120944504,-0.0959012094450424,-0.0171993053148622,0.209393015287233,0.49312700842011,0.0110125597399569,8.89093672066194e-05,-4.78203662604105e-05,-1.5905229769467e-05,0,1,0,1,1,0,0.107520000000011,0,1.09494864696355,1.26841708084755,0.888777308354571,0.870125652958409,-0.343986106297245,0.010791327010892,0,8.71244344272988e-05,0,-4.65055021616852e-05,0,-1.53484492934738e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.086,"fault",1,"",NaN,1.1,1.1,209.18335750801,887.819105379294,1.01737746109934,1.20734330709023,0.0439331631270784,1.10977388172412,-0.109773881724117,-0.0173774610993433,0.223577507152776,0.44486344062714,0.00631234722151921,8.37231136505468e-05,-3.68872648411882e-05,-1.48643965727067e-05,0,1,0,1,1,0,0.111520000000012,0,1.09494864696355,1.26841708084755,-2.69379307103312,-1.85012681440444,-0.347549221986867,0.00616578586331017,0,8.19068417597718e-05,0,-3.57372101247893e-05,0,-1.42000309754244e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.088,"fault",1,"",NaN,1.1,1.1,205.250569562282,876.142966809217,1.01173938393567,1.20649159726129,0.056284469564179,1.09517870851152,-0.0951787085115214,-0.0117393839356656,0.18233310536651,0.435814930540597,0.00749598253518826,7.0822027450224e-05,-3.6802629340687e-05,-3.68311619392645e-05,0,1,0,1,1,0,0.115520000000013,0,1.09494864696355,1.26841708084755,-1.83243335946215,-0.800535698199489,-0.234787678713313,0.00737043845705918,0,6.94291751835891e-05,0,-3.64437920963597e-05,0,-3.86496658975451e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.09,"fault",1,"",NaN,1.1,1.1,206.645138165672,856.294984261504,1.00434623775478,1.22925064586236,0.0255602613079975,1.07036873032688,-0.0703687303268798,-0.00434623775478049,0.167338890149809,0.46154892997073,0.0146211961622429,9.10844766440826e-05,-8.22543817971802e-05,-4.65957319527447e-05,0,1,0,1,1,0,0.119520000000014,0,1.09494864696355,1.26841708084755,0.501839724904141,1.13301391533382,-0.0869247550956098,0.0143292541770343,0,8.91494314592648e-05,0,-8.03477732135702e-05,0,-4.55609012126885e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.092,"fault",1,"",NaN,1.1,1.1,211.371437539663,856.300969822586,1.00539172744941,1.21274507352457,0.0521658197031615,1.07037621227823,-0.0703762122782325,-0.0053917274494093,0.202824537055092,0.471822481649484,0.0170695875088882,0.000126052753273857,-9.22538294414847e-05,-7.97649596808877e-05,0,1,0,1,1,0,0.123520000000015,0,1.09494864696355,1.26841708084755,-5,-1.25242222640143,-0.107834548988186,0.0168201681643435,0,0.000124581421572952,0,-9.24043819536277e-05,0,-7.45074063504518e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.094,"fault",1,"",NaN,1.1,1.1,216.561260150544,864.580446636568,1.01555075499771,1.23079197601857,0.0447064642102462,1.08072555829571,-0.0807255582957105,-0.0155507549977052,0.208580059710903,0.440749070934009,0.0125613280120247,7.53077833102265e-05,-5.4998582893573e-05,-3.47967823242933e-05,0,1,0,1,1,0,0.127520000000017,0,1.09494864696355,1.26841708084755,-5,-3.95134831480259,-0.311015099954104,0.0131678086097076,0,6.74449960473397e-05,0,-4.9985698713198e-05,0,-2.90568378273064e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.096,"recovery",1,"",NaN,1.1,1.1,209.240932565384,859.254018577306,1.01886370002745,1.23734401476723,0.0087714811196941,1.07406752322163,-0.0740675232216328,-0.018863700027447,0.199576749307442,0.416907605359146,0.0148312639120701,0.000116319378227997,-8.6515743641303e-05,-6.5531467302669e-05,0,1,0,1,1,0,0.131520000000018,0,1.09494864696355,1.26841708084755,0.958750239118844,1.73273438097898,-0.377274000548939,0.0145296356507216,0,0.000113934564638792,0,-8.45053160510446e-05,0,-6.3985555600462e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.098,"recovery",1,"",NaN,1.1,1.1,204.768256211915,850.271728221136,1.01090105199404,1.24100959336402,0.0268467980654903,1.06283966027642,-0.0628396602764203,-0.0109010519940445,0.185703507276347,0.407751905978757,0.0162537322614115,0.000101109483828028,-8.74256469173492e-05,-5.01941426528182e-05,0,1,0,1,1,0,0.135520000000019,0,1.09494864696355,1.26841708084755,-0.343059294248604,-0.0555683698217901,-0.218021039880889,0.0159661610192883,0,9.9394660421095e-05,0,-8.67289369231031e-05,0,-5.15308692464001e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_hvrt","swell_1p10",0.1,"recovery",1,"",NaN,1.1,1.1,206.734625461319,852.742728731944,1.00461391312238,1.18872068662148,0.029593382701828,1.06592841091493,-0.0659284109149298,-0.00461391312237569,0.151569975169262,0.384562734962509,0.0171002332058387,0.000100279473461886,-9.88067650705229e-05,-4.49079432040958e-05,0,1,0,1,1,0,0.13952000000002,0,1.09494864696355,1.26841708084755,-5,-2.16808690744275,-0.0922782624475138,0.017373190025337,0,9.70512627975124e-05,0,-9.87070938778668e-05,0,-4.13321039860076e-05
