model,topology,scenario_type,condition_class,case_name,t,window_zone,window_ok,window_reason,grid_V,fault_pu,grid_pu,lv_rms_inst,vdc_inst,obs_01,obs_02,obs_03,obs_04,obs_05,obs_06,obs_07,obs_08,obs_09,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,action_01,actor_action_01,action_02,actor_action_02,action_03,actor_action_03,action_04,actor_action_04
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.104,"recovery",1,"",NaN,0.9,0.9,204.104821766767,854.287517874851,0.977091511317183,1.19691842214181,0.00745643265954756,1.06785939734356,-0.0678593973435639,0.0229084886828173,0.193441339334752,0.430993785194381,0.015726420974882,9.89847703894596e-05,-8.65044973445811e-05,-4.84036293734678e-05,0,1,0,1,1,0,0.147520000000023,0,1.08135544734965,1.21956186010538,0.151977223024957,0.314138608174641,0,0.0154175470564131,0,9.72186287444061e-05,0,-8.45505318975579e-05,0,-4.77342369943888e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.106,"recovery",1,"",NaN,0.9,0.9,204.099358263485,858.653177574181,0.9774365426969,1.1779416221777,0.0270413547902611,1.07331647196773,-0.0733164719677257,0.0225634573031003,0.203512742885547,0.412110243218737,0.0120357107797827,0.000100206862388518,-8.8290298559019e-05,-5.52159264858723e-05,0,1,0,1,1,0,0.151520000000024,0,1.08135544734965,1.2212411610279,-3.38182056129899,-2.22887285372253,0,0.0121498510223766,0,9.55186156351747e-05,0,-8.59096676879937e-05,0,-5.31839976580633e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.108,"recovery",1,"",NaN,0.9,0.9,205.828905992816,852.397388980588,0.98120618794766,1.21744749545461,0.0282990252517439,1.06549673622573,-0.0654967362257346,0.0187938120523395,0.181608480827553,0.395165327130011,0.0128967911789174,8.76045437500249e-05,-7.51928085619155e-05,-5.51462978112207e-05,0,1,0,1,1,0,0.155520000000025,0,1.08135544734965,1.2264083225094,5,2.10865306585517,0,0.0143844195827879,0,0.000107482823583445,0,-8.84778905533059e-05,0,-6.7477394589667e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.11,"recovery",1,"",NaN,0.9,0.9,205.659924585956,854.26361667193,0.984107370410812,1.20781553524481,0.0166580572332739,1.06782952083991,-0.0678295208399127,0.0158926295891882,0.16595930253722,0.408952755018295,0.0212042560267133,0.000121246138184201,-0.00012765016942775,-6.38434950851788e-05,0,1,0,1,1,0,0.159520000000026,0,1.08135544734965,1.2264083225094,1.33096717906067,0.657420210797399,0,0.0208456350364343,0,0.00011970676236041,0,-0.000125315215032496,0,-6.293746860728e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.112,"recovery",1,"",NaN,0.9,0.9,204.226122980951,853.950252392996,0.98316072402698,1.18851273180887,0.0218639209365569,1.06743781549125,-0.0674378154912454,0.0168392759730203,0.183364719115994,0.398483425140361,0.0195227292362674,0.000120311473973701,-0.000124759721391778,-7.21243498162732e-05,0,1,0,1,1,0,0.163520000000028,0,1.08135544734965,1.2264083225094,-5,-1.59031707286572,0,0.0192831515499731,0,0.000117691835728363,0,-0.000123892079832917,0,-6.70009027848149e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.114,"recovery",1,"",NaN,0.9,0.9,206.734936471493,849.955526240297,0.986190365535412,1.19556745524702,0.0308541295327853,1.06244440780037,-0.0624444078003716,0.0138096344645877,0.160611505770277,0.389604493848371,0.01816405419703,9.86429363620878e-05,-9.24838622920202e-05,-3.58954741096991e-05,0,1,0,1,1,0,0.167520000000029,0,1.08135544734965,1.23041990556891,-0.882794161861877,-1.42241265630827,0,0.0181531325529362,0,9.6796350275543e-05,0,-9.27143982208331e-05,0,-3.4897223722162e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.116,"recovery",1,"",NaN,0.9,0.9,206.816916247421,855.180833740013,0.987913826991339,1.20958850993071,0.00898465172740007,1.06897604217502,-0.0689760421750159,0.012086173008661,0.15242408237242,0.39597293388015,0.0228726888268311,0.000103461204539061,-0.000127583866071325,-7.34251076054489e-05,0,1,0,1,1,0,0.17152000000003,0,1.08135544734965,1.23041990556891,2.00671229291771,1.03596978963494,0,0.0226320120924445,0,0.000104633555591949,0,-0.000128008265491739,0,-7.24090812474726e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.118,"recovery",1,"",NaN,0.9,0.9,204.284056466831,849.388148452434,0.988665934475421,1.18619821147346,0.0249607428807964,1.06173518556554,-0.0617351855655424,0.0113340655245795,0.169627476237453,0.388599959566319,0.0230252071741689,8.56562955559838e-05,-0.000112558974029674,-6.4336167728855e-05,0,1,0,1,1,0,0.175520000000031,0,1.08135544734965,1.23041990556891,-5,-0.970161948431247,0,0.0227517874552772,0,8.42613005009203e-05,0,-0.000111580118721491,0,-5.94749392870597e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.12,"recovery",1,"",NaN,0.9,0.9,206.659858599295,848.465661960096,0.990440055660873,1.16267721512826,0.0115326466687642,1.06058207745012,-0.0605820774501193,0.00955994433912721,0.152595064572462,0.37943114349339,0.0264652785968189,0.000122797651031275,-0.000126600946906169,-6.50441235486906e-05,0,1,0,1,1,0,0.179520000000033,0,1.08135544734965,1.23528986588199,-5,-2.22481684288667,0,0.0269276805678782,0,0.000120770507577773,0,-0.000125969722950272,0,-6.10308536784505e-05
"hpt_v2_topology2_paper","topology2","fault","shallow_lvrt","sag_0p90",0.122,"recovery",1,"",NaN,0.9,0.9,207.108512400803,855.367820071816,0.992414822823584,1.22368260399725,0.0245631872271338,1.06920977508977,-0.0692097750897702,0.00758517717641638,0.141282853879181,0.384854703128157,0.0318977790466626,0.00012559567701414,-0.000146233724472141,-9.59972673421838e-05,0,1,0,1,1,0,0.183520000000034,0,1.08135544734965,1.23598180491921,0.62602255413835,1.33782277794991,0,0.0312921445612362,0,0.00012319384039285,0,-0.000142047415261392,0,-9.37529691644396e-05
