case_id,topology,fault_family,fault_phase_key,fault_phase_pu,fault_pu,duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,model_path,control_csv,voltage_survival_pass,beats_conventional,full_frt_pass,policy_score,baseline_score,lv_mean,lv_recovery_mean,fault_lv_min,fault_lv_max,fault_lv_band_violation_max_pu,envelope_violation_max_pu,recovery_violation_max_pu,vdc_min,vdc_max,voltage_reason,full_frt_reason
t2_ab_lvrt,topology2,LVRT,ab,[0.9 0.9 1],0.9,0.06,0.035,0.125,0.02,780.0,0.65,0.0,True,data/models/hpt_stage6_t2_ab_lvrt090_faultrec080035_sacft_micro_20260728_chunk04.zip,E:\research_space\Hybrid-power-transformer\lab\results\hpt_v2_control_comparison\control_comparison_topology2_fault_all_accepted_t2_ab_lvrt_20260728_071418.csv,True,True,False,129.048906853684,160.931319300176,213.744076402302,201.991649046901,204.952826453654,223.53665526003,0.0,0.0,0.0,714.323631714144,879.559081349172,,grid_current_limit
