dataset,case_id,current_weight,recovery_weight,fail_penalty,conventional_sensitivity_score,specialist_sensitivity_score,specialist_beats_under_weights,comparison_type
stage2_8row,topology1_a_lvrt090_60ms_unbalanced,100.0,240.0,0.0,3.1651169027395922,9.912199989497596,False,no_fail_penalty_continuous
stage2_8row,topology1_a_lvrt090_60ms_unbalanced,100.0,240.0,50.0,3.1651169027395922,9.912199989497596,False,with_fail_penalty
stage2_8row,topology1_a_lvrt090_60ms_unbalanced,100.0,240.0,100.0,3.1651169027395922,9.912199989497596,False,with_fail_penalty
stage2_8row,topology1_a_lvrt090_60ms_unbalanced,100.0,240.0,200.0,3.1651169027395922,9.912199989497596,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,60.0,0.0,2.5382818899807527,4.2327945863482,False,no_fail_penalty_continuous
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,60.0,50.0,2.5382818899807527,4.2327945863482,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,60.0,100.0,2.5382818899807527,4.2327945863482,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,60.0,200.0,2.5382818899807527,4.2327945863482,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,120.0,0.0,2.5382818899807527,4.2327945863482,False,no_fail_penalty_continuous
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,120.0,50.0,2.5382818899807527,4.2327945863482,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,120.0,100.0,2.5382818899807527,4.2327945863482,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,120.0,200.0,2.5382818899807527,4.2327945863482,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,240.0,0.0,2.5382818899807527,4.2327945863482,False,no_fail_penalty_continuous
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,240.0,50.0,2.5382818899807527,4.2327945863482,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,240.0,100.0,2.5382818899807527,4.2327945863482,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,25.0,240.0,200.0,2.5382818899807527,4.2327945863482,False,with_fail_penalty
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,50.0,60.0,0.0,2.8883213694415035,6.015360281519201,False,no_fail_penalty_continuous
stage2_8row,topology1_ab_lvrt090_60ms_unbalanced,50.0,60.0,50.0,2.8883213694415035,6.015360281519201,False,with_fail_penalty
