train/ent_coef,train/learning_rate,time/episodes,time/total_timesteps,train/ent_coef_loss,time/time_elapsed,rollout/ep_len_mean,train/critic_loss,time/fps,train/n_updates,rollout/ep_rew_mean,train/actor_loss,eval/n_fail,eval/reactive_violation,eval/connect_violation,eval/recover_violation,eval/success_proxy
0.16238772124052048,6.604499999999998e-05,180,34664,-5.993502378463745,114,194.16,24.210052490234375,40,17280,78.76156616210938,-29.880764961242676,,,,,
0.15836087614297867,6.0672000000000005e-05,184,35460,-6.065326452255249,134,194.2,13.522411346435547,40,17678,81.11133575439453,-29.183399200439453,,,,,
0.15487902611494064,5.5542000000000005e-05,188,36220,-6.256411075592041,153,195.12,10.615663528442383,40,18058,81.81607055664062,-29.85198211669922,,,,,
0.15135353803634644,4.976400000000001e-05,192,37076,-5.844486474990845,176,196.16,17.063486099243164,39,18486,83.20121765136719,-29.12545108795166,,,,,
0.14860769361257553,4.4552999999999985e-05,196,37848,-6.48813009262085,202,196.56,13.35595417022705,38,18872,84.65872192382812,-30.945761680603027,,,,,
0.14635293930768967,3.9747000000000004e-05,200,38560,-6.27562689781189,224,195.96,17.570424556732178,38,19228,86.87639617919922,-28.44992160797119,,,,,
0.14404568821191788,3.394199999999999e-05,204,39420,-6.1897289752960205,252,196.04,11.05291748046875,37,19658,87.70719909667969,-30.072309494018555,,,,,
0.14273075014352798,3e-05,,,-6.234393358230591,,,21.223587036132812,,19950,,-30.522518157958984,0,0.0,0.0,0.0,100.0
0.14219554513692856,8.34816e-05,208,40100,-6.219604730606079,2,194.68,19.69059944152832,37,19998,90.23542022705078,-29.518905639648438,,,,,
0.13809848576784134,7.933439999999998e-05,212,40868,-5.596540212631226,27,195.36,15.807199478149414,31,20382,89.61289978027344,-29.852636337280273,,,,,
0.1343420147895813,7.479839999999999e-05,216,41708,-4.669932126998901,53,195.2,28.43211555480957,32,20802,90.69666290283203,-30.888925552368164,,,,,
0.13178780674934387,7.106159999999999e-05,220,42400,-4.6569664478302,75,194.68,14.415900230407715,31,21148,91.57035064697266,-30.168721199035645,,,,,
0.12893401831388474,6.659039999999999e-05,224,43228,-3.6482471227645874,105,195.84,15.453010559082031,30,21562,88.77507019042969,-30.152790069580078,,,,,
0.1264485865831375,6.2616e-05,228,43964,-3.5704010725021362,129,195.56,12.477392673492432,30,21930,86.97789764404297,-31.094233512878418,,,,,
0.12406029179692268,5.894399999999998e-05,232,44644,-4.308658123016357,152,194.12,16.798542976379395,30,22270,85.99695587158203,-30.23200225830078,,,,,
0.12146630138158798,5.509920000000001e-05,236,45356,-4.827631235122681,178,193.92,13.797105312347412,29,22626,84.29479217529297,-30.129874229431152,,,,,
0.11901002377271652,5.114639999999998e-05,240,46088,-5.3492114543914795,201,193.72,21.901808738708496,30,22992,83.25627899169922,-29.324560165405273,,,,,
0.11656783893704414,4.6783199999999996e-05,244,46896,-5.3633716106414795,226,193.56,20.042795181274414,30,23396,81.83228302001953,-31.045063972473145,,,,,
0.11466585472226143,4.26792e-05,248,47656,-5.565880537033081,250,192.64,18.13680362701416,30,23776,81.40774536132812,-30.315882682800293,,,,,
0.11290552839636803,3.844559999999999e-05,252,48440,-5.286845922470093,275,193.48,14.167325973510742,30,24168,79.84175109863281,-30.99518871307373,,,,,
0.11139070242643356,3.4341599999999997e-05,256,49200,-4.851279973983765,299,192.68,9.61132264137268,30,24548,79.46429443359375,-30.572538375854492,,,,,
0.11003074049949646,3.0323999999999996e-05,260,49944,-5.347484350204468,324,191.72,6.676863670349121,30,24920,79.30094909667969,-30.655035972595215,,,,,
0.10993161052465439,3e-05,,,-5.4061195850372314,,,5.169317871332169,,24950,,-31.01183032989502,8,36.4,0.0,0.0,86.7
0.10708950459957123,7.1904e-05,264,50692,-5.605732679367065,26,191.16,16.76882266998291,25,25294,78.87686157226562,-31.33665180206299,,,,,
0.10410632193088531,6.8304e-05,268,51492,-5.878430366516113,47,192.28,16.46342647075653,31,25694,77.26067352294922,-30.68006420135498,,,,,
0.10139446333050728,6.4776e-05,272,52276,-5.9212706089019775,68,192.16,5.90877890586853,33,26086,76.24202728271484,-32.19060707092285,,,,,
0.09867585450410843,6.0996e-05,276,53116,-5.777372360229492,92,192.72,12.948010444641113,33,26506,74.3335952758789,-30.564461708068848,,,,,
0.0963062196969986,5.7396000000000004e-05,280,53916,-5.840578079223633,114,192.52,10.299791812896729,34,26906,73.38550567626953,-29.754188537597656,,,,,
0.09413087368011475,5.368799999999999e-05,284,54740,-5.546438932418823,143,192.8,14.10790491104126,33,27318,73.56713104248047,-30.656315803527832,,,,,
0.09230261668562889,5.030400000000001e-05,288,55492,-6.063325643539429,163,192.72,16.75357437133789,33,27694,73.74402618408203,-31.020726203918457,,,,,
0.09059135243296623,4.6991999999999986e-05,292,56228,-6.579463958740234,183,191.52,15.43414831161499,34,28062,74.54251098632812,-30.92459487915039,,,,,
0.08898232877254486,4.3391999999999994e-05,296,57028,-6.298105478286743,204,191.8,13.762853622436523,34,28462,74.83911895751953,-30.308975219726562,,,,,
0.08746108040213585,3.954e-05,300,57884,-6.209143400192261,229,193.24,15.572384357452393,34,28890,74.8177719116211,-31.3676700592041,,,,,
0.08630693331360817,3.6246e-05,304,58616,-5.545436143875122,248,191.96,7.0259833335876465,34,29256,77.91597747802734,-31.004125595092773,,,,,
0.08525767549872398,3.286200000000001e-05,308,59368,-5.820039987564087,268,192.68,8.605929613113403,34,29632,78.76359558105469,-30.98957347869873,,,,,
0.08442859724164009,3e-05,,,-5.620297193527222,,,15.742743015289307,,29950,,-30.869715690612793,12,46.2,0.0,0.0,80.0
0.0842038244009018,6.824742857142855e-05,312,60088,-5.741547107696533,2,192.2,18.091642379760742,37,29992,80.82894897460938,-30.383217811584473,,,,,
0.0821567252278328,6.533142857142858e-05,316,60844,-6.522345066070557,22,191.36,18.90922212600708,37,30370,83.87709045410156,-30.92392063140869,,,,,
0.08038976415991783,6.256971428571428e-05,320,61560,-4.944958448410034,46,191.6,14.764444351196289,33,30728,85.20321655273438,-30.38920497894287,,,,,
0.07867034152150154,5.977714285714286e-05,324,62284,-5.691751718521118,64,190.56,16.46171760559082,35,31090,88.4088363647461,-30.988619804382324,,,,,
0.07703524827957153,5.676857142857141e-05,328,63064,-5.945168495178223,83,191.0,18.773329734802246,36,31480,90.70489501953125,-30.639392852783203,,,,,
0.07546161860227585,5.382171428571429e-05,332,63828,-6.289038181304932,103,191.84,12.379415035247803,36,31862,92.66044616699219,-31.030303955078125,,,,,
0.07401686161756516,5.10137142857143e-05,336,64556,-6.293412685394287,127,192.0,12.564371347427368,35,32226,94.896484375,-30.70637607574463,,,,,
0.07288926094770432,4.839085714285713e-05,340,65236,-5.701190948486328,150,191.48,17.384719848632812,34,32566,96.86617279052734,-30.948906898498535,,,,,
0.07177251949906349,4.579885714285715e-05,344,65908,-6.363239765167236,177,190.12,13.614465713500977,33,32902,99.4202651977539,-30.812600135803223,,,,,
0.07056991755962372,4.2744e-05,348,66700,-5.333832025527954,204,190.44,11.93750786781311,32,33298,101.05123901367188,-31.640028953552246,,,,,
0.0695011243224144,3.979714285714285e-05,352,67464,-5.509157657623291,228,190.24,15.250370979309082,32,33680,102.79069519042969,-30.934911727905273,,,,,
0.0685698539018631,3.708171428571427e-05,356,68168,-5.706367015838623,248,189.68,18.739846229553223,32,34032,104.54965209960938,-31.07778549194336,,,,,
0.0676204189658165,3.3872571428571416e-05,360,69000,-5.570674180984497,272,190.56,15.370000839233398,32,34448,105.7973403930664,-32.1859769821167,,,,,
0.06688369065523148,3.111085714285715e-05,364,69716,-5.621153831481934,293,190.24,7.3735363483428955,33,34806,105.08482360839844,-31.739778518676758,,,,,
0.06659519299864769,3e-05,,,-5.6244940757751465,,,20.270986080169678,,34950,,-31.383817672729492,7,33.3,0.0,0.0,88.3
0.06565704569220543,6.217049999999999e-05,368,70472,-5.454984664916992,13,189.8,14.285796165466309,35,35184,103.9495620727539,-31.425067901611328,,,,,
0.06429383531212807,5.9672999999999996e-05,372,71212,-5.259650468826294,35,189.36,8.125173091888428,34,35554,102.9610366821289,-30.99550437927246,,,,,
0.06288212165236473,5.683800000000001e-05,376,72052,-5.918240308761597,60,189.36,12.853254318237305,33,35974,100.21200561523438,-31.058852195739746,,,,,
0.06145167537033558,5.401649999999999e-05,380,72888,-4.655835866928101,87,189.72,14.573213577270508,32,36392,96.80513763427734,-31.024038314819336,,,,,
0.0603116899728775,5.15055e-05,384,73632,-3.742107391357422,115,188.92,12.581851959228516,31,36764,94.27465057373047,-30.6570405960083,,,,,
0.0592851210385561,4.9035e-05,388,74364,-4.230581045150757,136,188.72,9.018899917602539,32,37130,92.2207260131836,-30.83013153076172,,,,,
0.0583797562867403,4.648350000000001e-05,392,75120,-3.8161996603012085,156,188.92,16.92276382446289,32,37508,88.92770385742188,-30.67202854156494,,,,,
0.057749321684241295,4.366199999999999e-05,396,75956,0.8095099925994873,178,189.28,17.26479434967041,33,37926,83.01956939697266,-31.134214401245117,,,,,
0.057785192504525185,4.131300000000001e-05,400,76652,1.6596596240997314,198,187.68,17.37502098083496,33,38274,79.87873840332031,-30.845101356506348,,,,,
0.057093098759651184,3.8491499999999996e-05,404,77488,-4.845159530639648,222,188.72,20.092103958129883,33,38692,73.5694580078125,-29.498151779174805,,,,,
0.056028278544545174,3.5940000000000005e-05,408,78244,-5.878290414810181,243,188.76,19.49304485321045,33,39070,69.79824829101562,-29.94974136352539,,,,,
0.05513598024845123,3.3226500000000005e-05,412,79048,-5.261643409729004,266,189.6,9.986252784729004,33,39472,65.24431610107422,-29.625544548034668,,,,,
0.05448678508400917,3.0863999999999995e-05,416,79748,-5.813261270523071,287,189.04,16.578120470046997,33,39822,63.359535217285156,-30.19536590576172,,,,,
0.05427100323140621,3e-05,,,-4.155864953994751,,,12.356059551239014,,39950,,-30.13939666748047,0,0.0,0.0,0.0,100.0
0.053526900708675385,5.863200000000001e-05,420,80460,-4.240899085998535,13,189.0,16.675395488739014,34,40178,61.01496887207031,-30.060842514038086,,,,,
0.052463188767433167,5.6423999999999994e-05,424,81196,-4.490257501602173,35,189.12,9.61102819442749,33,40546,58.39295959472656,-28.502010345458984,,,,,
0.051466867327690125,5.4312000000000004e-05,428,81900,-5.177298069000244,59,188.36,20.081167221069336,31,40898,56.594966888427734,-29.605974197387695,,,,,
0.05038483627140522,5.196000000000001e-05,432,82684,-4.410567760467529,84,188.56,12.833792686462402,31,41290,52.62348937988281,-29.243762969970703,,,,,
0.0494568832218647,4.9619999999999996e-05,436,83464,-3.0801138877868652,111,189.08,18.165050983428955,31,41680,48.87602996826172,-28.686625480651855,,,,,
0.04868372343480587,4.751999999999999e-05,440,84164,-5.421931028366089,133,189.28,14.192948341369629,31,42030,46.57709884643555,-29.955891609191895,,,,,
0.04778153635561466,4.495199999999999e-05,444,85020,-5.019918441772461,167,191.12,13.434364318847656,29,42458,43.47610855102539,-28.89184856414795,,,,,
0.047095855697989464,4.286400000000001e-05,448,85716,-3.663780450820923,192,190.16,11.169612169265747,29,42806,42.59590148925781,-30.86128044128418,,,,,
0.04654250107705593,4.069199999999999e-05,452,86440,-2.2789931297302246,214,189.76,12.991669654846191,30,43168,41.70926284790039,-29.251235961914062,,,,,
0.046065978705883026,3.850800000000001e-05,456,87168,-2.7760634422302246,234,190.0,12.406241416931152,30,43532,40.1561279296875,-29.047959327697754,,,,,
0.04557904787361622,3.601199999999999e-05,460,88000,-2.3922427892684937,258,190.0,13.85219955444336,30,43948,37.671695709228516,-29.994752883911133,,,,,
0.045254435390233994,3.363599999999999e-05,464,88792,-0.8027558028697968,279,190.76,10.550168514251709,31,44344,37.63996124267578,-29.20464324951172,,,,,
0.045039037242531776,3.1559999999999996e-05,468,89484,-1.6909841895103455,297,190.12,9.128831386566162,31,44690,40.08494186401367,-30.601309776306152,,,,,
0.04483441077172756,3e-05,,,-1.5179944038391113,,,15.945821762084961,,44950,,-28.673433303833008,0,0.0,0.0,0.0,100.0
0.04469894990324974,5.6546399999999984e-05,472,90172,-1.5550274848937988,5,189.6,18.18242120742798,30,45034,42.193458557128906,-29.95844554901123,,,,,
0.04401913285255432,5.437560000000001e-05,476,90976,-1.8360512852668762,36,189.24,18.23983383178711,27,45436,45.090545654296875,-29.217002868652344,,,,,
0.043282246217131615,5.2248000000000005e-05,480,91764,-1.9681755900382996,61,188.76,18.66047430038452,28,45830,48.37559509277344,-30.177023887634277,,,,,
0.04271245189011097,5.007719999999999e-05,484,92568,-1.4330354928970337,85,189.36,12.160816669464111,30,46232,49.43326187133789,-29.400322914123535,,,,,
0.04211036488413811,4.794959999999999e-05,488,93356,-1.513901174068451,103,189.92,10.85124683380127,32,46626,49.998878479003906,-30.186686515808105,,,,,
0.041758881881833076,4.61028e-05,492,94040,-0.8894377052783966,118,189.2,10.721668720245361,34,46968,52.99138641357422,-29.957683563232422,,,,,
0.04145039804279804,4.4201999999999995e-05,496,94744,-1.0605748891830444,134,187.88,17.28028678894043,35,47320,58.558998107910156,-30.587329864501953,,,,,
0.04096442833542824,4.22904e-05,500,95452,-1.9986060857772827,150,188.0,17.08185911178589,36,47674,61.319366455078125,-30.018665313720703,,,,,
0.040313346311450005,4.020599999999999e-05,504,96224,-1.2225775718688965,168,187.36,17.738147258758545,36,48060,66.0947265625,-30.081205368041992,,,,,
0.04006459377706051,3.8078399999999984e-05,508,97012,-1.1055248379707336,185,187.68,14.175495147705078,37,48454,68.17774200439453,-29.636914253234863,,,,,
0.039720071479678154,3.610199999999999e-05,512,97744,-0.5891824960708618,200,186.96,14.77168083190918,38,48820,71.61758422851562,-29.742016792297363,,,,,
0.03932765871286392,3.4222799999999994e-05,516,98440,-1.1640208959579468,214,186.92,17.65855121612549,39,49168,73.04032897949219,-29.9916410446167,,,,,
0.03900297358632088,3.2343600000000007e-05,520,99136,-0.9177475869655609,229,186.76,11.69092082977295,39,49516,74.59284973144531,-30.88742160797119,,,,,
0.03870623745024204,3.024840000000001e-05,524,99912,-0.4193882495164871,245,187.16,7.9709062576293945,40,49904,77.27769470214844,-29.492265701293945,,,,,
0.038690727204084396,3e-05,,,-0.6080769300460815,,,12.113941192626953,,49950,,-29.511760711669922,8,36.4,0.0,0.0,86.7
