case_id,topology,fault_family,fault_phase_key,fault_phase_pu,fault_pu,duration_s,fault_start_s,fault_stop_margin_s,fault_settle_s,chopper_threshold,rchop_scale,actor_filter_tau,phase_override,model_path,control_csv,voltage_survival_pass,beats_conventional,full_frt_pass,policy_score,baseline_score,lv_mean,lv_recovery_mean,fault_lv_min,fault_lv_max,fault_lv_band_violation_max_pu,envelope_violation_max_pu,recovery_violation_max_pu,vdc_min,vdc_max,voltage_reason,full_frt_reason
t1_ab_lvrt,topology1,LVRT,ab,[0.9 0.9 1],0.9,0.06,0.035,0.125,0.02,850.0,1.0,0.0,False,data/models/hpt_stage6_repair_t1_ab_lvrt090_const036_sacft_micro_20260728_chunk01.zip,E:\research_space\Hybrid-power-transformer\lab\results\hpt_v2_control_comparison\control_comparison_topology1_fault_all_accepted_t1_ab_lvrt_20260728_070328.csv,True,True,False,104.86753917496,106.626178892423,193.926448170291,211.939358130804,190.425408242843,195.88541870608,0.0,0.0,0.0,758.22953976837,881.990906325046,,grid_current_limit
